classname ; CvsEntropy ; CvsWEntropy ; CvsLinEntropy ; CvsLogEntropy ; CvsExpEntropy ; 
org::eclipse::pde::internal::ui::editor::text::ManifestConfiguration ; 16.5679 ; 0.0467654 ; 0.0415204 ; 0.440819 ; 0.0673065 ; 
org::eclipse::pde::internal::ui::editor::text::ExternalizedStringRule ; 1.76682 ; 3.24243e-4 ; 0.0100966 ; 0.0617154 ; 0.0339284 ; 
org::eclipse::pde::internal::core::site::SiteObject ; 14.705 ; 0.0129053 ; 0.0333169 ; 0.37988 ; 0.0501621 ; 
org::eclipse::pde::internal::core::variables::TargetOSVariableResolver ; 1.77712 ; 1.16839e-4 ; 0.00961856 ; 0.0609203 ; 0.0309529 ; 
org::eclipse::pde::internal::ui::editor::product::PluginSection ; 27.4268 ; 0.222613 ; 0.0555872 ; 0.691779 ; 0.0615408 ; 
org::eclipse::pde::internal::ui::templates::ide::BuilderTemplate ; 6.33209 ; 0.0169707 ; 0.0229523 ; 0.189626 ; 0.0492202 ; 
org::eclipse::pde::internal::core::natures::PluginProject ; 3.19695 ; 0.00148621 ; 0.0118187 ; 0.0949903 ; 0.0312002 ; 
org::eclipse::pde::internal::ui::wizards::plugin::NewLibraryPluginCreationOperation ; 21.8404 ; 0.210853 ; 0.0487781 ; 0.563558 ; 0.068871 ; 
org::eclipse::pde::internal::ui::correction::ChooseClassXMLResolution ; 9.25652 ; 0.0108596 ; 0.0285892 ; 0.262784 ; 0.0537596 ; 
org::eclipse::pde::internal::ui::editor::contentassist::XMLElementProposalComputer ; 4.385 ; 0.00606564 ; 0.0188731 ; 0.138801 ; 0.0486389 ; 
org::eclipse::pde::internal::core::WorkspacePluginModelManager ; 16.6538 ; 0.152424 ; 0.0567706 ; 0.489805 ; 0.109758 ; 
org::eclipse::pde::internal::ui::editor::toc::actions::TocRemoveObjectAction ; 4.33338 ; 0.023859 ; 0.0185353 ; 0.13686 ; 0.0475072 ; 
org::eclipse::pde::internal::ui::wizards::plugin::NewPluginProjectWizard ; 18.4091 ; 0.0459401 ; 0.0634261 ; 0.522088 ; 0.170188 ; 
org::eclipse::pde::internal::ui::editor::build::BuildClasspathSection ; 17.8255 ; 0.0436149 ; 0.0373687 ; 0.453107 ; 0.0454314 ; 
org::eclipse::pde::internal::ui::correction::AddSingletonToSymbolicName ; 8.10954 ; 0.0185241 ; 0.0229354 ; 0.223317 ; 0.0424798 ; 
org::eclipse::pde::internal::ui::views::dependencies::CallersContentProvider ; 4.69981 ; 0.0169326 ; 0.0172661 ; 0.140719 ; 0.0394385 ; 
org::eclipse::pde::internal::runtime::spy::SpyFormToolkit ; 7.08412 ; 0.0647126 ; 0.0398057 ; 0.244579 ; 0.127607 ; 
org::eclipse::pde::internal::runtime::registry::ServiceReferenceAdapter ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::exports::BaseExportWizard ; 12.0569 ; 0.0697004 ; 0.0227136 ; 0.295255 ; 0.0344309 ; 
org::eclipse::pde::internal::ui::tests::macro::PlaybackAction ; 7.26436 ; 0.00506713 ; 0.0191685 ; 0.19472 ; 0.0373481 ; 
org::eclipse::pde::internal::ui::editor::plugin::rows::TranslatableAttributeRow ; 1.76682 ; 1.74592e-4 ; 0.0100966 ; 0.0617154 ; 0.0339284 ; 
org::eclipse::pde::internal::ui::wizards::product::NewProductFileWizard ; 15.5592 ; 0.0195871 ; 0.0318389 ; 0.39123 ; 0.0431759 ; 
org::eclipse::pde::internal::ui::wizards::site::NewSiteProjectWizard ; 10.2202 ; 0.0121545 ; 0.0206814 ; 0.254429 ; 0.0344335 ; 
org::eclipse::pde::internal::core::util::Headers ; 1.50465 ; 0.00154681 ; 0.0041253 ; 0.0418317 ; 0.00433591 ; 
org::eclipse::pde::internal::core::site::WorkspaceSiteModel ; 8.48552 ; 0.0318272 ; 0.0192217 ; 0.218306 ; 0.0324314 ; 
org::eclipse::pde::internal::ui::editor::schema::SchemaDtdDetailsSection ; 1.76682 ; 6.73428e-4 ; 0.0100966 ; 0.0617154 ; 0.0339284 ; 
org::eclipse::pde::internal::core::util::XMLComponentRegistry ; 1.77712 ; 0.00198627 ; 0.00961856 ; 0.0609203 ; 0.0309529 ; 
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSModel ; 4.41258 ; 0.0154475 ; 0.0185832 ; 0.138856 ; 0.0463837 ; 
org::eclipse::pde::internal::ui::editor::build::SrcSection ; 7.72196 ; 0.00444565 ; 0.0177746 ; 0.198359 ; 0.0343746 ; 
org::eclipse::pde::internal::core::search::PluginJavaSearchUtil ; 14.1511 ; 0.0224982 ; 0.030134 ; 0.360466 ; 0.0401246 ; 
org::eclipse::pde::internal::core::text::bundle::BundleSymbolicNameHeader ; 5.07878 ; 0.00796279 ; 0.0144447 ; 0.13901 ; 0.0313983 ; 
org::eclipse::pde::internal::ui::editor::site::SiteUndoManager ; 4.22329 ; 0.00333836 ; 0.0127115 ; 0.11579 ; 0.033951 ; 
org::eclipse::pde::internal::core::text::plugin::DocumentGenericNode ; 2.63545 ; 0.00572814 ; 0.00896467 ; 0.0779359 ; 0.0154308 ; 
org::eclipse::pde::internal::core::plugin::Plugin ; 11.6831 ; 0.00993753 ; 0.0288014 ; 0.308426 ; 0.0492983 ; 
org::eclipse::pde::internal::ui::tests::macro::WidgetIdentifier ; 1.77712 ; 6.23143e-4 ; 0.00961856 ; 0.0609203 ; 0.0309529 ; 
org::eclipse::pde::internal::ui::editor::feature::EditorBuildFeatureAction ; 7.72196 ; 0.00282017 ; 0.0177746 ; 0.198359 ; 0.0343746 ; 
org::eclipse::pde::internal::ui::search::ManifestEditorOpener ; 10.3576 ; 0.0651482 ; 0.0390835 ; 0.309082 ; 0.104285 ; 
org::eclipse::pde::internal::core::feature::Feature ; 20.5295 ; 0.0980409 ; 0.0641916 ; 0.570897 ; 0.152313 ; 
org::eclipse::pde::internal::core::builders::ElementOccurenceChecker ; 3.71865 ; 0.0493813 ; 0.0134989 ; 0.110538 ; 0.0323967 ; 
org::eclipse::pde::internal::ui::refactoring::ContainerMoveParticipant ; 2.97312 ; 0.00267786 ; 0.0125834 ; 0.09279 ; 0.0349721 ; 
org::eclipse::pde::internal::ui::templates::ide::ViewNewWizard ; 1.56044 ; 6.65113e-4 ; 0.00803114 ; 0.0525856 ; 0.0247077 ; 
org::eclipse::pde::internal::ui::views::dependencies::DependenciesView ; 6.85196 ; 0.0542647 ; 0.0230101 ; 0.200102 ; 0.0450851 ; 
org::eclipse::pde::internal::ui::editor::toc::TocInputContextManager ; 2.56656 ; 0.0102665 ; 0.00843875 ; 0.0751441 ; 0.0135788 ; 
org::eclipse::pde::internal::ui::editor::build::RuntimeInfoSection ; 18.208 ; 0.185011 ; 0.0372959 ; 0.458825 ; 0.0473298 ; 
org::eclipse::pde::internal::ui::launcher::PluginBlock ; 12.4581 ; 0.111078 ; 0.0469926 ; 0.370047 ; 0.123234 ; 
org::eclipse::pde::internal::ui::wizards::exports::FeatureDestinationTab ; 4.43166 ; 0.00824204 ; 0.0140646 ; 0.125048 ; 0.0342961 ; 
org::eclipse::pde::internal::ui::editor::feature::InfoSection ; 15.1921 ; 0.0808413 ; 0.0368833 ; 0.400782 ; 0.0554278 ; 
org::eclipse::pde::internal::ui::editor::schema::SchemaOverviewPage ; 11.1198 ; 0.0558906 ; 0.0295924 ; 0.301819 ; 0.0478237 ; 
org::eclipse::pde::internal::ui::nls::ExternalizeStringsOperation ; 17.2562 ; 0.105731 ; 0.0551561 ; 0.489061 ; 0.120031 ; 
org::eclipse::pde::internal::core::text::AbstractKeyValueTextChangeListener ; 4.53091 ; 0.00804301 ; 0.0163445 ; 0.134411 ; 0.0389393 ; 
org::eclipse::pde::internal::core::text::bundle::BundleModel ; 11.8519 ; 0.0174869 ; 0.0291747 ; 0.315309 ; 0.0413877 ; 
org::eclipse::pde::internal::ui::templates::rcp::IntroTemplate ; 5.87009 ; 0.0394107 ; 0.0222232 ; 0.178441 ; 0.0492627 ; 
org::eclipse::pde::internal::core::text::plugin::PluginExtensionNode ; 8.42497 ; 0.0269429 ; 0.0273545 ; 0.243099 ; 0.0532619 ; 
org::eclipse::pde::internal::core::text::bundle::ImportPackageObject ; 8.47144 ; 0.0229737 ; 0.0233045 ; 0.231447 ; 0.0417032 ; 
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::details::SimpleCSIntroDetails ; 15.7896 ; 0.107786 ; 0.0445231 ; 0.439259 ; 0.0636045 ; 
org::eclipse::pde::internal::ui::correction::DeletePluginBaseResolution ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::bundle::Bundle ; 10.9041 ; 0.0331425 ; 0.02671 ; 0.289278 ; 0.0390316 ; 
org::eclipse::pde::internal::ui::compare::PluginStructureViewer ; 3.10682 ; 0.00424976 ; 0.0147289 ; 0.101533 ; 0.0421491 ; 
org::eclipse::pde::internal::ui::editor::plugin::BundleInputContext ; 16.6473 ; 0.0201589 ; 0.0289924 ; 0.402197 ; 0.0347774 ; 
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCS ; 4.41258 ; 0.10999 ; 0.0185832 ; 0.138856 ; 0.0463837 ; 
org::eclipse::pde::internal::ui::editor::PDEFormEditorContributor ; 17.0697 ; 0.109004 ; 0.0380708 ; 0.440287 ; 0.0519595 ; 
org::eclipse::pde::internal::ui::search::dependencies::UnusedDependenciesAction ; 9.36692 ; 0.00585635 ; 0.0197926 ; 0.235736 ; 0.0344271 ; 
org::eclipse::pde::internal::core::bundle::BundlePluginModel ; 6.42599 ; 0.00262373 ; 0.0158461 ; 0.168539 ; 0.0313813 ; 
org::eclipse::pde::internal::ui::refactoring::ManifestTypeMoveParticipant ; 9.58809 ; 0.0404439 ; 0.024989 ; 0.257069 ; 0.0460318 ; 
org::eclipse::pde::internal::core::schema::Schema ; 28.1851 ; 0.123242 ; 0.0862295 ; 0.784593 ; 0.191565 ; 
org::eclipse::pde::internal::core::text::toc::TocTopic ; 5.26723 ; 0.0478987 ; 0.032172 ; 0.185298 ; 0.0966321 ; 
org::eclipse::pde::internal::core::product::ProductFeature ; 4.87416 ; 0.00300521 ; 0.013344 ; 0.130918 ; 0.0310698 ; 
org::eclipse::pde::internal::ui::editor::EditorUtilities ; 11.0027 ; 0.147013 ; 0.0294021 ; 0.299304 ; 0.0466369 ; 
org::eclipse::pde::internal::ui::editor::LaunchShortcutOverviewPage ; 4.58578 ; 0.0156194 ; 0.0187836 ; 0.142625 ; 0.0465309 ; 
org::eclipse::pde::internal::ui::samples::SampleWizard ; 4.73464 ; 0.0066424 ; 0.0145253 ; 0.132287 ; 0.0343406 ; 
org::eclipse::pde::internal::core::util::DOMParserWrapper ; 1.77712 ; 8.56822e-4 ; 0.00961856 ; 0.0609203 ; 0.0309529 ; 
org::eclipse::pde::internal::core::ModelFileAdapter ; 3.37663 ; 0.00134503 ; 0.0143904 ; 0.106458 ; 0.0371456 ; 
org::eclipse::pde::internal::core::plugin::PluginAttribute ; 10.0245 ; 0.00945136 ; 0.026166 ; 0.268815 ; 0.0473569 ; 
org::eclipse::pde::internal::ui::editor::build::BuildSourceViewerConfiguration ; 7.73771 ; 0.0423501 ; 0.0189779 ; 0.203534 ; 0.0348171 ; 
org::eclipse::pde::ui::launcher::JUnitWorkbenchLaunchShortcut ; 11.9634 ; 0.0243484 ; 0.0351703 ; 0.336504 ; 0.0549701 ; 
org::eclipse::pde::internal::ui::views::dependencies::OpenPluginDependenciesAction ; 1.76682 ; 2.74359e-4 ; 0.0100966 ; 0.0617154 ; 0.0339284 ; 
org::eclipse::pde::internal::core::text::plugin::PluginModel ; 3.30831 ; 0.00564356 ; 0.0116346 ; 0.0962807 ; 0.0310383 ; 
org::eclipse::pde::internal::ui::wizards::WizardCollectionComparator ; 1.76682 ; 0.00104755 ; 0.0100966 ; 0.0617154 ; 0.0339284 ; 
org::eclipse::pde::internal::ui::editor::contentassist::TypeProposalLabelProvider ; 1.76682 ; 4.98835e-5 ; 0.0100966 ; 0.0617154 ; 0.0339284 ; 
org::eclipse::pde::internal::core::schema::EditableSchema ; 6.42599 ; 0.00308585 ; 0.0158461 ; 0.168539 ; 0.0313813 ; 
org::eclipse::pde::internal::ui::preferences::MainPreferencePage ; 11.4044 ; 0.0878664 ; 0.0425909 ; 0.325439 ; 0.109312 ; 
org::eclipse::pde::internal::ui::wizards::feature::NewFeaturePatchWizard ; 13.6235 ; 0.0895162 ; 0.0244603 ; 0.330033 ; 0.0344928 ; 
org::eclipse::ui::internal::views::log::OpenIDELogFileAction ; 1.77712 ; 6.6209e-4 ; 0.00961856 ; 0.0609203 ; 0.0309529 ; 
org::eclipse::pde::internal::ui::editor::feature::Choice ; 7.47927 ; 0.00349934 ; 0.0178894 ; 0.194515 ; 0.0345277 ; 
org::eclipse::pde::internal::ui::editor::feature::IncludedFeaturesDetailsSection ; 10.137 ; 0.0279366 ; 0.0266855 ; 0.272522 ; 0.0472278 ; 
org::eclipse::pde::internal::core::builders::ElementOccurrenceResult ; 1.77712 ; 8.56822e-4 ; 0.00961856 ; 0.0609203 ; 0.0309529 ; 
org::eclipse::pde::internal::ui::editor::text::ResourceHyperlink ; 5.88907 ; 0.0179567 ; 0.0216427 ; 0.176443 ; 0.0493192 ; 
org::eclipse::pde::internal::ui::wizards::plugin::OpenProjectWizardAction ; 8.67904 ; 0.00546606 ; 0.0189907 ; 0.220203 ; 0.034465 ; 
org::eclipse::pde::internal::core::exports::FeatureExportOperation ; 14.2492 ; 0.169755 ; 0.0639535 ; 0.449008 ; 0.183001 ; 
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSDefinitionPage ; 3.15241 ; 0.012891 ; 0.0149602 ; 0.103077 ; 0.0427992 ; 
org::eclipse::pde::internal::ui::launcher::LaunchAction ; 24.7436 ; 0.0565871 ; 0.064461 ; 0.660045 ; 0.121457 ; 
org::eclipse::pde::internal::ui::util::PersistablePluginObject ; 10.7641 ; 0.026681 ; 0.0271364 ; 0.286389 ; 0.0449285 ; 
org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpSourcePage ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::search::dependencies::DependencyExtentSearchResultPage ; 10.2628 ; 0.017182 ; 0.0217895 ; 0.259347 ; 0.0353005 ; 
org::eclipse::pde::internal::ui::editor::plugin::rows::TextAttributeRow ; 16.0268 ; 0.0245388 ; 0.0381988 ; 0.421753 ; 0.0526203 ; 
org::eclipse::pde::internal::core::text::toc::Toc ; 3.71677 ; 0.0223466 ; 0.0160982 ; 0.117977 ; 0.0417074 ; 
org::eclipse::pde::internal::ui::correction::OptionalRequireBundleResolution ; 3.18664 ; 0.00253962 ; 0.0122967 ; 0.0957854 ; 0.0341758 ; 
org::eclipse::pde::internal::ui::editor::JarEntryEditorInput ; 10.7189 ; 0.00850752 ; 0.0270066 ; 0.285475 ; 0.0440914 ; 
org::eclipse::pde::internal::ui::compare::PluginStructureViewerCreator ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::elements::ElementList ; 6.41569 ; 0.00428655 ; 0.0163241 ; 0.169334 ; 0.0343568 ; 
org::eclipse::pde::internal::core::build::ExternalBuildModel ; 7.91391 ; 0.00455011 ; 0.0176965 ; 0.20238 ; 0.0314831 ; 
org::eclipse::pde::internal::core::natures::SiteProject ; 3.19695 ; 0.00113569 ; 0.0118187 ; 0.0949903 ; 0.0312002 ; 
org::eclipse::pde::internal::ui::editor::contentassist::display::SubstitutionTextReader ; 3.19189 ; 0.00228693 ; 0.0126634 ; 0.097192 ; 0.03454 ; 
org::eclipse::pde::internal::ui::editor::schema::SchemaStringAttributeDetails ; 3.01668 ; 0.00196509 ; 0.0141977 ; 0.0982896 ; 0.0404884 ; 
org::eclipse::pde::internal::core::PDERegistryStrategy ; 10.6231 ; 0.182762 ; 0.0453749 ; 0.335727 ; 0.115083 ; 
org::eclipse::pde::internal::ui::launcher::FilteredCheckboxTree ; 2.06344 ; 0.0508732 ; 0.0286532 ; 0.10439 ; 0.103181 ; 
org::eclipse::pde::internal::ui::editor::schema::SchemaCompositorDetails ; 14.266 ; 0.0331897 ; 0.0363816 ; 0.383392 ; 0.0529748 ; 
org::eclipse::pde::internal::core::text::bundle::BundleActivatorHeader ; 3.30831 ; 0.0033968 ; 0.0116346 ; 0.0962807 ; 0.0310383 ; 
org::eclipse::pde::internal::ui::editor::plugin::ExportPackageSection ; 27.4277 ; 0.345489 ; 0.076166 ; 0.741349 ; 0.151917 ; 
org::eclipse::pde::internal::core::variables::TargetNLVariableResolver ; 1.77712 ; 1.16839e-4 ; 0.00961856 ; 0.0609203 ; 0.0309529 ; 
org::eclipse::pde::internal::ui::wizards::product::UpdateSplashProgressOperation ; 1.76682 ; 0.00446458 ; 0.0100966 ; 0.0617154 ; 0.0339284 ; 
org::eclipse::pde::internal::ui::templates::osgi::OSGiPreferencesServiceNewWizard ; 1.56044 ; 0.00166278 ; 0.00803114 ; 0.0525856 ; 0.0247077 ; 
org::eclipse::pde::ui::launcher::OSGiLaunchConfigurationInitializer ; 6.80521 ; 0.0139623 ; 0.024297 ; 0.201654 ; 0.0548101 ; 
org::eclipse::pde::internal::core::build::BuildEntry ; 7.57392 ; 0.013825 ; 0.0496178 ; 0.262607 ; 0.121165 ; 
org::eclipse::pde::internal::core::plugin::ImportObject ; 9.53015 ; 0.0166614 ; 0.0247432 ; 0.255908 ; 0.0419099 ; 
org::eclipse::pde::internal::ui::editor::feature::SynchronizeVersionsWizardPage ; 17.2944 ; 0.162237 ; 0.0343306 ; 0.431978 ; 0.0434472 ; 
org::eclipse::pde::internal::ui::editor::feature::FeatureEditor ; 19.8138 ; 0.0632377 ; 0.049639 ; 0.524193 ; 0.0888565 ; 
org::eclipse::pde::internal::ui::editor::cheatsheet::comp::CompCSMasterTreeSection ; 11.5775 ; 0.24729 ; 0.0344374 ; 0.326755 ; 0.0548109 ; 
org::eclipse::pde::internal::ui::correction::BuildEntryMarkerResolution ; 3.82133 ; 0.00769724 ; 0.0132583 ; 0.110934 ; 0.0342712 ; 
org::eclipse::pde::internal::ui::elements::NamedElement ; 6.95514 ; 0.025552 ; 0.017229 ; 0.181513 ; 0.036886 ; 
org::eclipse::pde::internal::ui::editor::contentassist::ManifestContentAssistProcessor ; 12.9364 ; 0.465812 ; 0.040144 ; 0.367558 ; 0.0760782 ; 
org::eclipse::pde::internal::ui::editor::text::ReconcilingStrategy ; 10.2185 ; 0.00667513 ; 0.0208912 ; 0.255261 ; 0.0344906 ; 
org::eclipse::pde::internal::ui::wizards::provisioner::DirectorySelectionPage ; 3.17095 ; 0.0979357 ; 0.0131168 ; 0.0982862 ; 0.0354147 ; 
org::eclipse::pde::internal::core::exports::ProductExportOperation ; 18.4647 ; 0.35218 ; 0.113534 ; 4.43194 ; 0.241672 ; 
org::eclipse::pde::internal::ui::editor::text::PDEDefaultInformationControl ; 2.71813 ; 0.00333712 ; 0.0166509 ; 0.0972656 ; 0.0585437 ; 
