classname ; cbo ; dit ; fanIn ; fanOut ; lcom ; noc ; numberOfAttributes ; numberOfAttributesInherited ; numberOfLinesOfCode ; numberOfMethods ; numberOfMethodsInherited ; numberOfPrivateAttributes ; numberOfPrivateMethods ; numberOfPublicAttributes ; numberOfPublicMethods ; rfc ; wmc ; bugs ; nonTrivialBugs ; majorBugs ; criticalBugs ; highPriorityBugs ; 
org::eclipse::ui::internal::views::log::Messages ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 81 ; 0 ; 0.0 ; 0.0 ; 0 ; 1 ; 0 ; 80.0 ; 0 ; 0.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::plugin::PluginContentPage ; 10 ; 2 ; 1 ; 9 ; 66 ; 0 ; 19 ; 11 ; 245.0 ; 12.0 ; 13 ; 18 ; 5 ; 0.0 ; 4 ; 83.0 ; 36.0 ; 3 ; 1 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::ctxhelp::NewCtxHelpOperation ; 8 ; 1 ; 1 ; 7 ; 6 ; 0 ; 1 ; 0 ; 42.0 ; 4.0 ; 0 ; 1 ; 1 ; 0.0 ; 1 ; 21.0 ; 8.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::build::Build ; 12 ; 2 ; 4 ; 8 ; 28 ; 0 ; 1 ; 0 ; 36.0 ; 8.0 ; 20 ; 0 ; 0 ; 0.0 ; 8 ; 36.0 ; 10.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::details::SimpleCSItemDetails ; 12 ; 4 ; 1 ; 11 ; 120 ; 0 ; 9 ; 0 ; 252.0 ; 16.0 ; 32 ; 9 ; 5 ; 0.0 ; 11 ; 88.0 ; 29.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::runtime::spy::dialogs::SpyDialog ; 12 ; 1 ; 3 ; 10 ; 21 ; 0 ; 4 ; 0 ; 82.0 ; 7.0 ; 0 ; 4 ; 0 ; 0.0 ; 2 ; 28.0 ; 11.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::build::BuildFeatureAction ; 11 ; 2 ; 0 ; 11 ; 1 ; 0 ; 1 ; 1 ; 34.0 ; 2.0 ; 14 ; 1 ; 0 ; 0.0 ; 0 ; 28.0 ; 7.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::ui::launcher::EquinoxLaunchConfiguration ; 17 ; 2 ; 0 ; 17 ; 21 ; 0 ; 2 ; 1 ; 123.0 ; 7.0 ; 19 ; 1 ; 3 ; 0.0 ; 1 ; 102.0 ; 30.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::exports::FeatureExportInfo ; 6 ; 1 ; 6 ; 0 ; 0 ; 0 ; 11 ; 0 ; 0.0 ; 1.0 ; 6 ; 0 ; 0 ; 11.0 ; 1 ; 1.0 ; 0.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::launcher::ProgramBlock ; 6 ; 1 ; 3 ; 3 ; 78 ; 1 ; 6 ; 0 ; 118.0 ; 13.0 ; 6 ; 5 ; 0 ; 0.0 ; 5 ; 58.0 ; 29.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::PDEPlugin ; 362 ; 1 ; 355 ; 11 ; 253 ; 0 ; 10 ; 32 ; 134.0 ; 23.0 ; 0 ; 10 ; 2 ; 0.0 ; 21 ; 72.0 ; 39.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::bundle::ExportPackageObject ; 22 ; 4 ; 10 ; 12 ; 136 ; 0 ; 4 ; 4 ; 237.0 ; 17.0 ; 51 ; 4 ; 2 ; 0.0 ; 13 ; 117.0 ; 50.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::product::NewProductFileAction ; 3 ; 1 ; 0 ; 3 ; 1 ; 0 ; 0 ; 0 ; 13.0 ; 2.0 ; 0 ; 0 ; 0 ; 0.0 ; 2 ; 8.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::search::dependencies::AddNewDependenciesAction ; 2 ; 1 ; 1 ; 1 ; 3 ; 0 ; 2 ; 0 ; 32.0 ; 3.0 ; 0 ; 2 ; 0 ; 0.0 ; 2 ; 6.0 ; 3.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::tests::macro::NewMacroWizard ; 2 ; 1 ; 1 ; 1 ; 3 ; 0 ; 2 ; 0 ; 20.0 ; 3.0 ; 0 ; 2 ; 0 ; 0.0 ; 3 ; 8.0 ; 4.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::feature::PluginSection ; 30 ; 5 ; 1 ; 29 ; 378 ; 0 ; 5 ; 2 ; 317.0 ; 28.0 ; 73 ; 5 ; 9 ; 0.0 ; 11 ; 177.0 ; 61.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::bundle::SingleManifestHeader ; 16 ; 4 ; 12 ; 4 ; 36 ; 8 ; 2 ; 4 ; 44.0 ; 9.0 ; 55 ; 2 ; 0 ; 0.0 ; 8 ; 26.0 ; 13.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::refactoring::ManifestPackageMoveParticipant ; 4 ; 2 ; 0 ; 4 ; 10 ; 0 ; 0 ; 2 ; 47.0 ; 5.0 ; 7 ; 0 ; 1 ; 0.0 ; 1 ; 25.0 ; 15.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::plugin::Fragment ; 10 ; 5 ; 3 ; 7 ; 78 ; 0 ; 5 ; 28 ; 144.0 ; 13.0 ; 185 ; 5 ; 0 ; 0.0 ; 11 ; 84.0 ; 38.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::site::SiteEditor ; 27 ; 3 ; 1 ; 26 ; 210 ; 0 ; 1 ; 1 ; 153.0 ; 21.0 ; 72 ; 1 ; 3 ; 0.0 ; 5 ; 92.0 ; 32.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::target::TargetObject ; 13 ; 2 ; 9 ; 4 ; 28 ; 9 ; 2 ; 0 ; 30.0 ; 8.0 ; 11 ; 2 ; 0 ; 0.0 ; 5 ; 18.0 ; 10.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::ui::launcher::MainTab ; 4 ; 2 ; 1 ; 3 ; 78 ; 1 ; 4 ; 43 ; 96.0 ; 13.0 ; 6 ; 1 ; 0 ; 0.0 ; 10 ; 40.0 ; 19.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::context::XMLDocumentSetupParticpant ; 7 ; 1 ; 6 ; 1 ; 3 ; 0 ; 1 ; 0 ; 15.0 ; 3.0 ; 6 ; 0 ; 1 ; 0.0 ; 2 ; 9.0 ; 4.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::build::JARFileFilter ; 2 ; 1 ; 1 ; 1 ; 6 ; 1 ; 2 ; 0 ; 31.0 ; 4.0 ; 0 ; 2 ; 0 ; 0.0 ; 4 ; 15.0 ; 12.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::templates::osgi::OSGiPreferencesServiceTemplate ; 3 ; 5 ; 1 ; 2 ; 28 ; 0 ; 1 ; 13 ; 29.0 ; 8.0 ; 80 ; 0 ; 0 ; 0.0 ; 7 ; 14.0 ; 8.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::toc::TocLink ; 8 ; 5 ; 4 ; 4 ; 21 ; 0 ; 1 ; 28 ; 30.0 ; 7.0 ; 248 ; 1 ; 0 ; 0.0 ; 7 ; 21.0 ; 8.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::extension::ExtensionEditorSelectionPage ; 2 ; 3 ; 1 ; 1 ; 3 ; 0 ; 3 ; 2 ; 23.0 ; 3.0 ; 19 ; 3 ; 0 ; 0.0 ; 2 ; 5.0 ; 3.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::bundle::BundleClasspathHeader ; 3 ; 5 ; 3 ; 0 ; 3 ; 0 ; 1 ; 6 ; 9.0 ; 3.0 ; 71 ; 1 ; 0 ; 0.0 ; 3 ; 5.0 ; 3.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::RenameDialog ; 5 ; 1 ; 2 ; 3 ; 78 ; 0 ; 7 ; 0 ; 104.0 ; 13.0 ; 0 ; 7 ; 1 ; 0.0 ; 8 ; 46.0 ; 24.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::site::SiteInputContext ; 13 ; 4 ; 1 ; 12 ; 55 ; 0 ; 2 ; 3 ; 110.0 ; 11.0 ; 51 ; 1 ; 2 ; 0.0 ; 3 ; 50.0 ; 18.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::target::TargetDefinitionFromTargetOperation ; 6 ; 2 ; 1 ; 5 ; 1 ; 0 ; 1 ; 0 ; 17.0 ; 2.0 ; 4 ; 1 ; 0 ; 0.0 ; 1 ; 10.0 ; 3.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::refactoring::ResourceMoveParticipant ; 7 ; 2 ; 0 ; 7 ; 6 ; 2 ; 0 ; 2 ; 39.0 ; 4.0 ; 7 ; 0 ; 0 ; 0.0 ; 0 ; 32.0 ; 13.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::runtime::MessageHelper ; 1 ; 1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 18.0 ; 2.0 ; 6 ; 0 ; 1 ; 0.0 ; 1 ; 14.0 ; 7.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::plugin::ExtensionContentProvider ; 6 ; 2 ; 1 ; 5 ; 10 ; 0 ; 0 ; 0 ; 27.0 ; 5.0 ; 9 ; 0 ; 0 ; 0.0 ; 4 ; 14.0 ; 10.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::target::JRESection ; 14 ; 3 ; 1 ; 13 ; 66 ; 0 ; 10 ; 0 ; 179.0 ; 12.0 ; 21 ; 10 ; 5 ; 0.0 ; 4 ; 77.0 ; 22.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::plugin::RuntimePage ; 10 ; 2 ; 1 ; 10 ; 6 ; 0 ; 1 ; 0 ; 34.0 ; 4.0 ; 28 ; 0 ; 1 ; 0.0 ; 1 ; 33.0 ; 7.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::actions::HyperlinkAction ; 4 ; 1 ; 3 ; 2 ; 105 ; 0 ; 3 ; 0 ; 94.0 ; 15.0 ; 0 ; 0 ; 1 ; 0.0 ; 11 ; 43.0 ; 36.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::tools::ExtensionPointMappings ; 2 ; 1 ; 0 ; 2 ; 10 ; 0 ; 1 ; 0 ; 33.0 ; 5.0 ; 6 ; 1 ; 1 ; 0.0 ; 4 ; 16.0 ; 10.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::feature::CreateFeatureProjectFromLaunchOperation ; 6 ; 3 ; 1 ; 5 ; 3 ; 0 ; 1 ; 4 ; 26.0 ; 3.0 ; 9 ; 1 ; 1 ; 0.0 ; 1 ; 11.0 ; 7.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::plugin::PluginAttribute ; 9 ; 4 ; 6 ; 4 ; 190 ; 0 ; 3 ; 16 ; 69.0 ; 20.0 ; 200 ; 3 ; 0 ; 0.0 ; 20 ; 42.0 ; 20.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::text::ManifestConfiguration ; 11 ; 2 ; 1 ; 10 ; 78 ; 0 ; 8 ; 2 ; 93.0 ; 13.0 ; 11 ; 8 ; 0 ; 0.0 ; 12 ; 38.0 ; 30.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::text::ExternalizedStringRule ; 3 ; 1 ; 1 ; 2 ; 1 ; 0 ; 0 ; 0 ; 17.0 ; 2.0 ; 0 ; 0 ; 0 ; 0.0 ; 1 ; 5.0 ; 4.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::site::SiteObject ; 18 ; 2 ; 9 ; 9 ; 253 ; 6 ; 5 ; 1 ; 131.0 ; 23.0 ; 14 ; 1 ; 0 ; 3.0 ; 12 ; 60.0 ; 40.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::variables::TargetOSVariableResolver ; 1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 3.0 ; 1.0 ; 6 ; 0 ; 0 ; 0.0 ; 1 ; 2.0 ; 1.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::product::PluginSection ; 29 ; 5 ; 2 ; 27 ; 528 ; 0 ; 3 ; 2 ; 432.0 ; 33.0 ; 73 ; 2 ; 16 ; 0.0 ; 9 ; 239.0 ; 92.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::templates::ide::BuilderTemplate ; 15 ; 5 ; 1 ; 14 ; 91 ; 0 ; 8 ; 13 ; 166.0 ; 14.0 ; 80 ; 8 ; 1 ; 0.0 ; 10 ; 70.0 ; 23.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::natures::PluginProject ; 1 ; 2 ; 0 ; 1 ; 3 ; 0 ; 0 ; 0 ; 11.0 ; 3.0 ; 6 ; 0 ; 0 ; 0.0 ; 3 ; 5.0 ; 3.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::plugin::NewLibraryPluginCreationOperation ; 26 ; 2 ; 1 ; 25 ; 153 ; 0 ; 1 ; 0 ; 416.0 ; 18.0 ; 11 ; 1 ; 9 ; 0.0 ; 1 ; 205.0 ; 86.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::correction::ChooseClassXMLResolution ; 5 ; 3 ; 1 ; 4 ; 6 ; 0 ; 0 ; 6 ; 19.0 ; 4.0 ; 17 ; 0 ; 0 ; 0.0 ; 3 ; 10.0 ; 6.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::contentassist::XMLElementProposalComputer ; 8 ; 1 ; 0 ; 8 ; 28 ; 0 ; 0 ; 0 ; 129.0 ; 8.0 ; 6 ; 0 ; 8 ; 0.0 ; 0 ; 55.0 ; 27.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::WorkspacePluginModelManager ; 26 ; 3 ; 1 ; 25 ; 231 ; 0 ; 2 ; 1 ; 314.0 ; 22.0 ; 30 ; 2 ; 4 ; 0.0 ; 2 ; 194.0 ; 93.0 ; 1 ; 0 ; 1 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::toc::actions::TocRemoveObjectAction ; 3 ; 1 ; 1 ; 2 ; 10 ; 0 ; 2 ; 0 ; 46.0 ; 5.0 ; 0 ; 2 ; 1 ; 0.0 ; 4 ; 13.0 ; 13.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::plugin::NewPluginProjectWizard ; 13 ; 2 ; 1 ; 12 ; 36 ; 0 ; 11 ; 0 ; 110.0 ; 9.0 ; 8 ; 7 ; 0 ; 0.0 ; 8 ; 52.0 ; 22.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::build::BuildClasspathSection ; 25 ; 5 ; 1 ; 24 ; 136 ; 0 ; 2 ; 2 ; 212.0 ; 17.0 ; 73 ; 2 ; 6 ; 0.0 ; 8 ; 117.0 ; 50.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::correction::AddSingletonToSymbolicName ; 4 ; 3 ; 1 ; 3 ; 6 ; 0 ; 1 ; 5 ; 28.0 ; 4.0 ; 14 ; 1 ; 0 ; 0.0 ; 3 ; 11.0 ; 12.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::views::dependencies::CallersContentProvider ; 2 ; 3 ; 2 ; 0 ; 1 ; 2 ; 0 ; 0 ; 13.0 ; 2.0 ; 16 ; 0 ; 0 ; 0.0 ; 1 ; 5.0 ; 4.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::runtime::spy::SpyFormToolkit ; 13 ; 1 ; 7 ; 6 ; 66 ; 0 ; 5 ; 0 ; 177.0 ; 12.0 ; 0 ; 5 ; 5 ; 0.0 ; 7 ; 74.0 ; 31.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::runtime::registry::ServiceReferenceAdapter ; 3 ; 3 ; 1 ; 2 ; 6 ; 0 ; 0 ; 1 ; 15.0 ; 4.0 ; 5 ; 0 ; 0 ; 0.0 ; 3 ; 8.0 ; 5.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::exports::BaseExportWizard ; 9 ; 1 ; 6 ; 3 ; 55 ; 2 ; 1 ; 11 ; 45.0 ; 11.0 ; 0 ; 0 ; 0 ; 0.0 ; 6 ; 30.0 ; 12.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::tests::macro::PlaybackAction ; 3 ; 1 ; 0 ; 3 ; 15 ; 0 ; 1 ; 0 ; 32.0 ; 6.0 ; 6 ; 1 ; 1 ; 0.0 ; 5 ; 16.0 ; 8.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::plugin::rows::TranslatableAttributeRow ; 4 ; 4 ; 0 ; 4 ; 3 ; 0 ; 0 ; 7 ; 13.0 ; 3.0 ; 36 ; 0 ; 0 ; 0.0 ; 1 ; 13.0 ; 4.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::product::NewProductFileWizard ; 6 ; 1 ; 1 ; 5 ; 15 ; 0 ; 1 ; 0 ; 32.0 ; 6.0 ; 0 ; 1 ; 1 ; 0.0 ; 4 ; 21.0 ; 7.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::site::NewSiteProjectWizard ; 5 ; 2 ; 1 ; 4 ; 6 ; 0 ; 3 ; 0 ; 34.0 ; 4.0 ; 8 ; 2 ; 0 ; 0.0 ; 4 ; 15.0 ; 5.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::util::Headers ; 4 ; 1 ; 0 ; 4 ; 190 ; 0 ; 4 ; 0 ; 93.0 ; 20.0 ; 0 ; 4 ; 2 ; 0.0 ; 18 ; 44.0 ; 30.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::site::WorkspaceSiteModel ; 13 ; 5 ; 5 ; 8 ; 105 ; 0 ; 4 ; 2 ; 95.0 ; 15.0 ; 80 ; 4 ; 0 ; 0.0 ; 13 ; 45.0 ; 20.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::schema::SchemaDtdDetailsSection ; 4 ; 1 ; 1 ; 3 ; 3 ; 0 ; 2 ; 0 ; 42.0 ; 3.0 ; 0 ; 2 ; 0 ; 0.0 ; 2 ; 12.0 ; 9.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::util::XMLComponentRegistry ; 6 ; 1 ; 6 ; 0 ; 91 ; 0 ; 10 ; 0 ; 97.0 ; 14.0 ; 6 ; 5 ; 4 ; 0.0 ; 10 ; 43.0 ; 31.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSModel ; 14 ; 6 ; 11 ; 4 ; 15 ; 0 ; 3 ; 5 ; 32.0 ; 6.0 ; 93 ; 3 ; 0 ; 0.0 ; 3 ; 12.0 ; 8.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::build::SrcSection ; 4 ; 6 ; 1 ; 3 ; 6 ; 0 ; 0 ; 8 ; 43.0 ; 4.0 ; 103 ; 0 ; 0 ; 0.0 ; 1 ; 21.0 ; 6.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::search::PluginJavaSearchUtil ; 14 ; 1 ; 4 ; 10 ; 21 ; 0 ; 0 ; 0 ; 102.0 ; 7.0 ; 6 ; 0 ; 3 ; 0.0 ; 4 ; 69.0 ; 32.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::bundle::BundleSymbolicNameHeader ; 14 ; 5 ; 11 ; 3 ; 15 ; 0 ; 1 ; 4 ; 31.0 ; 6.0 ; 64 ; 1 ; 0 ; 0.0 ; 6 ; 20.0 ; 13.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::site::SiteUndoManager ; 8 ; 2 ; 1 ; 7 ; 21 ; 0 ; 0 ; 0 ; 112.0 ; 7.0 ; 29 ; 0 ; 3 ; 0.0 ; 2 ; 42.0 ; 36.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
