,FileName,Package,DataClumps,MessageChains,MiddleMan,SpeculativeGenerality,SwitchStatements,MessageChains,blank,comment,code,codeLines,NumberFaults
78,src/org/argouml/cognitive/ui/GoListToGoalsToItems.java,app,0,2,0,4,0,2,19,61,74,74,0
79,src/org/argouml/cognitive/ui/GoListToOffenderToItem.java,app,0,1,0,4,0,1,22,69,71,71,0
80,src/org/argouml/cognitive/ui/GoListToPosterToItem.java,app,0,1,0,4,0,1,19,66,60,60,0
81,src/org/argouml/cognitive/ui/GoListToPriorityToItem.java,app,0,0,0,4,0,0,13,52,69,69,1
82,src/org/argouml/cognitive/ui/GoListToTypeToItem.java,app,0,0,0,4,0,0,16,54,67,67,0
83,src/org/argouml/cognitive/ui/InitCognitiveUI.java,app,0,0,1,0,0,0,9,28,23,23,0
84,src/org/argouml/cognitive/ui/KnowledgeTypeNode.java,app,0,0,0,0,0,0,13,45,39,39,0
85,src/org/argouml/cognitive/ui/PriorityNode.java,app,1,0,0,0,0,0,17,49,47,47,0
86,src/org/argouml/cognitive/ui/TabToDo.java,app,0,1,0,4,0,1,36,94,138,138,0
87,src/org/argouml/cognitive/ui/ToDoByDecision.java,app,0,3,0,1,0,3,23,87,103,103,0
88,src/org/argouml/cognitive/ui/ToDoByGoal.java,app,0,0,0,1,0,0,17,47,90,90,0
89,src/org/argouml/cognitive/ui/ToDoByOffender.java,app,0,3,0,1,0,3,17,48,102,102,0
90,src/org/argouml/cognitive/ui/ToDoByPoster.java,app,0,3,0,1,0,3,17,45,94,94,0
91,src/org/argouml/cognitive/ui/ToDoByPriority.java,app,0,0,0,1,0,0,17,46,101,101,0
92,src/org/argouml/cognitive/ui/ToDoByType.java,app,0,0,0,1,0,0,17,46,102,102,0
93,src/org/argouml/cognitive/ui/ToDoItemAction.java,app,0,0,0,0,0,0,11,42,29,29,0
94,src/org/argouml/cognitive/ui/ToDoPane.java,app,0,5,1,9,0,1,67,189,323,323,0
95,src/org/argouml/cognitive/ui/ToDoPerspective.java,app,0,0,0,0,0,0,21,81,63,63,0
96,src/org/argouml/cognitive/ui/ToDoTreeRenderer.java,app,0,1,1,0,1,0,21,38,108,108,0
97,src/org/argouml/cognitive/ui/WizDescription.java,app,0,0,0,0,1,0,20,46,101,101,0
98,src/org/argouml/cognitive/ui/WizStep.java,app,0,1,0,2,1,1,40,120,178,178,0
99,src/org/argouml/cognitive/ui/WizStepChoice.java,app,0,1,0,1,0,0,26,48,103,103,0
100,src/org/argouml/cognitive/ui/WizStepConfirm.java,app,0,1,0,1,0,0,16,45,53,53,0
101,src/org/argouml/cognitive/ui/WizStepCue.java,app,0,1,0,1,0,0,17,41,51,51,0
102,src/org/argouml/cognitive/ui/WizStepManyTextFields.java,app,0,1,0,1,0,0,23,49,92,92,0
103,src/org/argouml/cognitive/ui/WizStepTextField.java,app,0,1,1,1,0,0,19,57,73,73,0
104,src/org/argouml/cognitive/UnresolvableException.java,app,0,0,0,0,0,0,3,31,8,8,0
105,src/org/argouml/configuration/Configuration.java,app,0,0,1,0,0,0,42,280,113,113,0
106,src/org/argouml/configuration/ConfigurationFactory.java,app,0,0,0,0,0,0,10,55,33,33,0
107,src/org/argouml/configuration/ConfigurationHandler.java,app,0,0,0,1,0,0,51,307,209,209,0
108,src/org/argouml/configuration/ConfigurationKey.java,app,0,0,0,1,0,0,5,43,6,6,0
109,src/org/argouml/configuration/ConfigurationKeyImpl.java,app,0,0,0,0,0,0,14,90,37,37,0
110,src/org/argouml/configuration/ConfigurationProperties.java,app,0,1,0,1,0,0,20,112,112,112,2
111,src/org/argouml/configuration/IConfigurationFactory.java,app,0,0,0,1,0,0,4,34,4,4,0
112,src/org/argouml/gefext/ArgoFigCircle.java,app,0,0,1,0,0,0,13,43,39,39,0
113,src/org/argouml/gefext/ArgoFigInk.java,app,0,0,1,0,0,0,15,43,41,41,0
114,src/org/argouml/gefext/ArgoFigLine.java,app,0,0,1,0,0,0,14,43,42,42,0
115,src/org/argouml/gefext/ArgoFigPoly.java,app,0,0,1,0,0,0,15,43,41,41,0
116,src/org/argouml/gefext/ArgoFigRect.java,app,0,0,1,0,0,0,12,43,39,39,0
117,src/org/argouml/gefext/ArgoFigRRect.java,app,0,0,1,0,0,0,12,43,39,39,0
118,src/org/argouml/gefext/ArgoFigSpline.java,app,0,0,1,0,0,0,15,43,41,41,0
119,src/org/argouml/gefext/ArgoModeCreateFigCircle.java,app,0,0,1,1,0,0,7,31,15,15,0
120,src/org/argouml/gefext/ArgoModeCreateFigInk.java,app,0,0,1,1,0,0,6,28,16,16,0
121,src/org/argouml/gefext/ArgoModeCreateFigLine.java,app,0,0,1,1,0,0,6,31,15,15,0
122,src/org/argouml/gefext/ArgoModeCreateFigPoly.java,app,0,0,1,1,0,0,8,33,22,22,0
123,src/org/argouml/gefext/ArgoModeCreateFigRect.java,app,0,0,1,1,0,0,6,31,15,15,0
124,src/org/argouml/gefext/ArgoModeCreateFigRRect.java,app,0,0,1,1,0,0,6,31,15,15,0
125,src/org/argouml/gefext/ArgoModeCreateFigSpline.java,app,0,0,1,1,0,0,7,28,21,21,0
126,src/org/argouml/gefext/DeferredBufferedImage.java,app,1,0,1,1,0,0,49,115,169,169,0
127,src/org/argouml/i18n/Translator.java,app,0,2,0,0,0,0,41,171,177,177,0
128,src/org/argouml/kernel/AbstractCommand.java,app,0,0,0,0,0,0,6,27,11,11,0
129,src/org/argouml/kernel/AbstractProjectMember.java,app,0,2,0,0,0,2,21,76,68,68,0
130,src/org/argouml/kernel/Command.java,app,0,0,0,0,0,0,6,43,7,7,0
131,src/org/argouml/kernel/DefaultUndoManager.java,app,0,0,1,0,0,0,59,58,254,254,0
132,src/org/argouml/kernel/DelayedChangeNotify.java,app,0,0,1,0,0,0,6,36,12,12,0
133,src/org/argouml/kernel/DelayedVChangeListener.java,app,0,0,0,0,0,0,5,30,5,5,0
134,src/org/argouml/kernel/MemberList.java,app,0,0,0,16,0,0,44,90,263,263,0
135,src/org/argouml/kernel/NonUndoableCommand.java,app,0,0,0,1,0,0,6,27,12,12,0
136,src/org/argouml/kernel/ProfileConfiguration.java,app,0,9,0,0,0,9,58,142,219,219,0
137,src/org/argouml/kernel/Project.java,app,0,0,0,1,0,0,88,516,105,105,3
138,src/org/argouml/kernel/ProjectFactory.java,app,0,0,0,0,0,0,8,45,17,17,0
139,src/org/argouml/kernel/ProjectImpl.java,app,1,14,1,2,1,11,222,185,753,753,5
140,src/org/argouml/kernel/ProjectManager.java,app,0,0,1,0,0,0,37,169,175,175,0
141,src/org/argouml/kernel/ProjectMember.java,app,0,0,0,1,0,0,7,58,8,8,0
142,src/org/argouml/kernel/ProjectSettings.java,app,0,2,1,0,0,2,135,359,572,572,3
143,src/org/argouml/kernel/UndoManager.java,app,0,0,0,1,0,0,11,76,14,14,0
144,src/org/argouml/language/java/cognitive/critics/CrMultipleInheritance.java,app,0,1,0,2,0,1,9,41,47,47,0
145,src/org/argouml/language/java/cognitive/critics/CrMultipleRealization.java,app,0,1,0,1,0,1,9,36,25,25,0
146,src/org/argouml/language/java/cognitive/critics/CrReservedNameJava.java,app,0,0,0,0,0,0,29,60,71,71,0
147,src/org/argouml/language/java/cognitive/critics/InitJavaCritics.java,app,0,2,1,0,0,2,10,32,28,28,0
148,src/org/argouml/language/java/generator/AnonymousClassCodePiece.java,app,0,0,1,0,0,0,13,60,43,43,0
149,src/org/argouml/language/java/generator/AttributeCodePiece.java,app,0,5,1,0,0,5,16,94,108,108,0
150,src/org/argouml/language/java/generator/ClassCodePiece.java,app,0,0,1,0,0,0,13,61,47,47,0
151,src/org/argouml/language/java/generator/ClassifierEndCodePiece.java,app,0,0,1,0,0,0,14,60,57,57,0
152,src/org/argouml/language/java/generator/CodeGenerator.java,app,0,10,0,0,0,10,20,70,115,115,0
153,src/org/argouml/language/java/generator/CodePiece.java,app,0,0,0,0,0,0,8,47,9,9,0
154,src/org/argouml/language/java/generator/CodePieceCollector.java,app,0,0,0,0,0,0,13,55,76,76,0
155,src/org/argouml/language/java/generator/CompositeCodePiece.java,app,0,0,0,0,0,0,13,58,64,64,0
156,src/org/argouml/language/java/generator/GeneratorJava.java,app,0,140,1,5,0,139,194,543,1340,1340,1
157,src/org/argouml/language/java/generator/InterfaceCodePiece.java,app,0,0,1,0,0,0,15,58,46,46,0
158,src/org/argouml/language/java/generator/JavaLexer.java,app,1,0,0,0,0,0,149,84,1739,1739,0
159,src/org/argouml/language/java/generator/JavaRecognizer.java,app,1,0,0,0,0,0,266,132,3422,3422,0
160,src/org/argouml/language/java/generator/JavaTokenTypes.java,app,0,0,0,0,0,0,3,1,150,150,0
161,src/org/argouml/language/java/generator/NamedCodePiece.java,app,0,0,0,0,0,0,5,59,37,37,0
162,src/org/argouml/language/java/generator/OperationCodePiece.java,app,0,1,1,0,0,1,13,67,60,60,0
163,src/org/argouml/language/java/generator/PackageCodePiece.java,app,0,2,1,0,0,2,13,58,40,40,0
164,src/org/argouml/language/java/generator/ParseState.java,app,0,4,0,0,0,4,21,103,74,74,0
165,src/org/argouml/language/java/generator/SimpleCodePiece.java,app,0,0,0,0,0,0,14,58,39,39,0
166,src/org/argouml/language/ui/LanguageComboBox.java,app,0,1,0,3,0,1,14,46,53,53,0
167,src/org/argouml/model/AbstractActivityGraphsHelperDecorator.java,app,0,0,1,1,0,0,19,44,48,48,0
168,src/org/argouml/model/AbstractCollaborationsHelperDecorator.java,app,0,0,1,1,0,0,42,42,115,115,0
169,src/org/argouml/model/AbstractCommonBehaviorHelperDecorator.java,app,0,0,1,1,0,0,43,42,123,123,0
170,src/org/argouml/model/AbstractCoreHelperDecorator.java,app,0,0,1,1,0,0,155,46,473,473,0
171,src/org/argouml/model/AbstractDataTypesHelperDecorator.java,app,0,0,1,1,0,0,19,42,51,51,0
172,src/org/argouml/model/AbstractExtensionMechanismsHelperDecorator.java,app,0,0,1,1,0,0,31,48,91,91,0
173,src/org/argouml/model/AbstractModelEventPump.java,app,0,0,0,1,0,0,16,77,50,50,0
174,src/org/argouml/model/AbstractModelFactory.java,app,0,0,0,1,0,0,3,27,3,3,0
175,src/org/argouml/model/AbstractStateMachinesHelperDecorator.java,app,0,0,1,1,0,0,46,42,131,131,0
176,src/org/argouml/model/AbstractUmlHelperDecorator.java,app,0,0,1,1,0,0,11,37,20,20,0
177,src/org/argouml/model/AbstractUseCasesHelperDecorator.java,app,0,1,1,1,0,1,31,42,86,86,0
178,src/org/argouml/model/ActivityDiagram.java,app,0,0,0,1,0,0,3,28,3,3,0
179,src/org/argouml/model/ActivityGraphsFactory.java,app,0,0,0,1,0,0,12,86,14,14,0
180,src/org/argouml/model/ActivityGraphsHelper.java,app,0,0,0,1,0,0,15,129,16,16,0
181,src/org/argouml/model/AddAssociationEvent.java,app,0,0,0,0,0,0,4,45,11,11,0
182,src/org/argouml/model/AggregationKind.java,app,0,0,0,1,0,0,4,35,6,6,0
183,src/org/argouml/model/AssociationChangeEvent.java,app,0,0,0,0,0,0,6,50,16,16,0
184,src/org/argouml/model/AttributeChangeEvent.java,app,0,0,0,0,0,0,4,43,9,9,0
185,src/org/argouml/model/ChangeableKind.java,app,0,0,0,1,0,0,4,38,7,7,0
186,src/org/argouml/model/ClassDiagram.java,app,0,0,0,1,0,0,3,28,3,3,0
187,src/org/argouml/model/CollaborationDiagram.java,app,0,0,0,1,0,0,3,28,3,3,0
188,src/org/argouml/model/CollaborationsFactory.java,app,0,0,0,1,0,0,19,143,24,24,0
189,src/org/argouml/model/CollaborationsHelper.java,app,0,0,0,1,0,0,35,278,37,37,0
190,src/org/argouml/model/CommonBehaviorFactory.java,app,0,0,0,1,0,0,32,198,32,32,0
191,src/org/argouml/model/CommonBehaviorHelper.java,app,0,0,0,1,0,0,41,253,41,41,0
192,src/org/argouml/model/ConcurrencyKind.java,app,0,0,0,1,0,0,4,35,6,6,0
193,src/org/argouml/model/CopyHelper.java,app,0,0,0,1,0,0,2,35,4,4,0
194,src/org/argouml/model/CoreFactory.java,app,0,0,0,1,0,0,90,626,105,105,1
195,src/org/argouml/model/CoreHelper.java,app,0,0,0,1,0,0,155,1139,166,166,0
196,src/org/argouml/model/DataTypesFactory.java,app,0,0,0,1,0,0,18,148,20,20,0
197,src/org/argouml/model/DataTypesHelper.java,app,0,0,0,1,0,0,17,109,17,17,0
198,src/org/argouml/model/DeleteInstanceEvent.java,app,0,0,0,0,0,0,4,42,9,9,0
199,src/org/argouml/model/DeploymentDiagram.java,app,0,0,0,1,0,0,3,28,3,3,0
200,src/org/argouml/model/DiagramInterchangeFactory.java,app,0,0,0,1,0,0,37,81,43,43,0
201,src/org/argouml/model/DiagramInterchangeModel.java,app,0,0,0,1,0,0,5,34,12,12,0
202,src/org/argouml/model/DiDiagram.java,app,0,0,0,1,0,0,2,30,3,3,0
203,src/org/argouml/model/DiElement.java,app,0,0,0,1,0,0,3,31,3,3,0
204,src/org/argouml/model/DirectionKind.java,app,0,0,0,1,0,0,5,38,7,7,0
205,src/org/argouml/model/DummyModelCommand.java,app,0,0,0,0,0,0,6,34,18,18,0
206,src/org/argouml/model/DummyModelMemento.java,app,0,0,0,0,0,0,4,34,9,9,0
207,src/org/argouml/model/ExtensionMechanismsFactory.java,app,0,0,0,1,0,0,17,157,23,23,0
208,src/org/argouml/model/ExtensionMechanismsHelper.java,app,0,0,0,1,0,0,29,226,30,30,0
209,src/org/argouml/model/Facade.java,app,0,0,0,1,0,0,385,2626,404,404,1
210,src/org/argouml/model/Factory.java,app,0,0,0,1,0,0,3,29,3,3,0
211,src/org/argouml/model/IllegalModelElementConnectionException.java,app,0,0,0,0,0,0,6,49,10,10,0
212,src/org/argouml/model/InstanceChangeEvent.java,app,0,0,0,1,0,0,4,40,8,8,0
213,src/org/argouml/model/InvalidElementException.java,app,0,0,0,0,0,0,8,52,13,13,0
214,src/org/argouml/model/MementoCreationObserver.java,app,0,0,0,1,0,0,2,34,4,4,0
215,src/org/argouml/model/MetaTypes.java,app,0,0,0,1,0,0,94,324,92,92,0
216,src/org/argouml/model/Model.java,app,0,0,1,0,0,0,62,348,201,201,0
217,src/org/argouml/model/ModelCommand.java,app,0,0,0,1,0,0,6,48,7,7,0
218,src/org/argouml/model/ModelCommandCreationObserver.java,app,0,0,0,1,0,0,3,34,4,4,0
219,src/org/argouml/model/ModelEventPump.java,app,0,0,0,1,0,0,19,190,38,38,0
220,src/org/argouml/model/ModelImplementation.java,app,0,0,0,1,0,0,43,234,46,46,0
221,src/org/argouml/model/ModelManagementFactory.java,app,0,0,0,1,0,0,11,102,16,16,0
222,src/org/argouml/model/ModelManagementHelper.java,app,0,0,0,1,0,0,29,351,37,37,1
223,src/org/argouml/model/ModelMemento.java,app,0,0,0,1,0,0,5,43,7,7,0
224,src/org/argouml/model/NotImplementedException.java,app,0,0,0,0,0,0,5,41,10,10,0
225,src/org/argouml/model/OrderingKind.java,app,0,0,0,1,0,0,3,32,5,5,0
226,src/org/argouml/model/PseudostateKind.java,app,0,0,0,1,0,0,11,60,13,13,0
227,src/org/argouml/model/RemoveAssociationEvent.java,app,0,0,0,0,0,0,4,45,11,11,0
228,src/org/argouml/model/ScopeKind.java,app,0,0,0,1,0,0,3,35,6,6,0
229,src/org/argouml/model/SequenceDiagram.java,app,0,0,0,1,0,0,3,28,3,3,0
230,src/org/argouml/model/StateDiagram.java,app,0,0,0,1,0,0,3,28,3,3,0
231,src/org/argouml/model/StateMachinesFactory.java,app,0,0,0,1,0,0,37,267,39,39,0
232,src/org/argouml/model/StateMachinesHelper.java,app,0,0,0,1,0,0,42,312,45,45,0
233,src/org/argouml/model/UmlChangeEvent.java,app,0,0,1,0,0,0,7,47,18,18,0
234,src/org/argouml/model/UmlException.java,app,0,0,0,0,0,0,6,52,13,13,0
235,src/org/argouml/model/UmlFactory.java,app,0,0,0,1,0,0,12,140,18,18,2
236,src/org/argouml/model/UmlHelper.java,app,0,0,0,1,0,0,6,57,8,8,0
237,src/org/argouml/model/UseCaseDiagram.java,app,0,0,0,1,0,0,3,28,3,3,0
238,src/org/argouml/model/UseCasesFactory.java,app,0,0,0,1,0,0,13,113,15,15,0
239,src/org/argouml/model/UseCasesHelper.java,app,0,0,0,1,0,0,27,179,28,28,0
240,src/org/argouml/model/UUIDManager.java,app,0,0,0,0,0,0,9,55,31,31,0
241,src/org/argouml/model/VisibilityKind.java,app,0,0,0,1,0,0,5,38,7,7,0
242,src/org/argouml/model/XmiException.java,app,0,0,0,0,0,0,26,113,45,45,1
243,src/org/argouml/model/XmiExtensionWriter.java,app,0,0,0,1,0,0,4,35,6,6,0
244,src/org/argouml/model/XmiReader.java,app,0,0,0,1,0,0,16,140,19,19,1
245,src/org/argouml/model/XmiWriter.java,app,0,0,0,1,0,0,4,44,5,5,0
246,src/org/argouml/moduleloader/DetailsTabProvider.java,app,0,0,0,1,0,0,5,32,6,6,0
247,src/org/argouml/moduleloader/InitModuleLoader.java,app,0,1,1,0,0,1,9,28,25,25,0
248,src/org/argouml/moduleloader/ModuleInterface.java,app,0,0,0,0,0,0,9,106,11,11,0
249,src/org/argouml/moduleloader/ModuleLoader2.java,app,0,4,1,0,0,0,96,303,489,489,3
250,src/org/argouml/moduleloader/SettingsTabModules.java,app,1,1,0,0,0,1,32,101,117,117,0
251,src/org/argouml/notation/InitNotation.java,app,0,0,1,0,0,0,9,28,20,20,0
252,src/org/argouml/notation/Notation.java,app,1,1,1,0,0,1,34,145,100,100,1
253,src/org/argouml/notation/NotationName.java,app,0,0,0,1,0,0,10,76,11,11,0
254,src/org/argouml/notation/NotationNameImpl.java,app,1,0,0,0,0,0,29,134,109,109,0
255,src/org/argouml/notation/NotationProvider.java,app,0,0,0,2,0,0,21,167,102,102,0
256,src/org/argouml/notation/NotationProviderFactory2.java,app,0,0,0,0,0,0,43,196,138,138,0
257,src/org/argouml/notation/providers/ActionStateNotation.java,app,0,2,0,1,0,2,7,39,28,28,0
258,src/org/argouml/notation/providers/AssociationEndNameNotation.java,app,0,1,0,0,0,1,8,41,51,51,0
259,src/org/argouml/notation/providers/AssociationNameNotation.java,app,0,1,0,0,0,1,6,35,28,28,0
260,src/org/argouml/notation/providers/AssociationRoleNotation.java,app,0,1,0,1,0,1,7,38,21,21,0
261,src/org/argouml/notation/providers/AttributeNotation.java,app,0,2,0,0,0,2,7,35,39,39,0
262,src/org/argouml/notation/providers/CallStateNotation.java,app,0,4,0,1,0,4,8,46,27,27,0
263,src/org/argouml/notation/providers/ClassifierRoleNotation.java,app,0,1,0,1,0,1,7,35,21,21,0
264,src/org/argouml/notation/providers/ComponentInstanceNotation.java,app,0,0,0,1,0,0,5,36,11,11,0
265,src/org/argouml/notation/providers/EnumerationLiteralNotation.java,app,0,1,0,1,0,1,7,35,23,23,0
266,src/org/argouml/notation/providers/ExtensionPointNotation.java,app,0,0,0,1,0,0,5,35,11,11,0
267,src/org/argouml/notation/providers/java/AssociationEndNameNotationJava.java,app,0,2,0,2,0,2,14,46,44,44,0
268,src/org/argouml/notation/providers/java/AssociationNameNotationJava.java,app,0,1,0,0,0,1,10,48,50,50,0
269,src/org/argouml/notation/providers/java/AttributeNotationJava.java,app,0,6,0,3,0,6,13,42,54,54,0
270,src/org/argouml/notation/providers/java/InitNotationJava.java,app,0,0,1,0,0,0,10,32,44,44,0
271,src/org/argouml/notation/providers/java/ModelElementNameNotationJava.java,app,0,9,0,1,0,9,25,54,155,155,0
272,src/org/argouml/notation/providers/java/NotationUtilityJava.java,app,0,16,0,2,0,16,17,73,141,141,1
273,src/org/argouml/notation/providers/java/OperationNotationJava.java,app,0,14,0,3,0,14,23,60,123,123,0
274,src/org/argouml/notation/providers/MessageNotation.java,app,0,3,0,1,0,3,7,38,32,32,0
275,src/org/argouml/notation/providers/ModelElementNameNotation.java,app,0,3,0,0,0,3,7,40,22,22,0
276,src/org/argouml/notation/providers/MultiplicityNotation.java,app,0,1,0,1,0,1,5,39,8,8,0
277,src/org/argouml/notation/providers/NodeInstanceNotation.java,app,0,0,0,1,0,0,5,35,10,10,0
