classname ; cbo ; dit ; fanIn ; fanOut ; lcom ; noc ; numberOfAttributes ; numberOfAttributesInherited ; numberOfLinesOfCode ; numberOfMethods ; numberOfMethodsInherited ; numberOfPrivateAttributes ; numberOfPrivateMethods ; numberOfPublicAttributes ; numberOfPublicMethods ; rfc ; wmc ; bugs ; nonTrivialBugs ; majorBugs ; criticalBugs ; highPriorityBugs ; 
org::eclipse::mylyn::internal::tasks::core::TaskComment ; 7 ; 1 ; 5 ; 2 ; 120 ; 0 ; 8 ; 0 ; 53.0 ; 16.0 ; 24 ; 8 ; 0 ; 0.0 ; 16 ; 19.0 ; 16.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::core::TaskDataStorageManager ; 5 ; 1 ; 0 ; 5 ; 153 ; 0 ; 3 ; 0 ; 211.0 ; 18.0 ; 9 ; 3 ; 3 ; 0.0 ; 15 ; 90.0 ; 57.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::hypertext::ui::editors::WebResourceContentProvider ; 3 ; 1 ; 2 ; 1 ; 28 ; 0 ; 0 ; 0 ; 56.0 ; 8.0 ; 9 ; 0 ; 0 ; 0.0 ; 8 ; 23.0 ; 15.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::team::ccvs::CvsActiveChangeSetProvider ; 1 ; 2 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 6.0 ; 2.0 ; 11 ; 0 ; 0 ; 0.0 ; 2 ; 5.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::monitor::ui::ShellLifecycleListener ; 2 ; 1 ; 1 ; 1 ; 15 ; 0 ; 1 ; 0 ; 40.0 ; 6.0 ; 9 ; 1 ; 0 ; 0.0 ; 6 ; 15.0 ; 8.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::bugzilla::core::MultiBugReportFactory ; 7 ; 2 ; 1 ; 6 ; 1 ; 0 ; 0 ; 1 ; 26.0 ; 2.0 ; 11 ; 0 ; 0 ; 0.0 ; 2 ; 17.0 ; 6.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::sandbox::ui::commands::ContextCapturePauseHandler ; 4 ; 1 ; 1 ; 3 ; 21 ; 0 ; 1 ; 0 ; 38.0 ; 7.0 ; 0 ; 1 ; 1 ; 0.0 ; 6 ; 32.0 ; 10.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::editors::RepositoryTaskOutlinePage ; 8 ; 1 ; 2 ; 6 ; 6 ; 0 ; 4 ; 0 ; 81.0 ; 4.0 ; 0 ; 3 ; 0 ; 0.0 ; 4 ; 16.0 ; 8.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::ide::ui::AbstractFocusMarkerViewAction ; 7 ; 2 ; 1 ; 6 ; 6 ; 5 ; 1 ; 8 ; 50.0 ; 4.0 ; 25 ; 1 ; 0 ; 0.0 ; 3 ; 23.0 ; 14.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::wikitext::core::parser::markup::token::EntityReferenceReplacementToken ; 5 ; 3 ; 4 ; 1 ; 0 ; 0 ; 0 ; 0 ; 3.0 ; 1.0 ; 26 ; 0 ; 0 ; 0.0 ; 1 ; 2.0 ; 1.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::editors::TaskListChangeAdapter ; 1 ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 2.0 ; 2.0 ; 10 ; 0 ; 0 ; 0.0 ; 2 ; 2.0 ; 1.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::tasks::ui::WikiTextContextStructureBridge ; 13 ; 2 ; 1 ; 12 ; 120 ; 0 ; 2 ; 1 ; 214.0 ; 16.0 ; 23 ; 1 ; 4 ; 0.0 ; 11 ; 91.0 ; 53.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::ui::util::css::CssParser ; 20 ; 1 ; 6 ; 14 ; 28 ; 0 ; 8 ; 0 ; 115.0 ; 8.0 ; 9 ; 7 ; 4 ; 0.0 ; 4 ; 64.0 ; 30.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::views::TaskRepositoryLabelProvider ; 11 ; 1 ; 6 ; 5 ; 28 ; 0 ; 0 ; 0 ; 57.0 ; 8.0 ; 9 ; 0 ; 0 ; 0.0 ; 8 ; 23.0 ; 15.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::bugzilla::core::BugzillaFlagMapper ; 11 ; 1 ; 3 ; 9 ; 91 ; 0 ; 6 ; 0 ; 83.0 ; 14.0 ; 9 ; 6 ; 0 ; 0.0 ; 14 ; 59.0 ; 18.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::bugzilla::ui::editor::BugzillaPeoplePart ; 8 ; 2 ; 0 ; 8 ; 6 ; 0 ; 1 ; 1 ; 84.0 ; 4.0 ; 19 ; 1 ; 1 ; 0.0 ; 2 ; 53.0 ; 16.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::bugs::TasksBugsPlugin ; 2 ; 1 ; 1 ; 1 ; 10 ; 0 ; 3 ; 0 ; 19.0 ; 5.0 ; 0 ; 2 ; 0 ; 0.0 ; 5 ; 8.0 ; 6.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::xplanner::ui::wizard::XPlannerTaskMapping ; 1 ; 2 ; 1 ; 0 ; 1 ; 0 ; 1 ; 0 ; 6.0 ; 2.0 ; 54 ; 1 ; 0 ; 0.0 ; 2 ; 2.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::tasks::tests::connector::MockTask ; 4 ; 4 ; 3 ; 1 ; 15 ; 0 ; 1 ; 2 ; 23.0 ; 6.0 ; 170 ; 1 ; 0 ; 0.0 ; 6 ; 8.0 ; 7.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::commons::ui::NotificationPopupColors ; 1 ; 1 ; 1 ; 0 ; 105 ; 0 ; 6 ; 0 ; 122.0 ; 15.0 ; 9 ; 6 ; 10 ; 0.0 ; 5 ; 45.0 ; 23.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::jira::core::service::web::rss::JiraRssSessionCallback ; 6 ; 2 ; 1 ; 5 ; 15 ; 4 ; 3 ; 0 ; 91.0 ; 6.0 ; 14 ; 3 ; 3 ; 0.0 ; 2 ; 36.0 ; 16.0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::zest::tests::swt::LayoutExample ; 2 ; 1 ; 0 ; 2 ; 0 ; 0 ; 0 ; 0 ; 48.0 ; 1.0 ; 9 ; 0 ; 0 ; 0.0 ; 1 ; 12.0 ; 5.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::xplanner::soap::XPlanner::XPlannerHttpSender ; 4 ; 1 ; 0 ; 4 ; 1 ; 0 ; 3 ; 0 ; 14.0 ; 2.0 ; 0 ; 0 ; 0 ; 0.0 ; 1 ; 9.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::pde::ui::Messages ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 3 ; 0 ; 3.0 ; 1.0 ; 0 ; 1 ; 0 ; 2.0 ; 1 ; 2.0 ; 1.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::bugzilla::ui::search::BugzillaSeveritySearchSorter ; 2 ; 1 ; 0 ; 2 ; 1 ; 0 ; 0 ; 0 ; 36.0 ; 2.0 ; 0 ; 0 ; 0 ; 0.0 ; 2 ; 10.0 ; 5.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::sandbox::ui::planner::TaskActivityLabelProvider ; 12 ; 2 ; 1 ; 11 ; 15 ; 0 ; 5 ; 0 ; 115.0 ; 6.0 ; 6 ; 5 ; 0 ; 0.0 ; 6 ; 40.0 ; 30.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::core::sync::SynchronizeRepositoriesJob ; 12 ; 2 ; 1 ; 11 ; 21 ; 0 ; 6 ; 0 ; 109.0 ; 7.0 ; 3 ; 6 ; 2 ; 0.0 ; 5 ; 52.0 ; 16.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::ui::util::OutlineItemAdapterFactory ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 1 ; 0 ; 9.0 ; 2.0 ; 18 ; 1 ; 0 ; 0.0 ; 2 ; 3.0 ; 4.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::ui::util::css::editor::CssScanner ; 3 ; 1 ; 1 ; 2 ; 0 ; 0 ; 0 ; 0 ; 6.0 ; 1.0 ; 0 ; 0 ; 0 ; 0.0 ; 1 ; 8.0 ; 1.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::textile::core::token::FootnoteReferenceReplacementToken ; 2 ; 2 ; 1 ; 1 ; 6 ; 0 ; 0 ; 0 ; 9.0 ; 4.0 ; 22 ; 0 ; 0 ; 0.0 ; 1 ; 5.0 ; 3.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::xplanner::ui::XPlannerClientFacade ; 29 ; 1 ; 9 ; 22 ; 105 ; 0 ; 2 ; 0 ; 146.0 ; 15.0 ; 13 ; 2 ; 2 ; 0.0 ; 13 ; 84.0 ; 28.0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::dialogs::UiLegendControl ; 11 ; 1 ; 1 ; 10 ; 136 ; 0 ; 5 ; 0 ; 483.0 ; 17.0 ; 0 ; 5 ; 14 ; 0.0 ; 3 ; 98.0 ; 32.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::bugs::TaskContributorManager ; 8 ; 1 ; 1 ; 7 ; 28 ; 0 ; 6 ; 0 ; 89.0 ; 8.0 ; 9 ; 6 ; 2 ; 0.0 ; 6 ; 34.0 ; 13.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::wikitext::confluence::core::Main ; 2 ; 2 ; 0 ; 2 ; 3 ; 0 ; 0 ; 0 ; 12.0 ; 3.0 ; 12 ; 0 ; 0 ; 0.0 ; 2 ; 7.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::core::sync::Messages ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 22 ; 0 ; 3.0 ; 1.0 ; 0 ; 1 ; 0 ; 21.0 ; 1 ; 2.0 ; 1.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::trac::core::TracWikiHandler ; 9 ; 2 ; 0 ; 9 ; 21 ; 0 ; 1 ; 0 ; 69.0 ; 7.0 ; 14 ; 1 ; 1 ; 0.0 ; 6 ; 46.0 ; 9.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::bugzilla::core::SaxConfigurationContentHandler ; 7 ; 1 ; 0 ; 7 ; 15 ; 0 ; 83 ; 0 ; 373.0 ; 6.0 ; 51 ; 83 ; 1 ; 0.0 ; 5 ; 185.0 ; 139.0 ; 1 ; 0 ; 0 ; 0 ; 1 ; 
org::eclipse::mylyn::internal::team::ccvs::CvsCommitWorkflowProvider ; 1 ; 2 ; 0 ; 1 ; 1 ; 0 ; 1 ; 0 ; 26.0 ; 2.0 ; 11 ; 1 ; 0 ; 0.0 ; 2 ; 11.0 ; 6.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::examples::monitor::study::SubmitFeedbackPage ; 15 ; 1 ; 8 ; 7 ; 105 ; 0 ; 16 ; 0 ; 313.0 ; 15.0 ; 0 ; 16 ; 2 ; 0.0 ; 13 ; 56.0 ; 33.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::sandbox::bridge::bugs::BugzillaMylynSearchJob ; 6 ; 1 ; 1 ; 5 ; 1 ; 0 ; 1 ; 0 ; 57.0 ; 2.0 ; 0 ; 1 ; 0 ; 0.0 ; 1 ; 22.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::context::core::InterestComparator ; 3 ; 1 ; 1 ; 2 ; 1 ; 0 ; 0 ; 0 ; 15.0 ; 2.0 ; 9 ; 0 ; 0 ; 0.0 ; 2 ; 4.0 ; 5.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::context::ui::ContextEditorManager ; 23 ; 2 ; 2 ; 22 ; 91 ; 0 ; 9 ; 0 ; 303.0 ; 14.0 ; 17 ; 9 ; 5 ; 0.0 ; 9 ; 150.0 ; 60.0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::TaskHyperlink ; 5 ; 2 ; 3 ; 2 ; 3 ; 0 ; 1 ; 1 ; 27.0 ; 3.0 ; 6 ; 1 ; 0 ; 0.0 ; 3 ; 16.0 ; 5.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::confluence::core::phrase::SimplePhraseModifier ; 1 ; 3 ; 1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 3.0 ; 1.0 ; 28 ; 0 ; 0 ; 0.0 ; 1 ; 1.0 ; 1.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::sandbox::ui::planner::TaskActivityContentProvider ; 3 ; 1 ; 1 ; 2 ; 36 ; 0 ; 1 ; 0 ; 46.0 ; 9.0 ; 11 ; 1 ; 0 ; 0.0 ; 9 ; 22.0 ; 10.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::monitor::ui::CheckActivityJob ; 6 ; 1 ; 3 ; 3 ; 21 ; 1 ; 6 ; 0 ; 72.0 ; 7.0 ; 0 ; 4 ; 0 ; 0.0 ; 5 ; 18.0 ; 18.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::tasks::ui::TaskHyperlinkPresenter ; 6 ; 1 ; 0 ; 6 ; 28 ; 0 ; 4 ; 0 ; 89.0 ; 8.0 ; 0 ; 4 ; 1 ; 0.0 ; 7 ; 44.0 ; 32.0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::trac::core::TracClientFactory ; 8 ; 1 ; 4 ; 4 ; 1 ; 0 ; 0 ; 0 ; 27.0 ; 2.0 ; 9 ; 0 ; 0 ; 0.0 ; 2 ; 12.0 ; 4.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::ChangeActivityHandleOperation ; 8 ; 2 ; 0 ; 8 ; 3 ; 0 ; 2 ; 1 ; 33.0 ; 3.0 ; 13 ; 2 ; 1 ; 0.0 ; 1 ; 27.0 ; 8.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::core::AbstractTask ; 120 ; 3 ; 110 ; 10 ; 2485 ; 4 ; 28 ; 0 ; 294.0 ; 71.0 ; 101 ; 26 ; 2 ; 0.0 ; 67 ; 124.0 ; 92.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::xplanner::ui::wizard::NewXPlannerTaskPage ; 11 ; 1 ; 3 ; 8 ; 15 ; 0 ; 5 ; 0 ; 138.0 ; 6.0 ; 0 ; 5 ; 1 ; 0.0 ; 5 ; 33.0 ; 10.0 ; 2 ; 2 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::ui::viewer::TextHover ; 1 ; 1 ; 1 ; 0 ; 6 ; 0 ; 1 ; 0 ; 58.0 ; 4.0 ; 0 ; 1 ; 0 ; 0.0 ; 3 ; 13.0 ; 11.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::TaskListSynchronizationScheduler ; 5 ; 1 ; 3 ; 2 ; 15 ; 0 ; 3 ; 0 ; 46.0 ; 6.0 ; 9 ; 3 ; 2 ; 0.0 ; 4 ; 18.0 ; 7.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::ui::viewer::ImageManager ; 13 ; 1 ; 3 ; 12 ; 105 ; 0 ; 11 ; 0 ; 313.0 ; 15.0 ; 9 ; 11 ; 5 ; 0.0 ; 8 ; 119.0 ; 69.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::bugzilla::ui::editor::BugSubmissionHandler ; 4 ; 1 ; 0 ; 4 ; 6 ; 0 ; 2 ; 0 ; 122.0 ; 4.0 ; 9 ; 2 ; 2 ; 0.0 ; 2 ; 31.0 ; 8.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::trac::ui::WebHyperlink ; 3 ; 1 ; 2 ; 1 ; 15 ; 0 ; 2 ; 0 ; 19.0 ; 6.0 ; 9 ; 2 ; 0 ; 0.0 ; 6 ; 8.0 ; 6.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::notifications::TaskListNotificationReminder ; 5 ; 3 ; 1 ; 4 ; 3 ; 0 ; 0 ; 2 ; 19.0 ; 3.0 ; 42 ; 0 ; 0 ; 0.0 ; 3 ; 7.0 ; 7.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::wikitext::core::util::Messages ; 2 ; 1 ; 1 ; 1 ; 1 ; 0 ; 2 ; 0 ; 9.0 ; 2.0 ; 9 ; 2 ; 1 ; 0.0 ; 1 ; 3.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::tasks::ui::editors::TaskEditor ; 34 ; 1 ; 13 ; 23 ; 703 ; 0 ; 10 ; 0 ; 464.0 ; 38.0 ; 0 ; 9 ; 7 ; 0.0 ; 23 ; 206.0 ; 89.0 ; 8 ; 5 ; 0 ; 0 ; 1 ; 
org::eclipse::mylyn::internal::tasks::core::TaskExternalizationException ; 0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 1 ; 0 ; 3.0 ; 1.0 ; 25 ; 1 ; 0 ; 0.0 ; 1 ; 1.0 ; 1.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::monitor::core::AbstractMonitorLog ; 8 ; 1 ; 4 ; 4 ; 10 ; 1 ; 3 ; 0 ; 56.0 ; 5.0 ; 9 ; 0 ; 0 ; 0.0 ; 5 ; 26.0 ; 11.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::provisional::commons::ui::CommonThemes ; 1 ; 1 ; 0 ; 1 ; 0 ; 0 ; 11 ; 0 ; 11.0 ; 1.0 ; 9 ; 0 ; 0 ; 0.0 ; 1 ; 2.0 ; 10.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::actions::AbstractTaskAction ; 2 ; 1 ; 0 ; 2 ; 3 ; 0 ; 1 ; 0 ; 24.0 ; 3.0 ; 0 ; 0 ; 0 ; 0.0 ; 1 ; 8.0 ; 6.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::trac::wiki::TracWikiPageHistoryPageSource ; 1 ; 1 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0 ; 9.0 ; 2.0 ; 0 ; 0 ; 0 ; 0.0 ; 2 ; 3.0 ; 3.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::wikitext::core::parser::outline::OutlineParser ; 13 ; 1 ; 8 ; 6 ; 45 ; 2 ; 2 ; 0 ; 49.0 ; 10.0 ; 9 ; 2 ; 0 ; 0.0 ; 8 ; 30.0 ; 14.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::twiki::core::block::ListBlock ; 11 ; 3 ; 1 ; 10 ; 36 ; 0 ; 5 ; 4 ; 137.0 ; 9.0 ; 43 ; 3 ; 5 ; 0.0 ; 4 ; 70.0 ; 33.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::context::ui::HighlighterImageDescriptor ; 3 ; 1 ; 2 ; 1 ; 36 ; 0 ; 2 ; 0 ; 157.0 ; 9.0 ; 0 ; 1 ; 0 ; 0.0 ; 6 ; 25.0 ; 48.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::actions::TaskSelectionDialog ; 19 ; 1 ; 7 ; 15 ; 190 ; 0 ; 22 ; 0 ; 257.0 ; 20.0 ; 0 ; 22 ; 1 ; 0.0 ; 9 ; 77.0 ; 33.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteSecurityLevel ; 2 ; 3 ; 0 ; 2 ; 28 ; 0 ; 4 ; 0 ; 49.0 ; 8.0 ; 52 ; 4 ; 0 ; 0.0 ; 8 ; 17.0 ; 18.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::actions::NewQueryAction ; 11 ; 1 ; 1 ; 10 ; 10 ; 0 ; 3 ; 0 ; 58.0 ; 5.0 ; 0 ; 3 ; 0 ; 0.0 ; 5 ; 30.0 ; 14.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::jira::core::JiraTaskDataHandler ; 65 ; 2 ; 5 ; 62 ; 780 ; 0 ; 12 ; 0 ; 1090.0 ; 40.0 ; 17 ; 12 ; 24 ; 0.0 ; 16 ; 851.0 ; 222.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::trac::ui::TracImages ; 2 ; 1 ; 0 ; 2 ; 1 ; 0 ; 4 ; 0 ; 19.0 ; 2.0 ; 9 ; 1 ; 2 ; 0.0 ; 0 ; 11.0 ; 4.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::core::LocalTask ; 22 ; 4 ; 22 ; 0 ; 21 ; 0 ; 1 ; 2 ; 21.0 ; 7.0 ; 170 ; 0 ; 0 ; 0.0 ; 7 ; 7.0 ; 7.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::wizards::TaskDataImportWizard ; 12 ; 1 ; 3 ; 10 ; 21 ; 0 ; 1 ; 0 ; 70.0 ; 7.0 ; 0 ; 1 ; 2 ; 0.0 ; 5 ; 37.0 ; 12.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::tasks::core::sync::SubmitJob ; 10 ; 2 ; 4 ; 6 ; 28 ; 2 ; 1 ; 0 ; 47.0 ; 8.0 ; 2 ; 1 ; 0 ; 0.0 ; 4 ; 23.0 ; 9.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::OpenRepositoryTaskJob ; 11 ; 1 ; 2 ; 9 ; 3 ; 0 ; 5 ; 0 ; 60.0 ; 3.0 ; 0 ; 5 ; 0 ; 0.0 ; 3 ; 23.0 ; 3.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
