classname ; CvsEntropy ; CvsWEntropy ; CvsLinEntropy ; CvsLogEntropy ; CvsExpEntropy ; 
org::eclipse::mylyn::internal::tasks::ui::editors::RepositoryTaskOutlinePage ; 22.6267 ; 0.0339478 ; 0.244168 ; 9.77908 ; 0.501247 ; 
org::eclipse::mylyn::ide::ui::AbstractFocusMarkerViewAction ; 4.83045 ; 0.0195924 ; 0.172387 ; 9.23327 ; 0.316587 ; 
org::eclipse::mylyn::wikitext::core::parser::markup::token::EntityReferenceReplacementToken ; 1.49003 ; 0.00136379 ; 0.0435179 ; 0.121386 ; 0.116244 ; 
org::eclipse::mylyn::internal::tasks::ui::editors::TaskListChangeAdapter ; 4.17741 ; 0.00129052 ; 0.160399 ; 9.19476 ; 0.270741 ; 
org::eclipse::mylyn::internal::wikitext::tasks::ui::WikiTextContextStructureBridge ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::ui::util::css::CssParser ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::views::TaskRepositoryLabelProvider ; 14.7305 ; 0.110027 ; 0.194064 ; 9.49891 ; 0.33466 ; 
org::eclipse::mylyn::internal::bugzilla::core::BugzillaFlagMapper ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::bugzilla::ui::editor::BugzillaPeoplePart ; 5.39677 ; 0.0125343 ; 0.181826 ; 9.26485 ; 0.350936 ; 
org::eclipse::mylyn::internal::tasks::bugs::TasksBugsPlugin ; 4.83045 ; 0.0113954 ; 0.172387 ; 9.23327 ; 0.316587 ; 
org::eclipse::mylyn::internal::xplanner::ui::wizard::XPlannerTaskMapping ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::tasks::tests::connector::MockTask ; 3.39209 ; 0.00108068 ; 0.151673 ; 9.15904 ; 0.235454 ; 
org::eclipse::mylyn::internal::commons::ui::NotificationPopupColors ; 1.84703 ; 0.00113849 ; 0.136921 ; 9.09329 ; 0.175609 ; 
org::eclipse::mylyn::internal::jira::core::service::web::rss::JiraRssSessionCallback ; 3.05536 ; 0.00447531 ; 0.145929 ; 9.13982 ; 0.210507 ; 
org::eclipse::mylyn::zest::tests::swt::LayoutExample ; 0.903836 ; 5.45541e-4 ; 0.00316207 ; 0.0269541 ; 0.00573197 ; 
org::xplanner::soap::XPlanner::XPlannerHttpSender ; 5.14521 ; 0.00295604 ; 0.0303709 ; 0.180548 ; 0.101862 ; 
org::eclipse::mylyn::internal::pde::ui::Messages ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::bugzilla::ui::search::BugzillaSeveritySearchSorter ; 5.5048 ; 0.00223878 ; 0.157879 ; 9.21892 ; 0.243226 ; 
org::eclipse::mylyn::internal::sandbox::ui::planner::TaskActivityLabelProvider ; 4.17741 ; 0.00153638 ; 0.160399 ; 9.19476 ; 0.270741 ; 
org::eclipse::mylyn::internal::tasks::core::sync::SynchronizeRepositoriesJob ; 7.5628 ; 0.0221588 ; 0.200018 ; 9.35224 ; 0.423553 ; 
org::eclipse::mylyn::internal::wikitext::ui::util::OutlineItemAdapterFactory ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::ui::util::css::editor::CssScanner ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::textile::core::token::FootnoteReferenceReplacementToken ; 2.38141 ; 0.00195183 ; 0.132656 ; 9.07779 ; 0.205382 ; 
org::eclipse::mylyn::internal::xplanner::ui::XPlannerClientFacade ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::dialogs::UiLegendControl ; 1.84703 ; 9.48744e-4 ; 0.136921 ; 9.09329 ; 0.175609 ; 
org::eclipse::mylyn::internal::tasks::bugs::TaskContributorManager ; 5.63443 ; 0.00624626 ; 0.175647 ; 9.25922 ; 0.331448 ; 
org::eclipse::mylyn::wikitext::confluence::core::Main ; 1.49003 ; 0.00119332 ; 0.0435179 ; 0.121386 ; 0.116244 ; 
org::eclipse::mylyn::internal::tasks::core::sync::Messages ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::trac::core::TracWikiHandler ; 9.71828 ; 0.0252785 ; 0.194405 ; 9.39178 ; 0.385205 ; 
org::eclipse::mylyn::internal::bugzilla::core::SaxConfigurationContentHandler ; 9.70413 ; 0.167798 ; 0.174755 ; 9.34611 ; 0.289796 ; 
org::eclipse::mylyn::internal::team::ccvs::CvsCommitWorkflowProvider ; 2.8654 ; 0.00129687 ; 0.00717923 ; 0.077595 ; 0.00643021 ; 
org::eclipse::mylyn::examples::monitor::study::SubmitFeedbackPage ; 10.1692 ; 0.00874827 ; 0.177941 ; 9.36622 ; 0.299239 ; 
org::eclipse::mylyn::internal::sandbox::bridge::bugs::BugzillaMylynSearchJob ; 4.66839 ; 0.00127343 ; 0.163296 ; 9.21193 ; 0.278205 ; 
org::eclipse::mylyn::context::core::InterestComparator ; 5.99636 ; 0.00281802 ; 0.153529 ; 9.22107 ; 0.215916 ; 
org::eclipse::mylyn::internal::context::ui::ContextEditorManager ; 4.88878 ; 0.0128363 ; 0.166327 ; 9.22338 ; 0.29442 ; 
org::eclipse::mylyn::internal::tasks::ui::TaskHyperlink ; 1.84703 ; 0.00113849 ; 0.136921 ; 9.09329 ; 0.175609 ; 
org::eclipse::mylyn::internal::wikitext::confluence::core::phrase::SimplePhraseModifier ; 1.49003 ; 0.00102285 ; 0.0435179 ; 0.121386 ; 0.116244 ; 
org::eclipse::mylyn::internal::sandbox::ui::planner::TaskActivityContentProvider ; 4.17741 ; 0.002106 ; 0.160399 ; 9.19476 ; 0.270741 ; 
org::eclipse::mylyn::internal::monitor::ui::CheckActivityJob ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::tasks::ui::TaskHyperlinkPresenter ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::trac::core::TracClientFactory ; 11.1128 ; 0.0224729 ; 0.185844 ; 9.401 ; 0.324364 ; 
org::eclipse::mylyn::internal::tasks::ui::ChangeActivityHandleOperation ; 1.84703 ; 9.48744e-4 ; 0.136921 ; 9.09329 ; 0.175609 ; 
org::eclipse::mylyn::internal::tasks::core::AbstractTask ; 6.92707 ; 0.029559 ; 0.223516 ; 9.38388 ; 0.458465 ; 
org::eclipse::mylyn::internal::xplanner::ui::wizard::NewXPlannerTaskPage ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::ui::viewer::TextHover ; 2.38141 ; 0.00457934 ; 0.132656 ; 9.07779 ; 0.205382 ; 
org::eclipse::mylyn::internal::tasks::ui::TaskListSynchronizationScheduler ; 12.4918 ; 0.0273881 ; 0.184414 ; 9.43024 ; 0.308445 ; 
org::eclipse::mylyn::internal::wikitext::ui::viewer::ImageManager ; 0.891381 ; 0.0019846 ; 0.0891381 ; 8.95641 ; 0.0891381 ; 
org::eclipse::mylyn::internal::bugzilla::ui::editor::BugSubmissionHandler ; 5.24564 ; 0.0529899 ; 0.0100173 ; 0.132501 ; 0.00313635 ; 
org::eclipse::mylyn::internal::trac::ui::WebHyperlink ; 3.4091 ; 0.00286757 ; 0.153414 ; 9.16273 ; 0.242476 ; 
org::eclipse::mylyn::internal::tasks::ui::notifications::TaskListNotificationReminder ; 6.83865 ; 0.00827081 ; 0.172657 ; 9.28183 ; 0.308056 ; 
org::eclipse::mylyn::wikitext::core::util::Messages ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::tasks::ui::editors::TaskEditor ; 28.8338 ; 0.30528 ; 0.323945 ; 10.0819 ; 0.727558 ; 
org::eclipse::mylyn::internal::tasks::core::TaskExternalizationException ; 3.17351 ; 0.00150078 ; 0.140881 ; 9.13106 ; 0.180758 ; 
org::eclipse::mylyn::monitor::core::AbstractMonitorLog ; 10.279 ; 0.00769413 ; 0.1838 ; 9.38268 ; 0.328184 ; 
org::eclipse::mylyn::internal::provisional::commons::ui::CommonThemes ; 1.84703 ; 9.48744e-4 ; 0.136921 ; 9.09329 ; 0.175609 ; 
org::eclipse::mylyn::internal::tasks::ui::actions::AbstractTaskAction ; 8.35812 ; 0.00566305 ; 0.175279 ; 9.31973 ; 0.299961 ; 
org::eclipse::mylyn::internal::trac::wiki::TracWikiPageHistoryPageSource ; 1.84703 ; 9.48744e-4 ; 0.136921 ; 9.09329 ; 0.175609 ; 
org::eclipse::mylyn::wikitext::core::parser::outline::OutlineParser ; 3.33706 ; 0.0175027 ; 0.180438 ; 9.21468 ; 0.291852 ; 
org::eclipse::mylyn::internal::wikitext::twiki::core::block::ListBlock ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::context::ui::HighlighterImageDescriptor ; 5.25012 ; 0.00382948 ; 0.151457 ; 9.20025 ; 0.213663 ; 
org::eclipse::mylyn::internal::tasks::ui::actions::TaskSelectionDialog ; 23.5832 ; 0.31964 ; 0.265078 ; 9.83852 ; 0.518533 ; 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteSecurityLevel ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::actions::NewQueryAction ; 14.0081 ; 0.019934 ; 0.203299 ; 9.5042 ; 0.389553 ; 
org::eclipse::mylyn::internal::jira::core::JiraTaskDataHandler ; 2.50133 ; 0.0524406 ; 0.00563173 ; 0.0659294 ; 0.00326696 ; 
org::eclipse::mylyn::internal::trac::ui::TracImages ; 6.70477 ; 0.00233006 ; 0.163721 ; 9.25903 ; 0.2626 ; 
org::eclipse::mylyn::internal::tasks::core::LocalTask ; 6.94961 ; 0.0038618 ; 0.164606 ; 9.26602 ; 0.261867 ; 
org::eclipse::mylyn::internal::tasks::ui::wizards::TaskDataImportWizard ; 23.9028 ; 0.278352 ; 0.235377 ; 9.78508 ; 0.456388 ; 
org::eclipse::mylyn::tasks::core::sync::SubmitJob ; 5.52481 ; 0.00982606 ; 0.176574 ; 9.25819 ; 0.333244 ; 
org::eclipse::mylyn::internal::tasks::ui::OpenRepositoryTaskJob ; 11.3751 ; 0.0280433 ; 0.215463 ; 9.4685 ; 0.456202 ; 
org::eclipse::mylyn::wikitext::ui::annotation::TitleAnnotation ; 1.49003 ; 0.00136379 ; 0.0435179 ; 0.121386 ; 0.116244 ; 
org::eclipse::mylyn::internal::context::ui::BrowseFilteredListener ; 13.2689 ; 0.136877 ; 0.180241 ; 9.43979 ; 0.274567 ; 
org::eclipse::mylyn::internal::bugzilla::core::history::Messages ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::twiki::core::token::ImpliedEmailLinkReplacementToken ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::bugzilla::ui::editor::BugzillaCcAttributeEditor ; 3.37801 ; 0.00157772 ; 0.154967 ; 9.16485 ; 0.247924 ; 
org::eclipse::mylyn::internal::sandbox::ui::hyperlinks::AbstractResourceHyperlinkExtension ; 1.84703 ; 0.00132824 ; 0.136921 ; 9.09329 ; 0.175609 ; 
org::eclipse::mylyn::internal::context::core::InteractionContextRelation ; 6.61084 ; 0.00447228 ; 0.156796 ; 9.24227 ; 0.225424 ; 
org::eclipse::mylyn::internal::tasks::ui::commands::NewSubTaskHandler ; 3.32672 ; 0.00101015 ; 0.149833 ; 9.15394 ; 0.227553 ; 
org::eclipse::mylyn::internal::wikitext::mediawiki::core::token::HyperlinkInternalReplacementToken ; 1.49003 ; 0.00136379 ; 0.0435179 ; 0.121386 ; 0.116244 ; 
org::eclipse::mylyn::internal::jira::core::model::Comment ; 7.25135 ; 0.00754842 ; 0.160878 ; 9.2655 ; 0.240562 ; 
org::eclipse::mylyn::internal::sandbox::ui::actions::LinkActiveSearchWithEditorAction ; 4.7898 ; 0.00170794 ; 0.16288 ; 9.21441 ; 0.279805 ; 
org::eclipse::mylyn::internal::tasks::ui::dialogs::TaskListSortDialog ; 3.4091 ; 0.00199842 ; 0.153414 ; 9.16273 ; 0.242476 ; 
org::eclipse::mylyn::examples::monitor::study::MylynUserStudyExamplePlugin ; 6.04101 ; 0.0132887 ; 0.165069 ; 9.24835 ; 0.279195 ; 
org::eclipse::mylyn::internal::xplanner::ui::wizard::XPlannerRepositorySettingsPage ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::zest::core::viewers::internal::GraphItemStyler ; 5.80097 ; 0.0165801 ; 0.0162001 ; 0.161968 ; 0.0185564 ; 
org::eclipse::mylyn::internal::bugzilla::ui::editor::BugzillaKeywordAttributeEditor ; 3.4091 ; 0.0023733 ; 0.153414 ; 9.16273 ; 0.242476 ; 
org::eclipse::mylyn::wikitext::core::parser::markup::Processor ; 1.49003 ; 0.00221617 ; 0.0435179 ; 0.121386 ; 0.116244 ; 
org::eclipse::mylyn::internal::tasks::ui::commands::TaskListToolTipHandler ; 1.84703 ; 9.48744e-4 ; 0.136921 ; 9.09329 ; 0.175609 ; 
org::eclipse::mylyn::internal::wikitext::ui::util::HyperlinkDetectorDelegate ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::tasks::core::data::AbstractTaskAttachmentSource ; 3.26838 ; 0.00140249 ; 0.155894 ; 9.16383 ; 0.24972 ; 
org::eclipse::mylyn::internal::bugzilla::ui::wizard::WizardAttributesPage ; 1.28671 ; 0.0507681 ; 0.00193493 ; 0.0306552 ; 1.84192e-4 ; 
org::eclipse::mylyn::internal::wikitext::core::parser::builder::Messages ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::context::ui::AbstractAutoFocusViewAction ; 14.8014 ; 0.0165028 ; 0.219826 ; 9.55998 ; 0.459759 ; 
org::eclipse::mylyn::internal::wikitext::tasks::ui::editor::TWikiMarkupTaskEditorExtension ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::bugzilla::ui::BugzillaHyperLink ; 8.10274 ; 0.0101074 ; 0.0164856 ; 0.207883 ; 0.00707136 ; 
org::eclipse::mylyn::context::ui::AbstractFocusViewAction ; 14.923 ; 0.0705046 ; 0.256853 ; 9.63668 ; 0.557703 ; 
org::eclipse::mylyn::internal::java::ui::InterestUpdateDeltaListener ; 11.1073 ; 0.0094119 ; 0.196701 ; 9.42768 ; 0.384907 ; 
org::eclipse::mylyn::internal::tasks::ui::AddExistingTaskJob ; 20.5668 ; 0.0771603 ; 0.240608 ; 9.72524 ; 0.484382 ; 
org::eclipse::mylyn::internal::bugzilla::core::BugzillaVersion ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::trac::ui::editor::TracTaskEditorPage ; 1.84703 ; 0.00132824 ; 0.136921 ; 9.09329 ; 0.175609 ; 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteProjectRole ; 5.94514 ; 0.0143393 ; 0.153982 ; 9.22122 ; 0.218565 ; 
org::eclipse::mylyn::context::tests::support::ResourceHelper ; 7.65102 ; 0.00309046 ; 0.0340622 ; 0.241727 ; 0.094682 ; 
org::eclipse::mylyn::internal::tasks::ui::editors::EditorBusyIndicator ; 6.098 ; 0.0719537 ; 0.16052 ; 9.23881 ; 0.251343 ; 
org::eclipse::mylyn::internal::team::ui::actions::ApplyPatchAction ; 13.8911 ; 0.125593 ; 0.200104 ; 9.49155 ; 0.369967 ; 
org::eclipse::mylyn::tasks::ui::editors::BrowserFormPage ; 6.08461 ; 0.0126402 ; 0.19596 ; 9.30866 ; 0.385984 ; 
org::eclipse::mylyn::internal::sandbox::ui::views::ActiveSearchQuickView ; 3.30169 ; 0.00147135 ; 0.149185 ; 9.15207 ; 0.224546 ; 
org::eclipse::mylyn::zest::core::viewers::AbstractZoomableViewer ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::wikitext::core::parser::builder::SplittingMarkupToEclipseToc ; 1.49003 ; 3.40949e-4 ; 0.0435179 ; 0.121386 ; 0.116244 ; 
org::eclipse::mylyn::internal::tasks::ui::deprecated::AbstractRepositoryQueryWizard ; 4.81344 ; 0.0027058 ; 0.170646 ; 9.22957 ; 0.309565 ; 
org::eclipse::mylyn::internal::tasks::bugs::wizards::ReportErrorWizard ; 4.15475 ; 0.00397534 ; 0.162734 ; 9.19857 ; 0.279504 ; 
org::eclipse::mylyn::internal::web::ui::WebResource ; 3.17351 ; 0.00226003 ; 0.140881 ; 9.13106 ; 0.180758 ; 
org::eclipse::mylyn::internal::tasks::ui::workingsets::WorkingSetLabelComparator ; 1.84703 ; 0.00151799 ; 0.136921 ; 9.09329 ; 0.175609 ; 
org::eclipse::mylyn::tasks::core::sync::SubmitJobEvent ; 4.74807 ; 0.00282514 ; 0.168807 ; 9.22447 ; 0.301664 ; 
org::eclipse::mylyn::internal::tasks::ui::util::AttachmentUtil ; 3.08906 ; 0.0507018 ; 0.156012 ; 9.15957 ; 0.247042 ; 
org::eclipse::mylyn::wikitext::core::parser::markup::phrase::HtmlStartTagPhraseModifier ; 3.33706 ; 0.00295888 ; 0.180438 ; 9.21468 ; 0.291852 ; 
org::eclipse::mylyn::internal::jira::core::model::LinkType ; 3.91697 ; 0.00233123 ; 0.143116 ; 9.15227 ; 0.183733 ; 
org::eclipse::mylyn::internal::tasks::ui::editors::RepositoryCompletionProcessor ; 7.42177 ; 0.0469736 ; 0.187057 ; 9.3242 ; 0.372948 ; 
org::eclipse::mylyn::internal::tasks::ui::workingsets::TaskWorkingSetUpdater ; 11.6079 ; 0.0871588 ; 0.197287 ; 9.44018 ; 0.380749 ; 
org::eclipse::mylyn::internal::wikitext::ui::editor::help::Messages ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::web::ui::WebResourceUiBridge ; 10.9786 ; 0.0183597 ; 0.16572 ; 9.35234 ; 0.233522 ; 
org::eclipse::mylyn::internal::web::tasks::WebRepositoryConnector ; 14.6318 ; 0.142129 ; 0.243954 ; 9.60095 ; 0.530327 ; 
org::eclipse::mylyn::internal::tasks::core::AutomaticRepositoryTaskContainer ; 1.84703 ; 9.48744e-4 ; 0.136921 ; 9.09329 ; 0.175609 ; 
org::eclipse::mylyn::tasks::ui::wizards::RepositoryQueryWizard ; 4.17741 ; 0.00219291 ; 0.160399 ; 9.19476 ; 0.270741 ; 
org::eclipse::mylyn::internal::wikitext::textile::core::block::QuoteBlock ; 1.49003 ; 0.00443233 ; 0.0435179 ; 0.121386 ; 0.116244 ; 
org::eclipse::mylyn::internal::tasks::core::RepositoryPerson ; 1.84703 ; 9.48744e-4 ; 0.136921 ; 9.09329 ; 0.175609 ; 
org::eclipse::mylyn::internal::team::ui::properties::TeamPropertiesLinkProvider ; 7.65396 ; 0.00390491 ; 0.184821 ; 9.32519 ; 0.359102 ; 
org::eclipse::mylyn::internal::tasks::core::UnmatchedTaskContainer ; 5.9245 ; 0.0214054 ; 0.179094 ; 9.27239 ; 0.337168 ; 
org::eclipse::mylyn::internal::ide::ui::IdeUiBridgePlugin ; 9.64396 ; 0.0289457 ; 0.183654 ; 9.36684 ; 0.327882 ; 
org::eclipse::mylyn::internal::wikitext::ui::editor::syntax::MarkupDamagerRepairer ; 1.49003 ; 0.00102285 ; 0.0435179 ; 0.121386 ; 0.116244 ; 
org::eclipse::mylyn::internal::context::core::InteractionContextExternalizer ; 14.7303 ; 0.0435583 ; 0.218665 ; 9.55562 ; 0.454431 ; 
org::eclipse::mylyn::internal::tasks::core::TaskAttachment ; 3.39209 ; 0.00240007 ; 0.151673 ; 9.15904 ; 0.235454 ; 
org::eclipse::mylyn::internal::jira::core::wsdl::beans::RemoteIssue ; 5.94514 ; 0.0574516 ; 0.153982 ; 9.22122 ; 0.218565 ; 
org::eclipse::mylyn::internal::tasks::ui::actions::GroupSubTasksAction ; 7.47213 ; 0.0115866 ; 0.177402 ; 9.3062 ; 0.326336 ; 
org::eclipse::mylyn::internal::context::ui::commands::CopyContextHandler ; 4.17741 ; 0.00386675 ; 0.160399 ; 9.19476 ; 0.270741 ; 
org::eclipse::mylyn::tasks::core::data::TaskData ; 6.31013 ; 0.00476112 ; 0.1853 ; 9.29392 ; 0.368531 ; 
org::eclipse::mylyn::internal::tasks::bugs::PluginRepositoryMappingManager ; 4.88878 ; 0.0074936 ; 0.166327 ; 9.22338 ; 0.29442 ; 
org::eclipse::mylyn::wikitext::core::parser::markup::token::PatternLineBreakReplacementToken ; 1.49003 ; 0.00102285 ; 0.0435179 ; 0.121386 ; 0.116244 ; 
org::eclipse::mylyn::internal::wikitext::mediawiki::core::block::ParagraphBlock ; 1.49003 ; 0.00170474 ; 0.0435179 ; 0.121386 ; 0.116244 ; 
org::eclipse::mylyn::internal::tasks::ui::editors::LongTextAttributeEditor ; 7.50652 ; 0.00478171 ; 0.195488 ; 9.34192 ; 0.401096 ; 
org::eclipse::mylyn::internal::wikitext::mediawiki::core::MediaWikiIdGenerationStrategy ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::wikitext::textile::core::TextileLanguage ; 3.33706 ; 0.0198786 ; 0.180438 ; 9.21468 ; 0.291852 ; 
org::eclipse::mylyn::internal::java::ui::editor::FocusedJavaProposalProcessor ; 11.6827 ; 0.00638503 ; 0.193314 ; 9.43398 ; 0.361381 ; 
org::eclipse::mylyn::xplanner::wsdl::soap::domain::DomainData ; 6.45512 ; 0.022349 ; 0.0300186 ; 0.209384 ; 0.084371 ; 
org::eclipse::mylyn::internal::bugzilla::core::GzipGetMethod ; 6.32077 ; 0.0109688 ; 0.180927 ; 9.28597 ; 0.35212 ; 
org::eclipse::mylyn::internal::tasks::ui::editors::TaskUrlHyperlink ; 5.00502 ; 0.00167139 ; 0.151836 ; 9.19557 ; 0.218463 ; 
org::eclipse::mylyn::internal::tasks::ui::OfflineCachingStorage ; 11.5723 ; 0.0101934 ; 0.203127 ; 9.45138 ; 0.405776 ; 
org::eclipse::mylyn::tasks::core::data::TaskDataModelListener ; 4.74807 ; 0.00181359 ; 0.168807 ; 9.22447 ; 0.301664 ; 
org::eclipse::mylyn::wikitext::core::util::IgnoreDtdEntityResolver ; 1.49003 ; 8.52372e-4 ; 0.0435179 ; 0.121386 ; 0.116244 ; 
org::eclipse::mylyn::internal::tasks::ui::DialogErrorReporter ; 3.26838 ; 0.00254098 ; 0.155894 ; 9.16383 ; 0.24972 ; 
org::eclipse::mylyn::tasks::ui::wizards::NewTaskWizard ; 20.1023 ; 0.0807963 ; 0.262743 ; 9.76123 ; 0.573153 ; 
org::eclipse::mylyn::internal::wikitext::twiki::core::token::LinkReplacementToken ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::bugzilla::ui::search::SavedQueryFile ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::tasks::ui::editors::RepositoryTaskEditorDropListener ; 4.81344 ; 0.00453685 ; 0.170646 ; 9.22957 ; 0.309565 ; 
org::eclipse::mylyn::internal::wikitext::ui::editor::validation::AnnotationMarkupValidator ; 1.49003 ; 0.00426186 ; 0.0435179 ; 0.121386 ; 0.116244 ; 
org::eclipse::mylyn::context::core::ContextCore ; 6.32077 ; 0.00285952 ; 0.180927 ; 9.28597 ; 0.35212 ; 
org::eclipse::mylyn::internal::tasks::ui::search::SearchHitCollector ; 6.35853 ; 0.0185186 ; 0.169357 ; 9.26124 ; 0.295693 ; 
org::eclipse::mylyn::internal::wikitext::tracwiki::core::token::LineBreakToken ; 1.49003 ; 6.81897e-4 ; 0.0435179 ; 0.121386 ; 0.116244 ; 
org::eclipse::mylyn::internal::tasks::ui::views::TaskKeyComparator ; 10.799 ; 0.0350025 ; 0.166473 ; 9.35283 ; 0.234179 ; 
org::eclipse::mylyn::internal::tasks::ui::util::DownloadAttachmentJob ; 1.84703 ; 9.48744e-4 ; 0.136921 ; 9.09329 ; 0.175609 ; 
org::eclipse::mylyn::zest::layouts::algorithms::CompositeLayoutAlgorithm ; 2.73274 ; 0.0031303 ; 0.00752789 ; 0.0760607 ; 0.0080821 ; 
org::eclipse::mylyn::internal::tasks::ui::preferences::Messages ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::mylyn::internal::provisional::commons::ui::ScalingHyperlink ; 1.84703 ; 9.48744e-4 ; 0.136921 ; 9.09329 ; 0.175609 ; 
org::eclipse::mylyn::internal::jira::core::model::Resolution ; 9.23648 ; 0.0126484 ; 0.185332 ; 9.35788 ; 0.327864 ; 
org::eclipse::mylyn::bugzilla::deprecated::BugzillaRepositoryQuery ; 1.84703 ; 9.48744e-4 ; 0.136921 ; 9.09329 ; 0.175609 ; 
org::eclipse::mylyn::wikitext::core::parser::markup::token::PatternEntityReferenceReplacementToken ; 1.49003 ; 0.00187522 ; 0.0435179 ; 0.121386 ; 0.116244 ; 
