classname ; CvsEntropy ; CvsWEntropy ; CvsLinEntropy ; CvsLogEntropy ; CvsExpEntropy ; 
org::eclipse::osgi::framework::internal::core::BundleSource ; 3.36934 ; 0.0233368 ; 0.00504088 ; 0.0799243 ; 8.04404e-4 ; 
org::eclipse::osgi::storagemanager::StorageManager ; 5.51058 ; 0.240665 ; 0.030961 ; 0.182549 ; 0.08743 ; 
org::osgi::framework::FrameworkEvent ; 7.55192 ; 0.127693 ; 0.0121468 ; 0.181326 ; 0.00530405 ; 
org::eclipse::osgi::internal::resolver::StateDeltaImpl ; 8.38997 ; 0.052113 ; 0.025207 ; 0.228558 ; 0.0604196 ; 
org::eclipse::osgi::framework::internal::core::SystemBundleActivator ; 5.57623 ; 0.0240805 ; 0.00947894 ; 0.134134 ; 0.0101834 ; 
org::eclipse::osgi::framework::internal::core::AliasMapper ; 4.89304 ; 0.024276 ; 0.00691095 ; 0.11455 ; 8.53177e-4 ; 
org::eclipse::osgi::baseadaptor::bundlefile::DirBundleFile ; 5.00534 ; 0.0754136 ; 0.00951747 ; 0.125917 ; 0.00429287 ; 
legacy::lazystart::b::excluded::a::BAExcluded ; 0 ; 0 ; 0 ; 0 ; 0 ; 
substitutes::y::Ly ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::reliablefile::ReliableFileOutputStream ; 5.63536 ; 0.0525932 ; 0.00834157 ; 0.133442 ; 0.00113745 ; 
org::eclipse::osgi::internal::module::VersionHashMap ; 11.4018 ; 0.137771 ; 0.0302431 ; 0.302681 ; 0.0592573 ; 
org::eclipse::osgi::framework::internal::core::MultiSourcePackage ; 6.46017 ; 0.0378043 ; 0.0106805 ; 0.156226 ; 0.00442143 ; 
org::eclipse::osgi::internal::provisional::service::security::AuthorizationEvent ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::EclipseCommandProvider ; 10.3796 ; 0.429172 ; 0.0368341 ; 0.30198 ; 0.0923593 ; 
org::eclipse::core::runtime::internal::stats::BundleStats ; 1.80545 ; 0.0204604 ; 0.00325359 ; 0.0449517 ; 7.76991e-4 ; 
legacy::lazystart::FalseExceptionLegacy2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::osgi::service::permissionadmin::PermissionInfo ; 7.23572 ; 0.245985 ; 0.0100229 ; 0.168448 ; 0.00159788 ; 
org::eclipse::osgi::baseadaptor::bundlefile::MRUBundleFileList ; 10.1322 ; 0.393707 ; 0.0430045 ; 0.308139 ; 0.103594 ; 
org::eclipse::core::runtime::internal::adaptor::PluginParser ; 8.19537 ; 0.0595996 ; 0.0233627 ; 0.219499 ; 0.0555311 ; 
osgi::lazystart::c::excluded::b::CBExcluded ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::tests::bundles::BundleInstaller ; 3.66794 ; 0.242556 ; 0.0240648 ; 0.133375 ; 0.0823985 ; 
substitutes::y::Jy ; 0 ; 0 ; 0 ; 0 ; 0 ; 
host::multiple::exports::PublicClass2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::VersionConstraintImpl ; 4.23984 ; 0.050055 ; 0.0233466 ; 0.137633 ; 0.0831489 ; 
org::eclipse::osgi::framework::eventmgr::EventThread ; 1.56389 ; 0.00383528 ; 0.00178729 ; 0.0349726 ; 2.74126e-5 ; 
legacy::lazystart::SimpleLegacy ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::signedcontent::Base64 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::baseadaptor::BasePermissionStorage ; 1.5526 ; 0.0130683 ; 0.0024648 ; 0.0374733 ; 3.1645e-4 ; 
host::multiple::exports::PrivateClass2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::ServiceRegistryImpl ; 2.66716 ; 0.0370864 ; 0.00493033 ; 0.0668241 ; 0.00133571 ; 
org::eclipse::core::runtime::internal::stats::ResourceBundleStats ; 1.80545 ; 0.0204604 ; 0.00325359 ; 0.0449517 ; 7.76991e-4 ; 
org::eclipse::core::runtime::internal::adaptor::EclipseClassLoadingHook ; 8.37205 ; 0.335622 ; 0.0527692 ; 0.290368 ; 0.136551 ; 
org::eclipse::osgi::internal::signedcontent::SignedContentImpl ; 1.00337 ; 0.0333408 ; 0.0184252 ; 0.059163 ; 0.0641151 ; 
org::eclipse::osgi::baseadaptor::bundlefile::BundleEntry ; 5.32311 ; 0.0549416 ; 0.0203139 ; 0.155851 ; 0.0560013 ; 
org::eclipse::osgi::internal::module::ResolverImpl ; 36.0219 ; 2.67075 ; 0.107839 ; 0.993943 ; 0.221266 ; 
osgi::lazystart::c::excluded::a::CAExcluded ; 0 ; 0 ; 0 ; 0 ; 0 ; 
nativetest::c::Activator ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::protocol::MultiplexingURLStreamHandler ; 3.61726 ; 0.0523871 ; 0.0149135 ; 0.111739 ; 0.0415065 ; 
org::eclipse::osgi::service::resolver::DisabledInfo ; 1.782 ; 0.0263727 ; 0.0242588 ; 0.0892005 ; 0.0867542 ; 
substitutes::q::AFq ; 0 ; 0 ; 0 ; 0 ; 0 ; 
legacy::lazystart::TrueExceptionLegacy1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::Framework ; 33.736 ; 1.34951 ; 0.093806 ; 0.90957 ; 0.195082 ; 
org::osgi::service::condpermadmin::ConditionInfo ; 7.2789 ; 0.201274 ; 0.00996334 ; 0.168955 ; 0.00157588 ; 
org::eclipse::osgi::framework::internal::core::PermissionsHash ; 3.36934 ; 0.0233368 ; 0.00504088 ; 0.0799243 ; 8.04404e-4 ; 
org::eclipse::osgi::service::pluginconversion::PluginConversionException ; 2.99799 ; 0.0330965 ; 0.00356772 ; 0.0676475 ; 7.77927e-5 ; 
nativetest::b1::Activator ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::signedcontent::BERProcessor ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::log::FrameworkLogEntry ; 5.74218 ; 0.127408 ; 0.00789918 ; 0.133789 ; 6.17421e-4 ; 
exporter::importer::Activator ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::baseadaptor::DevClassLoadingHook ; 3.47713 ; 0.0615772 ; 0.00604026 ; 0.0857186 ; 0.00139815 ; 
org::eclipse::core::runtime::internal::stats::ClassloaderStats ; 2.8028 ; 0.0476795 ; 0.00632482 ; 0.0736046 ; 0.00506405 ; 
org::eclipse::core::runtime::internal::adaptor::ClasspathManifest ; 2.23731 ; 0.016766 ; 0.00355164 ; 0.0539991 ; 4.55407e-4 ; 
org::eclipse::osgi::internal::resolver::StateHelperImpl ; 19.4467 ; 0.661068 ; 0.0480741 ; 0.507472 ; 0.0886258 ; 
circularity::test::a::Activator ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::osgi::framework::PackagePermission ; 5.38882 ; 0.159366 ; 0.00777846 ; 0.12658 ; 0.00153909 ; 
org::eclipse::osgi::internal::resolver::StateWriter ; 18.2652 ; 0.417263 ; 0.0490372 ; 0.488007 ; 0.0997127 ; 
org::eclipse::osgi::framework::internal::core::FrameworkSecurityManager ; 7.71238 ; 0.0709882 ; 0.02402 ; 0.212488 ; 0.0578919 ; 
org::eclipse::core::runtime::internal::adaptor::BundleLocalizationImpl ; 2.80848 ; 0.0264338 ; 0.0046749 ; 0.0685148 ; 8.72555e-4 ; 
org::eclipse::osgi::internal::module::PermissionChecker ; 10.8639 ; 0.115987 ; 0.0269159 ; 0.280953 ; 0.0560865 ; 
org::eclipse::osgi::framework::internal::core::SecurePermissionStorage ; 2.55158 ; 0.0336037 ; 0.00445707 ; 0.0628946 ; 0.00126381 ; 
org::eclipse::core::runtime::internal::adaptor::EclipseLogHook ; 1.45568 ; 0.0882774 ; 0.00233034 ; 0.0352055 ; 3.11875e-4 ; 
org::eclipse::osgi::framework::internal::core::SystemBundle ; 11.0202 ; 0.237714 ; 0.0535415 ; 0.341038 ; 0.152795 ; 
chain::test::c::Activator ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::PackageSource ; 9.84115 ; 0.122068 ; 0.0204428 ; 0.250087 ; 0.0232856 ; 
org::eclipse::osgi::framework::internal::core::ServiceRegistrationImpl ; 13.8863 ; 0.389075 ; 0.0341551 ; 0.36207 ; 0.0609485 ; 
org::eclipse::osgi::framework::internal::protocol::reference::ReferenceURLConnection ; 6.72719 ; 0.0596479 ; 0.00862322 ; 0.154262 ; 4.27806e-4 ; 
org::eclipse::osgi::internal::profile::DefaultProfileLogger ; 2.71633 ; 0.133846 ; 0.0041602 ; 0.064995 ; 4.44512e-4 ; 
org::eclipse::osgi::internal::module::GenericCapability ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::PolicyHandler ; 5.55183 ; 0.0656852 ; 0.0218849 ; 0.165368 ; 0.0582527 ; 
org::eclipse::osgi::framework::internal::core::ServiceUse ; 5.71254 ; 0.116713 ; 0.0253502 ; 0.171902 ; 0.0832536 ; 
org::eclipse::osgi::internal::resolver::BundleDeltaImpl ; 3.38341 ; 0.00627343 ; 0.00387981 ; 0.0757162 ; 6.20124e-5 ; 
org::eclipse::osgi::internal::profile::Profile ; 2.71633 ; 0.0962163 ; 0.0041602 ; 0.064995 ; 4.44512e-4 ; 
org::eclipse::core::runtime::internal::adaptor::URLConverterImpl ; 2.23731 ; 0.0122874 ; 0.00355164 ; 0.0539991 ; 4.55407e-4 ; 
org::eclipse::core::runtime::internal::adaptor::ContextFinder ; 12.6435 ; 0.72654 ; 0.0282441 ; 0.328829 ; 0.0309022 ; 
org::eclipse::osgi::baseadaptor::bundlefile::BundleFile ; 9.83384 ; 0.120935 ; 0.0239365 ; 0.262567 ; 0.0270771 ; 
legacy::lazystart::c::Activator ; 0 ; 0 ; 0 ; 0 ; 0 ; 
chain::test::b::BChain ; 0 ; 0 ; 0 ; 0 ; 0 ; 
ext::extclasspath::a::importer::Activator ; 1.11258 ; 0.0301612 ; 0.00568177 ; 0.0373952 ; 0.0173512 ; 
org::eclipse::osgi::internal::signedcontent::TrustEngineListener ; 1.53632 ; 0.0286861 ; 0.0412709 ; 0.12341 ; 0.108877 ; 
substitutes::x::Ax ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::BaseDescriptionImpl ; 3.66738 ; 0.00893218 ; 0.00485337 ; 0.084597 ; 4.07824e-4 ; 
org::eclipse::core::runtime::internal::adaptor::EclipseLazyStarter ; 7.90097 ; 0.326291 ; 0.0299019 ; 0.234359 ; 0.0743943 ; 
org::eclipse::core::runtime::adaptor::LocationManager ; 15.1537 ; 0.697616 ; 0.0504974 ; 0.425571 ; 0.109464 ; 
org::eclipse::osgi::internal::signedcontent::PKCS7Processor ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::signedcontent::SignatureBlockProcessor ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::protocol::MultiplexingFactory ; 1.27192 ; 0.00403564 ; 0.00217381 ; 0.0312557 ; 4.04701e-4 ; 
org::eclipse::core::runtime::internal::adaptor::EclipseEnvironmentInfo ; 3.20728 ; 0.0410673 ; 0.00909957 ; 0.0878054 ; 0.0189425 ; 
org::eclipse::osgi::internal::signedcontent::BundleInstallListener ; 0.816746 ; 0.00601882 ; 0.0128408 ; 0.0441128 ; 0.0476675 ; 
org::eclipse::core::runtime::internal::adaptor::Semaphore ; 2.99956 ; 0.0221878 ; 0.00620245 ; 0.0772125 ; 0.00307906 ; 
osgi::lazystart::LazyExclude1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
substitutes::x::Nx ; 0 ; 0 ; 0 ; 0 ; 0 ; 
osgi::lazystart::b::excluded::b::BBExcluded ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::equinox::launcher::WebStartMain ; 7.74631 ; 0.748927 ; 0.0391368 ; 0.255544 ; 0.117569 ; 
org::eclipse::core::runtime::internal::adaptor::LocationHelper ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::internal::adaptor::DefaultStartupMonitor ; 1.23279 ; 0.028671 ; 0.00329293 ; 0.0340271 ; 0.00322608 ; 
org::eclipse::osgi::framework::internal::protocol::ContentHandlerFactory ; 12.8303 ; 0.109973 ; 0.0201323 ; 0.307556 ; 0.00482416 ; 
osgi::lazystart::c::Activator ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::BundleResourceHandler ; 11.2716 ; 0.0832847 ; 0.0190556 ; 0.274125 ; 0.00948777 ; 
org::eclipse::osgi::framework::internal::core::BundleHost ; 25.1033 ; 0.588834 ; 0.0746115 ; 0.683134 ; 0.119439 ; 
org::eclipse::core::runtime::internal::adaptor::BasicLocation ; 5.09245 ; 0.155495 ; 0.0251327 ; 0.164635 ; 0.07697 ; 
org::eclipse::osgi::internal::resolver::GenericDescriptionImpl ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::FrameworkCommandProvider ; 20.7622 ; 1.07722 ; 0.0467079 ; 0.538207 ; 0.0602701 ; 
osgi::lazystart::LazyInclude1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::FrameworkCommandInterpreter ; 11.5097 ; 0.579979 ; 0.0346268 ; 0.315998 ; 0.080062 ; 
org::eclipse::osgi::internal::baseadaptor::SystemBundleData ; 3.74492 ; 0.0435093 ; 0.00786638 ; 0.0965133 ; 0.00520896 ; 
org::eclipse::osgi::internal::baseadaptor::BundleUpdate ; 2.23731 ; 0.0272677 ; 0.00355164 ; 0.0539991 ; 4.55407e-4 ; 
org::eclipse::osgi::internal::resolver::StateReader ; 21.5348 ; 0.479871 ; 0.0542056 ; 0.566668 ; 0.100592 ; 
org::eclipse::osgi::internal::signedcontent::SignedBundleFile ; 1.38948 ; 0.0377823 ; 0.0280779 ; 0.086965 ; 0.0927189 ; 
org::eclipse::osgi::framework::internal::core::ConditionalPermissionInfoImpl ; 12.3019 ; 0.253672 ; 0.0274271 ; 0.308872 ; 0.0553026 ; 
org::eclipse::osgi::internal::signedcontent::SignedContentMessages ; 0.894814 ; 0.0237184 ; 0.0117639 ; 0.0440723 ; 0.0461278 ; 
org::eclipse::osgi::framework::eventmgr::EventListeners ; 7.82058 ; 0.0604007 ; 0.0396496 ; 0.245305 ; 0.119761 ; 
xfriends::test3::Activator ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::util::NLS ; 9.49506 ; 0.484675 ; 0.0432681 ; 0.287726 ; 0.125841 ; 
org::eclipse::osgi::framework::debug::Debug ; 9.9193 ; 0.203845 ; 0.0144459 ; 0.23388 ; 0.00207367 ; 
org::eclipse::osgi::framework::internal::core::PackageAdminImpl ; 27.5814 ; 0.811584 ; 0.080838 ; 0.756585 ; 0.170416 ; 
org::eclipse::osgi::internal::baseadaptor::BaseHookConfigurator ; 2.7276 ; 0.0252222 ; 0.00450414 ; 0.0664612 ; 7.16577e-4 ; 
org::eclipse::osgi::baseadaptor::bundlefile::ZipBundleFile ; 10.7773 ; 0.280545 ; 0.0357949 ; 0.308028 ; 0.0781678 ; 
substitutes::y::By ; 0 ; 0 ; 0 ; 0 ; 0 ; 
substitutes::x::Lx ; 0 ; 0 ; 0 ; 0 ; 0 ; 
osgi::lazystart::b::excluded::a::BAExcluded ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::BundleLoader ; 27.0966 ; 1.23574 ; 0.0715919 ; 0.723326 ; 0.136933 ; 
org::eclipse::osgi::framework::internal::core::ExportedPackageImpl ; 8.59336 ; 0.129787 ; 0.0185703 ; 0.218639 ; 0.0292815 ; 
org::eclipse::osgi::framework::internal::protocol::URLStreamHandlerProxy ; 6.60072 ; 0.167939 ; 0.0205964 ; 0.179821 ; 0.0554315 ; 
org::osgi::framework::InvalidSyntaxException ; 8.29275 ; 0.113254 ; 0.0131479 ; 0.198537 ; 0.0053541 ; 
org::eclipse::osgi::baseadaptor::loader::ClasspathManager ; 10.4053 ; 0.543131 ; 0.0494132 ; 0.327027 ; 0.101643 ; 
org::eclipse::osgi::framework::internal::core::SystemBundleLoader ; 6.22347 ; 0.244503 ; 0.0135029 ; 0.158543 ; 0.0209589 ; 
org::eclipse::osgi::internal::baseadaptor::AdaptorUtil ; 7.01743 ; 0.100508 ; 0.027289 ; 0.208953 ; 0.0725072 ; 
org::eclipse::osgi::framework::util::SecureAction ; 15.226 ; 0.340267 ; 0.0365523 ; 0.394734 ; 0.0631769 ; 
org::eclipse::osgi::framework::internal::protocol::reference::Handler ; 3.36934 ; 0.0233368 ; 0.00504088 ; 0.0799243 ; 8.04404e-4 ; 
org::eclipse::osgi::baseadaptor::loader::FragmentClasspath ; 4.04276 ; 0.0321498 ; 0.00680523 ; 0.0989508 ; 0.0012324 ; 
org::eclipse::osgi::framework::internal::core::AbstractBundle ; 30.3698 ; 0.727254 ; 0.11462 ; 0.88573 ; 0.267032 ; 
org::eclipse::osgi::framework::internal::reliablefile::ReliableFileInputStream ; 5.63536 ; 0.044671 ; 0.00834157 ; 0.133442 ; 0.00113745 ; 
host::multiple::exports::onlyone::PublicClass1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
substitutes::z::Ez ; 0 ; 0 ; 0 ; 0 ; 0 ; 
substitutes::x::Jx ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::baseadaptor::BundleInstall ; 2.23731 ; 0.0221957 ; 0.00355164 ; 0.0539991 ; 4.55407e-4 ; 
nativetest::a2::Activator ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::BundleCombinedPermissions ; 8.89851 ; 0.144607 ; 0.0232527 ; 0.231539 ; 0.0551954 ; 
org::eclipse::osgi::tests::appadmin::FailedApp ; 0 ; 0 ; 0 ; 0 ; 0 ; 
client2::multiple::exports::Activator ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::provisional::service::security::AuthorizationStatus ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::core::runtime::adaptor::EclipseStarter ; 38.2812 ; 2.09375 ; 0.149026 ; 1.12823 ; 0.328692 ; 
org::eclipse::osgi::service::resolver::VersionRange ; 6.91692 ; 0.029826 ; 0.0373884 ; 0.220354 ; 0.118994 ; 
org::eclipse::osgi::internal::module::GroupingChecker ; 16.5442 ; 1.32279 ; 0.0437113 ; 0.440377 ; 0.0850151 ; 
org::eclipse::core::runtime::internal::adaptor::EclipseErrorHandler ; 2.23731 ; 0.0302164 ; 0.00355164 ; 0.0539991 ; 4.55407e-4 ; 
legacy::lazystart::TrueExceptionLegacy2 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::baseadaptor::bundlefile::ZipBundleEntry ; 7.8367 ; 0.270869 ; 0.0449137 ; 0.262245 ; 0.134582 ; 
org::osgi::framework::BundleException ; 7.23232 ; 0.095036 ; 0.0100697 ; 0.16858 ; 0.00161281 ; 
org::eclipse::osgi::framework::internal::core::SystemPolicy ; 1.28035 ; 0.00229861 ; 0.0135087 ; 0.0568998 ; 0.0547689 ; 
org::eclipse::osgi::framework::util::Headers ; 8.96461 ; 0.401919 ; 0.0144483 ; 0.216101 ; 0.00449742 ; 
org::eclipse::osgi::framework::internal::core::PermissionAdminImpl ; 12.9001 ; 0.35029 ; 0.0294786 ; 0.327427 ; 0.0562521 ; 
org::eclipse::osgi::internal::baseadaptor::InvalidVersion ; 4.6384 ; 0.0386101 ; 0.0192271 ; 0.139325 ; 0.0558623 ; 
substitutes::y::My ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::ComputeNodeOrder ; 5.37258 ; 0.0266627 ; 0.0090543 ; 0.129977 ; 0.00651095 ; 
org::eclipse::osgi::framework::util::KeyedHashSet ; 4.04276 ; 0.0985122 ; 0.00680523 ; 0.0989508 ; 0.0012324 ; 
chain::test::b::Activator ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::internal::resolver::UserState ; 4.60695 ; 0.119214 ; 0.00788788 ; 0.112732 ; 0.00257616 ; 
org::eclipse::osgi::internal::signedcontent::SignedBundleHook ; 2.6703 ; 0.0268895 ; 0.034787 ; 0.13087 ; 0.129104 ; 
org::eclipse::core::runtime::internal::adaptor::PluginConverterImpl ; 11.7006 ; 0.184042 ; 0.0294548 ; 0.305974 ; 0.0568029 ; 
org::eclipse::osgi::internal::resolver::HostSpecificationImpl ; 5.41761 ; 0.0200353 ; 0.00949089 ; 0.131371 ; 0.0102415 ; 
org::osgi::framework::BundlePermission ; 9.006 ; 0.680116 ; 0.0139718 ; 0.214537 ; 0.00536056 ; 
org::eclipse::osgi::internal::signedcontent::LegacyVerifierFactory ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::internal::core::GlobalPolicy ; 4.27148 ; 0.132549 ; 0.00837626 ; 0.108468 ; 0.00348376 ; 
org::eclipse::osgi::framework::internal::core::BundleContextImpl ; 15.07 ; 0.308881 ; 0.0547618 ; 0.42891 ; 0.126098 ; 
legacy::lazystart::b::Activator ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::osgi::framework::debug::FrameworkDebugOptions ; 2.90044 ; 0.00629642 ; 0.00408857 ; 0.0679942 ; 3.32869e-4 ; 
org::eclipse::osgi::internal::module::ResolverConstraint ; 5.80382 ; 0.0817917 ; 0.0346087 ; 0.203948 ; 0.11455 ; 
org::eclipse::osgi::internal::module::MappedList ; 0 ; 0 ; 0 ; 0 ; 0 ; 
