12069,36
55346,36
65874,36
159227,36
160495,36
178581,36
179441,36
207455,36
31464,37
57224,37
76331,37
77426,37
108165,37
108454,37
191372,37
204584,37
17657,38
19415,38
31607,38
40087,38
45867,38
59434,38
86517,38
93951,38
103112,38
120045,38
169885,38
170104,38
170806,38
171051,38
172945,38
181111,38
14,39
11488,39
11886,39
12438,39
17273,39
22061,39
22368,39
25427,39
25853,39
26969,39
30924,39
30961,39
31802,39
32134,39
32350,39
33038,39
34593,39
42976,39
43151,39
45895,39
55108,39
55837,39
61916,39
66077,39
76496,39
79913,39
82841,39
86485,39
92891,39
104135,39
104372,39
107510,39
108454,39
111047,39
114190,39
120529,39
128708,39
153070,39
168857,39
175057,39
204321,39
205024,39
33668,40
172660,40
110334,41
175801,41
180227,41
194961,41
93157,42
168968,42
186521,43
11335,45
16466,45
35943,45
45045,45
53065,45
54016,45
57333,45
72413,45
82986,45
84159,45
96511,45
110398,45
114132,45
119062,45
136388,45
155810,45
170362,45
171992,45
174073,45
174636,45
177364,45
177477,45
186342,45
186380,45
188923,45
193997,45
198342,45
214639,45
1659,48
2712,48
3276,48
5272,48
7001,48
8623,48
9588,48
10640,48
11026,48
11107,48
11155,48
11165,48
12454,48
13619,48
13646,48
13958,48
15946,48
16038,48
17548,48
17804,48
18187,48
18654,48
19014,48
19622,48
20067,48
20386,48
20557,48
21244,48
23318,48
24813,48
25071,48
27127,48
28039,48
28332,48
28799,48
28839,48
30343,48
30535,48
31586,48
32737,48
32959,48
33525,48
33974,48
36240,48
36737,48
40025,48
40238,48
40586,48
40849,48
44060,48
44399,48
45294,48
46110,48
47063,48
47642,48
47716,48
48060,48
48360,48
50033,48
50706,48
56175,48
57627,48
57993,48
59233,48
64530,48
67432,48
70466,48
70768,48
71023,48
72858,48
73855,48
74483,48
74886,48
76359,48
76423,48
76433,48
76499,48
80038,48
101396,48
108677,48
109166,48
124793,48
126754,48
128465,48
128970,48
143467,48
143568,48
145934,48
149343,48
149549,48
151470,48
152310,48
152368,48
152492,48
154469,48
155125,48
155140,48
155190,48
156973,48
168915,48
169229,48
170973,48
171690,48
171738,48
172171,48
172799,48
174389,48
175183,48
176233,48
179417,48
181000,48
183206,48
184700,48
186072,48
189701,48
191372,48
191423,48
192141,48
201144,48
201184,48
201187,48
204497,48
205078,48
206251,48
207795,48
214871,48
219303,48
219334,48
219589,48
2347,49
6076,49
45529,49
57993,49
190882,49
7794,50
33059,50
146070,50
216014,50
972,52
1506,52
4758,52
22811,52
51966,52
68236,52
72774,52
78886,52
79425,52
93330,52
122292,52
123153,52
155137,52
164332,52
170596,52
171185,52
179290,52
186240,52
192299,52
204714,52
204987,52
205716,52
211083,52
144198,54
7290,55
972,56
17544,56
83066,56
97248,56
136027,56
170978,56
179374,56
186620,56
187051,56
187552,56
191653,56
196736,56
25648,58
7060,60
187753,61
43327,62
219529,62
155657,64
26,65
5676,65
112219,65
145533,65
9591,67
19474,67
57497,67
158126,67
178418,67
198,70
211,70
265,70
29252,70
76094,70
76744,70
78455,70
84150,70
85125,70
90693,70
99576,70
119335,70
147271,70
152688,70
154330,70
176051,70
4162,72
98206,72
202962,72
205262,72
772,73
1156,73
1417,73
3664,73
10648,73
10883,73
23994,73
45529,73
71336,73
79772,73
81286,73
93338,73
104395,73
108204,73
149343,73
150239,73
165246,73
191319,73
1584,76
23120,78
36313,78
67120,78
96512,78
102322,78
124661,78
152261,78
176603,78
179981,78
182226,78
202299,78
215423,78
219173,78
635,79
772,79
2712,79
3653,79
6492,79
8184,79
10454,79
10783,79
11124,79
14950,79
18973,79
19545,79
20965,79
21257,79
24813,79
25071,79
25508,79
29950,79
32927,79
34508,79
35477,79
42362,79
42917,79
46717,79
50675,79
55246,79
56175,79
57224,79
59993,79
65802,79
70058,79
71023,79
71809,79
72709,79
76100,79
76433,79
104825,79
110451,79
117587,79
118181,79
118548,79
126754,79
141918,79
153654,79
155757,79
160365,79
160814,79
160857,79
170098,79
170406,79
171123,79
171370,79
172199,79
175033,79
177617,79
190219,79
194032,79
195953,79
195998,79
197351,79
205044,79
205531,79
207412,79
208855,79
219303,79
70952,80
76100,80
120402,80
155262,80
772,82
1156,82
9643,82
19432,82
191372,82
206116,83
6,87
10,87
1179,87
7060,87
7826,87
9643,87
10380,87
10448,87
10783,87
11335,87
12659,87
15918,87
42362,87
92299,87
110448,87
150256,87
160526,87
194820,87
196387,87
201298,87
203271,87
204584,87
3547,89
6,90
10,90
10,91
965,91
1174,91
1313,91
6266,91
9313,91
10677,91
33550,91
33992,91
203121,91
54940,97
700,98
7489,100
105148,101
132088,101
1382,107
5578,107
16594,107
25071,107
26934,107
28266,107
33265,107
33678,107
37301,107
44067,107
45824,107
49881,107
109774,107
125148,107
145130,107
154787,107
170693,107
172799,107
173079,107
180785,107
188851,107
194321,107
198638,107
201144,107
204559,107
204669,107
6039,111
6557,111
104895,111
134107,111
204341,111
952,112
248,114
6815,114
7192,114
8297,114
11886,114
15426,114
15946,114
18420,114
19240,114
24070,114
28208,114
30159,114
30535,114
32894,114
33309,114
33510,114
33803,114
34011,114
34025,114
40053,114
45934,114
49861,114
50606,114
51016,114
59589,114
59707,114
71278,114
76790,114
80951,114
82986,114
96511,114
101493,114
101688,114
107538,114
118422,114
124155,114
126517,114
131247,114
131625,114
143579,114
156786,114
170399,114
170900,114
172474,114
172799,114
176999,114
178227,114
187676,114
191550,114
193864,114
194390,114
205230,114
210262,114
1506,116
2619,116
3122,116
4893,116
5180,116
10789,116
13646,116
16504,116
18920,116
20557,116
22591,116
22743,116
24813,116
25617,116
28418,116
29093,116
30535,116
34468,116
36737,116
40238,116
42917,116
45082,116
46110,116
47063,116
47642,116
56560,116
64564,116
64815,116
66809,116
70119,116
76463,116
79732,116
79855,116
91069,116
97028,116
99873,116
101679,116
102677,116
113578,116
128970,116
142065,116
142105,116
143467,116
145195,116
147296,116
149367,116
150898,116
152527,116
159836,116
160247,116
166327,116
167742,116
169806,116
169931,116
171690,116
176690,116
177102,116
179052,116
180715,116
192188,116
193965,116
201223,116
203007,116
210499,116
219303,116
388,117
829,117
952,117
1253,117
27299,117
110700,117
191372,117
194575,117
19803,118
23664,118
31695,118
39410,118
40238,118
44384,118
66359,118
104135,118
106691,118
113722,118
113820,118
114190,118
127257,118
180272,118
182902,118
184874,118
219664,118
447,119
8579,119
11346,119
23838,119
47063,119
57379,119
64330,119
72945,119
81353,119
96225,119
97642,119
124781,119
153035,119
166041,119
173967,119
205294,119
205413,119
207938,119
209579,119
78261,120
772,121
19975,121
101584,121
201187,121
206689,121
772,122
1106,122
4334,122
6362,122
9313,122
9790,122
10499,122
12600,122
12753,122
13683,122
14317,122
16786,122
21115,122
22135,122
23514,122
25495,122
27299,122
27811,122
29611,122
29612,122
30347,122
37489,122
43568,122
44341,122
45925,122
49199,122
50324,122
69788,122
71251,122
74806,122
81261,122
84101,122
92299,122
92380,122
94736,122
94796,122
94929,122
95074,122
96066,122
101325,122
105089,122
108190,122
111648,122
112179,122
118181,122
127231,122
128458,122
141990,122
149383,122
153038,122
165491,122
166293,122
166914,122
170347,122
170370,122
172555,122
172770,122
172799,122
173957,122
173959,122
173967,122
174372,122
184385,122
191372,122
192451,122
204171,122
217138,122
218269,122
280620,122
3068,124
142112,124
10,125
4392,125
9313,125
10402,125
10736,125
175769,125
187676,125
4557,126
9264,126
10778,126
10810,126
12520,126
71251,126
126555,126
192517,126
194850,126
204584,126
45939,128
36140,130
68235,130
188136,132
4204,133
7602,133
9429,133
9530,133
10883,133
21423,133
21936,133
22386,133
23253,133
27495,133
28051,133
29747,133
34050,133
35134,133
38580,133
44121,133
63243,133
68569,133
81368,133
83617,133
84026,133
96511,133
104135,133
104263,133
124074,133
142190,133
146003,133
150930,133
153315,133
153345,133
164879,133
169348,133
170674,133
