release.version.revision-className,faulty,WMC,DIT,NOC,CBO,RFC,LCOM,NPM,LOC
0.4.0-org.apache.hadoop.mapred.TextOutputFormat,0,9,2,0,14,25,0,8,132
0.4.0-org.apache.hadoop.metrics.ContextFactory,0,10,1,0,11,48,21,7,251
0.4.0-org.apache.hadoop.metrics.file.FileContext,0,17,1,2,24,31,70,16,170
0.4.0-org.apache.hadoop.metrics.ganglia.GangliaContext,0,3,1,0,4,6,0,2,31
0.4.0-org.apache.hadoop.metrics.MetricsContext,0,4,0,0,6,36,6,4,287
0.4.0-org.apache.hadoop.metrics.MetricsException,0,27,1,0,18,80,115,20,828
0.4.0-org.apache.hadoop.metrics.MetricsRecord,0,8,1,0,8,18,0,7,90
0.4.0-org.apache.hadoop.metrics.spi.AbstractMetricsContext,0,67,6,2,66,284,167,40,2609
0.4.0-org.apache.hadoop.metrics.spi.MetricsRecordImpl,0,2,1,0,5,8,0,1,24
0.4.0-org.apache.hadoop.metrics.spi.MetricValue,0,2,2,0,2,4,0,1,22
0.4.0-org.apache.hadoop.metrics.spi.NullContext,0,3,1,0,2,11,0,3,68
0.4.0-org.apache.hadoop.metrics.spi.OutputRecord,0,3,1,0,11,35,3,2,122
0.4.0-org.apache.hadoop.metrics.spi.Util,0,2,1,0,5,13,0,1,75
0.4.0-org.apache.hadoop.metrics.Updater,0,15,1,0,11,55,0,13,529
0.4.0-org.apache.hadoop.record.BinaryInputArchive,1,17,2,0,20,42,50,14,243
0.4.0-org.apache.hadoop.record.BinaryOutputArchive,1,6,1,0,14,6,15,6,6
0.4.0-org.apache.hadoop.record.compiler.CppGenerator,0,6,0,0,11,56,13,4,736
0.4.0-org.apache.hadoop.record.compiler.generated.ParseException,0,4,1,0,7,8,6,3,28
0.4.0-org.apache.hadoop.record.compiler.generated.Rcc,0,4,1,0,7,10,6,3,37
0.4.0-org.apache.hadoop.record.compiler.generated.RccConstants,0,4,1,0,9,11,6,3,30
0.4.0-org.apache.hadoop.record.compiler.generated.RccTokenManager,1,4,1,0,7,10,6,3,34
0.4.0-org.apache.hadoop.record.compiler.generated.SimpleCharStream,0,4,1,0,7,11,4,3,44
0.4.0-org.apache.hadoop.record.compiler.generated.Token,0,4,1,0,8,14,6,3,40
0.4.0-org.apache.hadoop.record.compiler.generated.TokenMgrError,0,2,0,0,2,5,1,2,28
0.4.0-org.apache.hadoop.record.compiler.JavaGenerator,0,2,0,0,3,12,1,2,59
0.4.0-org.apache.hadoop.record.compiler.JBoolean,0,2,0,0,6,18,1,2,97
0.4.0-org.apache.hadoop.record.compiler.JBuffer,0,5,0,0,17,45,8,3,252
0.4.0-org.apache.hadoop.record.compiler.JByte,0,3,1,0,2,4,3,2,12
0.4.0-org.apache.hadoop.record.compiler.JCompType,0,4,0,0,17,41,4,3,211
0.4.0-org.apache.hadoop.record.compiler.JDouble,0,3,1,0,2,4,3,2,12
0.4.0-org.apache.hadoop.record.compiler.JField,0,4,0,0,9,18,6,2,89
0.4.0-org.apache.hadoop.record.compiler.JFile,0,4,1,0,6,10,0,3,50
0.4.0-org.apache.hadoop.record.compiler.JFloat,0,2,0,0,8,7,1,2,23
0.4.0-org.apache.hadoop.record.compiler.JInt,0,3,1,0,6,9,0,2,41
0.4.0-org.apache.hadoop.record.compiler.JLong,0,9,1,0,4,31,14,6,144
0.4.0-org.apache.hadoop.record.compiler.JMap,0,7,0,0,4,36,0,7,201
0.4.0-org.apache.hadoop.record.compiler.JRecord,1,13,0,0,5,51,46,3,505
0.4.0-org.apache.hadoop.record.compiler.JString,1,8,1,0,4,8,28,8,9
0.4.0-org.apache.hadoop.record.compiler.JType,0,2,4,0,3,4,1,2,10
0.4.0-org.apache.hadoop.record.compiler.JVector,0,15,1,0,3,15,105,15,15
0.4.0-org.apache.hadoop.record.CsvInputArchive,1,29,6,3,18,85,217,12,552
0.4.0-org.apache.hadoop.record.CsvOutputArchive,1,1,3,0,1,2,0,0,5
0.4.0-org.apache.hadoop.record.Index,0,2,3,0,3,4,1,0,10
0.4.0-org.apache.hadoop.record.InputArchive,1,20,1,0,5,32,140,15,185
0.4.0-org.apache.hadoop.record.OutputArchive,1,4,1,0,2,5,0,4,30
0.4.0-org.apache.hadoop.record.Record,0,5,0,0,3,6,10,2,12
0.4.0-org.apache.hadoop.record.RecordReader,0,5,1,0,6,11,0,4,37
0.4.0-org.apache.hadoop.record.RecordWriter,0,2,1,0,1,12,1,1,80
0.4.0-org.apache.hadoop.record.Utils,1,1,1,0,2,1,0,0,164
0.4.0-org.apache.hadoop.record.XmlInputArchive,1,79,7,0,13,127,532,45,3576
0.4.0-org.apache.hadoop.record.XmlOutputArchive,1,4,0,0,2,8,6,4,44
0.4.0-org.apache.hadoop.util.CopyFiles,1,15,0,5,11,28,39,10,336
0.4.0-org.apache.hadoop.util.Daemon,0,3,0,0,2,7,3,3,39
0.4.0-org.apache.hadoop.util.DiskChecker,0,19,2,0,6,48,0,18,208
0.4.0-org.apache.hadoop.util.LogFormatter,0,5,0,0,4,10,4,5,36
0.4.0-org.apache.hadoop.util.PrintJarMainClass,0,3,0,0,2,7,3,3,28
0.4.0-org.apache.hadoop.util.ProgramDriver,0,26,0,0,10,77,77,21,1986
0.4.0-org.apache.hadoop.util.Progress,0,4,0,0,2,8,6,4,60
0.4.0-org.apache.hadoop.util.Progressable,0,19,1,7,12,24,105,0,458
0.4.0-org.apache.hadoop.util.RunJar,0,32,1,0,9,60,160,23,762
0.4.0-org.apache.hadoop.util.Tool,0,4,1,0,3,8,4,2,38
0.4.0-org.apache.hadoop.util.ToolBase,1,19,1,0,4,33,0,16,223
