release.version.revision-className,faulty,WMC,DIT,NOC,CBO,RFC,LCOM,NPM,LOC
0.6.0-org.apache.hadoop.record.BinaryOutputArchive,0,2,1,0,3,4,1,1,432
0.6.0-org.apache.hadoop.record.compiler.CppGenerator,0,6,1,0,17,6,15,6,438
0.6.0-org.apache.hadoop.record.compiler.generated.ParseException,0,3,0,0,9,34,3,3,440
0.6.0-org.apache.hadoop.record.compiler.generated.Rcc,0,8,0,0,16,64,18,5,447
0.6.0-org.apache.hadoop.record.compiler.generated.RccConstants,0,4,1,0,7,8,6,3,453
0.6.0-org.apache.hadoop.record.compiler.generated.RccTokenManager,0,4,1,0,7,10,6,3,454
0.6.0-org.apache.hadoop.record.compiler.generated.SimpleCharStream,0,4,1,0,13,25,4,3,458
0.6.0-org.apache.hadoop.record.compiler.generated.Token,0,3,0,0,10,18,0,2,462
0.6.0-org.apache.hadoop.record.compiler.generated.TokenMgrError,0,4,1,0,8,10,6,3,463
0.6.0-org.apache.hadoop.record.compiler.JavaGenerator,0,4,1,0,7,10,6,3,478
0.6.0-org.apache.hadoop.record.compiler.JBoolean,0,4,1,0,8,11,6,3,493
0.6.0-org.apache.hadoop.record.compiler.JBuffer,0,4,1,0,8,14,6,3,514
0.6.0-org.apache.hadoop.record.compiler.JByte,0,2,0,0,2,5,1,2,545
0.6.0-org.apache.hadoop.record.compiler.JCompType,0,2,0,0,3,12,1,2,564
0.6.0-org.apache.hadoop.record.compiler.JDouble,0,4,0,0,11,66,6,3,565
0.6.0-org.apache.hadoop.record.compiler.JField,0,8,0,0,20,48,0,5,590
0.6.0-org.apache.hadoop.record.compiler.JFile,0,3,1,0,2,4,3,2,602
0.6.0-org.apache.hadoop.record.compiler.JFloat,0,4,0,0,17,41,4,3,619
0.6.0-org.apache.hadoop.record.compiler.JInt,0,3,1,0,2,4,3,2,622
0.6.0-org.apache.hadoop.record.compiler.JLong,0,10,0,0,22,84,33,6,622
0.6.0-org.apache.hadoop.record.compiler.JMap,0,3,1,0,3,4,3,2,622
0.6.0-org.apache.hadoop.record.compiler.JRecord,0,4,1,0,3,5,6,2,631
0.6.0-org.apache.hadoop.record.compiler.JString,0,5,0,0,14,22,0,4,640
0.6.0-org.apache.hadoop.record.compiler.JType,0,0,1,0,2,0,0,0,648
0.6.0-org.apache.hadoop.record.compiler.JVector,0,6,1,0,8,17,5,6,662
0.6.0-org.apache.hadoop.record.CsvInputArchive,0,9,3,0,20,32,7,7,703
0.6.0-org.apache.hadoop.record.CsvOutputArchive,0,9,1,0,5,31,14,6,706
0.6.0-org.apache.hadoop.record.Index,0,7,0,0,4,36,0,7,713
0.6.0-org.apache.hadoop.record.InputArchive,0,12,0,0,5,47,34,3,732
0.6.0-org.apache.hadoop.record.OutputArchive,0,5,1,0,13,22,4,3,771
0.6.0-org.apache.hadoop.record.Record,0,8,1,0,5,8,28,8,816
0.6.0-org.apache.hadoop.record.RecordReader,0,2,4,0,3,4,1,2,837
0.6.0-org.apache.hadoop.record.RecordWriter,0,15,1,0,12,15,105,15,843
0.6.0-org.apache.hadoop.record.XmlInputArchive,0,33,5,0,17,88,93,30,844
0.6.0-org.apache.hadoop.record.XmlOutputArchive,0,3,1,0,2,4,0,2,960
0.6.0-org.apache.hadoop.tools.Logalyzer,0,24,5,0,9,70,64,20,970
0.6.0-org.apache.hadoop.util.CopyFiles,0,107,8,0,32,210,686,69,997
0.6.0-org.apache.hadoop.util.Daemon,0,2,1,0,2,7,0,0,997
0.6.0-org.apache.hadoop.util.DiskChecker,0,14,0,0,7,25,35,14,1017
0.6.0-org.apache.hadoop.util.LogFormatter,0,8,0,5,8,18,13,3,1059
0.6.0-org.apache.hadoop.util.PrintJarMainClass,0,16,1,0,3,32,0,16,1106
0.6.0-org.apache.hadoop.util.ProgramDriver,0,6,1,0,5,23,3,5,1112
0.6.0-org.apache.hadoop.util.Progress,0,2,0,0,2,3,1,2,1187
0.6.0-org.apache.hadoop.util.Progressable,0,3,0,0,2,7,3,3,1199
0.6.0-org.apache.hadoop.util.ReflectionUtils,0,12,0,0,3,25,42,7,1205
0.6.0-org.apache.hadoop.util.RunJar,0,18,0,0,9,65,51,18,1247
0.6.0-org.apache.hadoop.util.StringUtils,1,19,1,7,12,24,105,0,1285
0.6.0-org.apache.hadoop.util.Tool,0,12,0,0,3,25,42,7,1296
0.6.0-org.apache.hadoop.util.ToolBase,1,20,1,0,7,39,118,16,1376
0.6.1-org.apache.hadoop.dfs.DataNode,1,84,4,0,85,331,469,44,1420
0.6.1-org.apache.hadoop.dfs.NameNode,1,6,2,0,14,30,1,4,1601
0.6.1-org.apache.hadoop.io.SequenceFile,1,79,20,3,74,180,36,66,1654
0.6.1-org.apache.hadoop.mapred.JobConf,1,2,3,0,2,6,0,1,1709
0.6.1-org.apache.hadoop.mapred.JobInProgress,1,5,1,0,17,40,1,5,1870
0.6.1-org.apache.hadoop.mapred.JobTracker,1,38,8,0,36,122,77,34,1995
0.6.1-org.apache.hadoop.mapred.TaskTracker,1,36,5,0,101,120,72,29,2049
0.6.2-org.apache.hadoop.dfs.DataNode,1,84,4,0,85,331,469,44,2473
0.6.2-org.apache.hadoop.fs.FSDataInputStream,1,10,1,0,27,69,4,8,2709
0.6.2-org.apache.hadoop.io.Text,1,11,1,0,9,26,5,10,3075
0.6.2-org.apache.hadoop.mapred.MapOutputLocation,1,28,1,0,31,120,62,25,3402
0.6.2-org.apache.hadoop.mapred.ReduceTaskRunner,1,43,3,0,57,179,168,31,3402
0.6.2-org.apache.hadoop.mapred.TaskTracker,1,36,5,0,101,120,72,29,5031
0.6.2-org.apache.hadoop.record.Utils,1,5,0,0,3,6,10,2,5646
