release.version.revision-className,faulty,WMC,DIT,NOC,CBO,RFC,LCOM,NPM,LOC
0.5.0-org.apache.hadoop.fs.ChecksumException,0,3,1,0,5,35,3,1,242
0.5.0-org.apache.hadoop.fs.DF,0,4,0,0,15,50,6,3,352
0.5.0-org.apache.hadoop.fs.FileSystem,0,12,2,0,23,108,12,7,808
0.5.0-org.apache.hadoop.fs.FileUtil,1,3,0,0,8,12,0,2,43
0.5.0-org.apache.hadoop.fs.FSDataInputStream,0,21,5,0,22,73,83,18,512
0.5.0-org.apache.hadoop.fs.FSDataOutputStream,0,31,1,2,44,179,154,10,1712
0.5.0-org.apache.hadoop.fs.FSError,0,13,0,0,14,89,16,3,790
0.5.0-org.apache.hadoop.fs.FSInputStream,0,3,0,0,12,29,3,2,232
0.5.0-org.apache.hadoop.fs.FSOutputStream,0,68,0,2,64,107,2270,66,708
0.5.0-org.apache.hadoop.fs.LocalFileSystem,1,15,3,0,17,54,56,9,516
0.5.0-org.apache.hadoop.fs.Path,1,11,4,0,19,19,17,6,123
0.5.0-org.apache.hadoop.fs.PathFilter,0,4,4,0,2,9,0,4,105
0.5.0-org.apache.hadoop.fs.Seekable,0,7,3,0,9,40,0,5,364
0.5.0-org.apache.hadoop.io.ArrayFile,0,39,2,5,36,113,459,37,702
0.5.0-org.apache.hadoop.io.ArrayWritable,0,9,0,0,4,21,0,9,75
0.5.0-org.apache.hadoop.io.BooleanWritable,0,21,1,1,64,50,33,19,463
0.5.0-org.apache.hadoop.io.BytesWritable,0,2,2,0,7,2,0,2,2
0.5.0-org.apache.hadoop.io.Closeable,0,11,0,0,9,44,43,5,565
0.5.0-org.apache.hadoop.io.CompressedWritable,0,5,1,0,1,13,2,0,155
0.5.0-org.apache.hadoop.io.DataInputBuffer,0,20,1,0,20,89,77,6,919
0.5.0-org.apache.hadoop.io.DataOutputBuffer,0,6,0,2,22,45,2,4,297
0.5.0-org.apache.hadoop.io.FloatWritable,0,18,0,0,30,93,18,13,952
0.5.0-org.apache.hadoop.io.IntWritable,0,10,0,0,29,67,4,10,448
0.5.0-org.apache.hadoop.io.LongWritable,0,14,0,0,10,52,35,9,574
0.5.0-org.apache.hadoop.io.MapFile,1,20,1,0,16,46,0,19,283
0.5.0-org.apache.hadoop.io.MD5Hash,0,13,1,0,5,24,14,11,146
0.5.0-org.apache.hadoop.io.NullWritable,0,14,1,0,4,27,0,12,175
0.5.0-org.apache.hadoop.io.ObjectWritable,1,3,1,0,5,7,1,3,34
0.5.0-org.apache.hadoop.io.SequenceFile,1,58,14,1,44,106,42,49,549
0.5.0-org.apache.hadoop.io.SetFile,0,21,2,4,30,99,18,17,945
0.5.0-org.apache.hadoop.io.Text,1,21,2,0,14,99,78,17,606
0.5.0-org.apache.hadoop.io.TwoDArrayWritable,0,9,1,0,7,23,14,7,213
0.5.0-org.apache.hadoop.io.UTF8,0,7,1,0,7,15,1,7,80
0.5.0-org.apache.hadoop.io.VersionedWritable,0,3,1,0,9,5,1,0,37
0.5.0-org.apache.hadoop.io.Writable,0,25,1,0,26,73,170,15,736
0.5.0-org.apache.hadoop.io.WritableComparable,0,20,1,0,13,41,126,9,269
0.5.0-org.apache.hadoop.io.WritableComparator,0,3,1,0,10,22,0,3,92
0.5.0-org.apache.hadoop.io.WritableFactories,1,3,1,0,12,34,0,3,206
0.5.0-org.apache.hadoop.io.WritableFactory,0,6,0,0,13,34,0,4,159
0.5.0-org.apache.hadoop.io.WritableName,1,5,1,0,6,20,0,2,96
0.5.0-org.apache.hadoop.io.WritableUtils,0,28,2,0,35,104,73,13,1117
0.5.0-org.apache.hadoop.ipc.Client,0,44,0,0,59,203,32,25,2416
0.5.0-org.apache.hadoop.ipc.RemoteException,0,12,0,0,11,58,64,10,435
0.5.0-org.apache.hadoop.ipc.RPC,1,25,0,2,24,92,29,22,485
0.5.0-org.apache.hadoop.ipc.Server,0,54,3,0,23,135,417,47,2237
0.5.0-org.apache.hadoop.ipc.SocketChannelOutputStream,0,22,1,0,48,58,59,17,661
0.5.0-org.apache.hadoop.ipc.VersionedProtocol,1,17,1,8,30,29,122,13,338
0.5.0-org.apache.hadoop.mapred.ClusterStatus,0,6,2,0,45,13,4,4,50
0.5.0-org.apache.hadoop.mapred.CombiningCollector,0,7,1,0,2,20,5,4,131
0.5.0-org.apache.hadoop.mapred.FileSplit,0,20,1,0,15,53,188,19,590
0.5.0-org.apache.hadoop.mapred.getMapOutput_jsp,0,2,2,0,2,4,1,0,10
0.5.0-org.apache.hadoop.mapred.InputFormat,0,3,1,0,4,9,1,0,31
0.5.0-org.apache.hadoop.mapred.InputFormatBase,0,14,1,0,13,43,43,5,302
0.5.0-org.apache.hadoop.mapred.InterTrackerProtocol,0,4,1,1,7,8,6,3,55
0.5.0-org.apache.hadoop.mapred.IsolationRunner,0,10,8,0,17,70,1,6,434
0.5.0-org.apache.hadoop.mapred.JobClient,1,8,1,0,7,13,0,4,81
0.5.0-org.apache.hadoop.mapred.JobConf,0,2,4,0,5,3,0,2,13
0.5.0-org.apache.hadoop.mapred.JobConfigurable,0,14,1,0,18,41,77,6,239
0.5.0-org.apache.hadoop.mapred.jobdetails_jsp,0,10,1,0,8,25,5,10,163
0.5.0-org.apache.hadoop.mapred.jobfailures_jsp,0,2,1,0,7,15,0,2,50
0.5.0-org.apache.hadoop.mapred.JobInProgress,1,7,4,0,11,35,1,7,189
0.5.0-org.apache.hadoop.mapred.JobProfile,0,28,2,1,16,54,208,7,294
0.5.0-org.apache.hadoop.mapred.JobStatus,1,16,3,0,13,108,29,7,629
0.5.0-org.apache.hadoop.mapred.JobSubmissionProtocol,0,7,2,0,3,69,0,2,608
0.5.0-org.apache.hadoop.mapred.jobtasks_jsp,0,8,2,0,1,27,0,7,188
0.5.0-org.apache.hadoop.mapred.JobTracker,1,39,5,0,50,118,112,32,794
0.5.0-org.apache.hadoop.mapred.jobtracker_jsp,0,3,2,0,5,15,0,2,102
0.5.0-org.apache.hadoop.mapred.lib.HashPartitioner,0,10,1,0,11,18,15,6,102
0.5.0-org.apache.hadoop.mapred.lib.IdentityMapper,0,2,1,0,3,4,1,1,9
0.5.0-org.apache.hadoop.mapred.lib.IdentityReducer,0,4,1,0,11,25,0,4,136
0.5.0-org.apache.hadoop.mapred.lib.InverseMapper,0,10,1,0,17,24,0,9,103
0.5.0-org.apache.hadoop.mapred.lib.LongSumReducer,0,3,0,0,9,33,3,3,214
0.5.0-org.apache.hadoop.mapred.lib.RegexMapper,0,3,1,0,11,3,3,3,3
0.5.0-org.apache.hadoop.mapred.lib.TokenCountMapper,0,9,1,2,12,35,30,4,325
0.5.0-org.apache.hadoop.mapred.LocalJobRunner,1,13,2,0,22,69,30,8,339
0.5.0-org.apache.hadoop.mapred.MapFileOutputFormat,0,26,1,0,30,110,114,21,789
0.5.0-org.apache.hadoop.mapred.MapOutputFile,0,12,1,0,5,31,0,11,170
0.5.0-org.apache.hadoop.mapred.MapOutputLocation,1,74,1,0,54,126,2544,70,1027
0.5.0-org.apache.hadoop.mapred.Mapper,0,6,0,0,8,49,9,3,427
0.5.0-org.apache.hadoop.mapred.MapReduceBase,0,5,0,0,8,41,2,3,404
0.5.0-org.apache.hadoop.mapred.MapRunnable,0,27,1,0,26,124,103,21,1540
0.5.0-org.apache.hadoop.mapred.MapRunner,0,2,1,0,2,4,1,1,31
0.5.0-org.apache.hadoop.mapred.MapTask,0,38,5,0,47,66,92,29,293
0.5.0-org.apache.hadoop.mapred.MapTaskRunner,0,3,0,0,8,38,3,3,432
0.5.0-org.apache.hadoop.mapred.MRConstants,0,2,1,0,3,6,1,1,37
0.5.0-org.apache.hadoop.mapred.OutputCollector,0,6,1,0,7,34,0,4,204
0.5.0-org.apache.hadoop.mapred.OutputFormat,0,3,1,0,2,17,0,3,126
0.5.0-org.apache.hadoop.mapred.OutputFormatBase,0,3,1,0,3,11,0,3,77
0.5.0-org.apache.hadoop.mapred.Partitioner,0,7,1,0,7,10,0,0,115
0.5.0-org.apache.hadoop.mapred.RecordReader,0,2,0,0,6,4,1,2,10
0.5.0-org.apache.hadoop.mapred.RecordWriter,0,2,0,0,6,6,1,2,16
0.5.0-org.apache.hadoop.mapred.Reducer,0,2,0,0,6,4,1,2,11
0.5.0-org.apache.hadoop.mapred.ReduceTask,0,43,3,0,57,179,168,31,1106
0.5.0-org.apache.hadoop.mapred.ReduceTaskRunner,0,29,5,0,61,82,35,24,384
0.5.0-org.apache.hadoop.mapred.Reporter,0,3,1,9,12,4,3,3,8
0.5.0-org.apache.hadoop.mapred.RunningJob,0,1,1,0,6,1,0,1,1
0.5.0-org.apache.hadoop.mapred.SequenceFileInputFilter,0,33,5,0,72,133,39,22,718
0.5.0-org.apache.hadoop.mapred.SequenceFileInputFormat,0,10,1,0,6,42,15,6,306
0.5.0-org.apache.hadoop.mapred.SequenceFileOutputFormat,0,7,2,0,7,44,1,5,197
0.5.0-org.apache.hadoop.mapred.SequenceFileRecordReader,0,0,1,0,3,0,0,0,4
0.5.0-org.apache.hadoop.mapred.StatusHttpServer,1,1,1,0,21,1,0,1,1
0.5.0-org.apache.hadoop.mapred.Task,0,5,2,3,16,14,4,5,42
0.5.0-org.apache.hadoop.mapred.taskdetails_jsp,0,1,1,0,7,1,0,1,1
0.5.0-org.apache.hadoop.mapred.TaskInProgress,0,4,1,0,12,47,6,2,322
0.5.0-org.apache.hadoop.mapred.TaskReport,0,5,0,0,8,16,8,4,92
0.5.0-org.apache.hadoop.mapred.TaskRunner,1,7,1,0,25,19,3,7,117
0.5.0-org.apache.hadoop.mapred.TaskStatus,0,2,1,0,13,2,1,2,2
0.5.0-org.apache.hadoop.mapred.TaskTracker,1,29,8,0,56,135,28,15,1087
0.5.0-org.apache.hadoop.mapred.tasktracker_jsp,0,17,0,0,34,81,68,11,441
0.5.0-org.apache.hadoop.mapred.TaskTrackerStatus,0,9,3,0,9,27,1,6,179
0.5.0-org.apache.hadoop.mapred.TaskUmbilicalProtocol,0,8,2,0,14,37,0,5,274
0.5.0-org.apache.hadoop.mapred.TextInputFormat,1,7,1,0,16,24,6,6,101
0.5.0-org.apache.hadoop.mapred.TextOutputFormat,0,20,2,1,23,77,25,14,433
0.5.0-org.apache.hadoop.metrics.ContextFactory,0,20,1,2,26,39,98,19,225
0.5.0-org.apache.hadoop.metrics.file.FileContext,0,3,1,0,4,6,0,2,31
0.5.0-org.apache.hadoop.metrics.ganglia.GangliaContext,0,4,0,0,6,36,6,4,287
0.5.0-org.apache.hadoop.metrics.Metrics,0,27,1,0,18,79,115,19,867
0.5.0-org.apache.hadoop.metrics.MetricsContext,0,8,1,0,8,18,0,7,90
0.5.0-org.apache.hadoop.metrics.MetricsException,0,15,2,2,15,77,69,7,693
0.5.0-org.apache.hadoop.metrics.MetricsRecord,0,2,2,0,1,6,0,1,17
0.5.0-org.apache.hadoop.metrics.spi.AbstractMetricsContext,0,56,5,0,59,219,133,36,1996
0.5.0-org.apache.hadoop.metrics.spi.MetricsRecordImpl,0,3,1,0,2,11,0,3,68
0.5.0-org.apache.hadoop.metrics.spi.MetricValue,0,3,1,0,12,35,3,2,123
0.5.0-org.apache.hadoop.metrics.spi.NullContext,0,2,1,0,5,13,0,1,75
0.5.0-org.apache.hadoop.metrics.spi.OutputRecord,0,15,1,0,11,59,0,13,564
0.5.0-org.apache.hadoop.metrics.spi.Util,0,2,1,0,3,7,0,0,55
0.5.0-org.apache.hadoop.metrics.Updater,0,15,1,0,17,38,49,13,234
0.5.0-org.apache.hadoop.record.BinaryInputArchive,0,8,2,0,20,10,16,7,16
0.5.0-org.apache.hadoop.record.BinaryOutputArchive,0,8,0,0,12,69,24,5,971
0.5.0-org.apache.hadoop.record.compiler.CppGenerator,0,4,1,0,7,8,6,3,28
0.5.0-org.apache.hadoop.record.compiler.generated.ParseException,0,4,1,0,7,10,6,3,37
0.5.0-org.apache.hadoop.record.compiler.generated.Rcc,0,4,1,0,13,25,4,3,92
0.5.0-org.apache.hadoop.record.compiler.generated.RccConstants,0,3,0,0,10,19,0,2,101
0.5.0-org.apache.hadoop.record.compiler.generated.RccTokenManager,0,4,1,0,9,11,6,3,30
0.5.0-org.apache.hadoop.record.compiler.generated.SimpleCharStream,0,4,1,0,7,10,6,3,34
0.5.0-org.apache.hadoop.record.compiler.generated.Token,0,4,1,0,7,11,4,3,44
0.5.0-org.apache.hadoop.record.compiler.generated.TokenMgrError,0,4,1,0,8,14,6,3,40
0.5.0-org.apache.hadoop.record.compiler.JavaGenerator,0,2,0,0,2,5,1,2,29
0.5.0-org.apache.hadoop.record.compiler.JBoolean,0,2,0,0,3,12,1,2,60
0.5.0-org.apache.hadoop.record.compiler.JBuffer,0,5,0,0,11,67,10,3,543
0.5.0-org.apache.hadoop.record.compiler.JByte,0,9,0,0,20,52,6,5,446
0.5.0-org.apache.hadoop.record.compiler.JCompType,0,3,1,0,2,4,3,2,8
0.5.0-org.apache.hadoop.record.compiler.JDouble,0,5,0,0,17,45,8,3,252
0.5.0-org.apache.hadoop.record.compiler.JField,0,3,1,0,2,4,3,2,12
0.5.0-org.apache.hadoop.record.compiler.JFile,0,4,0,0,17,41,4,3,211
0.5.0-org.apache.hadoop.record.compiler.JFloat,0,3,1,0,2,4,3,2,12
0.5.0-org.apache.hadoop.record.compiler.JInt,0,4,0,0,9,18,6,2,89
0.5.0-org.apache.hadoop.record.compiler.JLong,0,4,1,0,6,10,0,3,50
0.5.0-org.apache.hadoop.record.compiler.JMap,0,2,0,0,8,7,1,2,23
0.5.0-org.apache.hadoop.record.compiler.JRecord,0,3,1,0,6,9,0,2,41
0.5.0-org.apache.hadoop.record.compiler.JString,0,9,1,0,5,31,14,6,144
0.5.0-org.apache.hadoop.record.compiler.JType,0,7,0,0,4,36,0,7,201
0.5.0-org.apache.hadoop.record.compiler.JVector,0,13,0,0,5,51,46,3,505
0.5.0-org.apache.hadoop.record.CsvInputArchive,0,15,6,0,21,34,33,13,94
0.5.0-org.apache.hadoop.record.CsvOutputArchive,0,15,1,0,12,15,105,15,15
0.5.0-org.apache.hadoop.record.Index,0,26,1,3,15,78,217,11,530
0.5.0-org.apache.hadoop.record.InputArchive,0,2,2,0,1,5,0,1,17
0.5.0-org.apache.hadoop.record.OutputArchive,0,1,3,0,2,2,0,0,5
0.5.0-org.apache.hadoop.record.Record,0,1,3,0,1,2,0,0,5
0.5.0-org.apache.hadoop.record.RecordReader,0,2,3,0,3,4,1,0,10
0.5.0-org.apache.hadoop.record.RecordWriter,0,20,1,0,5,32,140,15,185
0.5.0-org.apache.hadoop.record.Utils,0,17,1,0,4,31,64,16,110
0.5.0-org.apache.hadoop.record.XmlInputArchive,0,69,7,0,30,171,330,35,4255
0.5.0-org.apache.hadoop.record.XmlOutputArchive,0,36,1,0,2,49,338,31,1108
0.5.0-org.apache.hadoop.tools.Logalyzer,0,11,5,0,6,30,18,7,239
0.5.0-org.apache.hadoop.util.CopyFiles,1,38,1,5,18,75,48,33,547
0.5.0-org.apache.hadoop.util.Daemon,0,3,1,0,3,16,0,2,80
0.5.0-org.apache.hadoop.util.DiskChecker,0,5,0,0,4,10,4,5,36
0.5.0-org.apache.hadoop.util.LogFormatter,0,15,0,0,5,30,45,10,466
0.5.0-org.apache.hadoop.util.PrintJarMainClass,0,14,0,0,7,54,45,14,1538
0.5.0-org.apache.hadoop.util.ProgramDriver,0,23,1,7,14,32,111,4,518
0.5.0-org.apache.hadoop.util.Progress,0,12,0,0,3,23,42,7,358
0.5.0-org.apache.hadoop.util.Progressable,0,20,1,0,6,37,118,16,404
0.5.0-org.apache.hadoop.util.RunJar,1,23,2,0,7,41,4,18,261
0.5.0-org.apache.hadoop.util.StringUtils,1,2,1,0,7,2,1,2,2
0.5.0-org.apache.hadoop.util.Tool,0,15,1,0,6,15,105,15,15
0.5.0-org.apache.hadoop.util.ToolBase,1,15,1,0,5,15,105,15,15
