release.version.revision-className,faulty,WMC,DIT,NOC,CBO,RFC,LCOM,NPM,LOC
0.3.0-org.apache.hadoop.mapred.jobfailures_jsp,0,12,1,0,16,33,60,4,175
0.3.0-org.apache.hadoop.mapred.JobProfile,0,20,1,1,23,66,93,9,331
0.3.0-org.apache.hadoop.mapred.JobStatus,0,8,3,0,9,48,0,3,316
0.3.0-org.apache.hadoop.mapred.JobSubmissionProtocol,0,3,2,0,6,47,1,2,258
0.3.0-org.apache.hadoop.mapred.jobtasks_jsp,0,2,2,0,3,25,0,2,135
0.3.0-org.apache.hadoop.mapred.JobTracker,1,37,4,0,37,116,103,30,788
0.3.0-org.apache.hadoop.mapred.jobtracker_jsp,0,3,2,0,5,15,0,2,102
0.3.0-org.apache.hadoop.mapred.lib.HashPartitioner,0,10,1,0,10,18,15,6,102
0.3.0-org.apache.hadoop.mapred.lib.IdentityMapper,0,2,1,0,3,4,1,1,9
0.3.0-org.apache.hadoop.mapred.lib.IdentityReducer,0,4,1,0,9,25,0,4,136
0.3.0-org.apache.hadoop.mapred.lib.InverseMapper,0,10,1,0,14,24,0,9,103
0.3.0-org.apache.hadoop.mapred.lib.LongSumReducer,0,3,0,0,8,33,3,3,214
0.3.0-org.apache.hadoop.mapred.lib.RegexMapper,0,2,1,0,9,2,1,2,2
0.3.0-org.apache.hadoop.mapred.lib.TokenCountMapper,0,8,1,2,11,34,22,3,302
0.3.0-org.apache.hadoop.mapred.LocalJobRunner,0,19,2,0,26,88,59,16,651
0.3.0-org.apache.hadoop.mapred.machines_jsp,0,12,1,0,5,31,0,11,170
0.3.0-org.apache.hadoop.mapred.MapOutputFile,0,6,0,0,8,49,9,3,427
0.3.0-org.apache.hadoop.mapred.MapOutputLocation,1,33,2,0,34,160,90,26,1879
0.3.0-org.apache.hadoop.mapred.Mapper,0,11,1,0,16,21,19,9,130
0.3.0-org.apache.hadoop.mapred.MapReduceBase,0,2,1,0,3,4,1,1,9
0.3.0-org.apache.hadoop.mapred.MapRunnable,0,12,1,0,17,24,20,10,117
0.3.0-org.apache.hadoop.mapred.MapRunner,0,2,1,0,3,4,1,1,9
0.3.0-org.apache.hadoop.mapred.MapTask,0,57,2,0,60,265,512,45,2511
0.3.0-org.apache.hadoop.mapred.MapTaskRunner,0,2,1,0,3,6,1,1,37
0.3.0-org.apache.hadoop.mapred.MRConstants,0,6,1,0,5,30,0,4,190
0.3.0-org.apache.hadoop.mapred.OutputCollector,0,3,1,0,2,17,0,3,126
0.3.0-org.apache.hadoop.mapred.Partitioner,0,3,1,0,4,5,3,3,14
0.3.0-org.apache.hadoop.mapred.RecordReader,0,2,0,0,6,4,1,2,10
0.3.0-org.apache.hadoop.mapred.RecordWriter,0,2,0,0,6,6,1,2,16
0.3.0-org.apache.hadoop.mapred.Reducer,0,2,0,0,6,4,1,2,11
0.3.0-org.apache.hadoop.mapred.ReduceTaskRunner,1,33,4,0,51,122,41,27,679
0.3.0-org.apache.hadoop.mapred.RunningJob,0,1,1,0,12,1,0,1,1
0.3.0-org.apache.hadoop.mapred.SequenceFileInputFormat,0,3,1,8,11,4,3,3,8
0.3.0-org.apache.hadoop.mapred.SequenceFileRecordReader,0,13,0,0,27,54,32,10,281
0.3.0-org.apache.hadoop.mapred.StatusHttpServer,0,2,1,0,3,4,1,1,9
0.3.0-org.apache.hadoop.mapred.taskdetails_jsp,0,3,0,0,8,14,0,3,45
0.3.0-org.apache.hadoop.mapred.TaskReport,0,1,1,0,19,1,0,1,1
0.3.0-org.apache.hadoop.mapred.TaskRunner,0,5,2,3,14,14,4,5,42
0.3.0-org.apache.hadoop.mapred.TaskStatus,0,1,1,0,7,1,0,1,1
0.3.0-org.apache.hadoop.mapred.TaskTracker,1,35,7,0,72,137,90,26,781
0.3.0-org.apache.hadoop.mapred.tasktracker_jsp,0,2,1,0,13,2,1,2,2
0.3.0-org.apache.hadoop.mapred.TaskTrackerStatus,0,11,1,0,23,86,15,4,792
0.3.0-org.apache.hadoop.mapred.TaskUmbilicalProtocol,0,6,1,0,3,9,0,5,44
0.3.0-org.apache.hadoop.mapred.TextInputFormat,0,16,2,0,18,67,21,13,359
0.3.0-org.apache.hadoop.metrics.ContextFactory,0,4,0,0,5,32,6,4,255
0.3.0-org.apache.hadoop.metrics.file.FileContext,0,27,1,0,18,80,115,20,828
0.3.0-org.apache.hadoop.metrics.ganglia.GangliaContext,0,8,1,0,8,18,0,7,90
0.3.0-org.apache.hadoop.metrics.MetricsContext,0,15,2,2,15,77,69,7,693
0.3.0-org.apache.hadoop.metrics.MetricsException,0,2,2,0,1,6,0,1,17
0.3.0-org.apache.hadoop.metrics.MetricsRecord,0,16,1,0,11,25,40,16,148
0.3.0-org.apache.hadoop.metrics.spi.AbstractMetricsContext,0,37,5,0,47,178,26,20,1514
0.3.0-org.apache.hadoop.metrics.spi.MetricsRecordImpl,0,3,1,0,11,35,3,2,122
0.3.0-org.apache.hadoop.metrics.spi.MetricValue,0,2,1,0,5,12,0,1,74
0.3.0-org.apache.hadoop.metrics.spi.NullContext,0,15,1,0,11,53,0,13,519
0.3.0-org.apache.hadoop.metrics.spi.OutputRecord,0,16,1,0,14,38,58,14,223
0.3.0-org.apache.hadoop.metrics.spi.Util,0,2,1,0,3,4,1,1,9
0.3.0-org.apache.hadoop.metrics.Updater,0,6,1,0,14,6,15,6,6
0.3.0-org.apache.hadoop.record.BinaryInputArchive,0,10,1,0,18,64,19,7,764
0.3.0-org.apache.hadoop.record.BinaryOutputArchive,0,4,1,0,7,10,6,3,37
0.3.0-org.apache.hadoop.record.compiler.CppGenerator,0,4,1,0,9,11,6,3,30
0.3.0-org.apache.hadoop.record.compiler.generated.ParseException,0,4,1,0,7,10,6,3,34
0.3.0-org.apache.hadoop.record.compiler.generated.Rcc,0,4,1,0,7,11,4,3,44
0.3.0-org.apache.hadoop.record.compiler.generated.RccConstants,0,4,1,0,8,14,6,3,40
0.3.0-org.apache.hadoop.record.compiler.generated.RccTokenManager,0,5,0,0,17,45,8,3,252
0.3.0-org.apache.hadoop.record.compiler.generated.SimpleCharStream,0,2,1,0,2,3,1,1,10
0.3.0-org.apache.hadoop.record.compiler.generated.Token,0,4,0,0,17,41,4,3,211
0.3.0-org.apache.hadoop.record.compiler.generated.TokenMgrError,0,2,1,0,2,3,1,1,10
0.3.0-org.apache.hadoop.record.compiler.JavaGenerator,0,4,0,0,9,18,6,2,89
0.3.0-org.apache.hadoop.record.compiler.JBoolean,0,4,1,0,6,10,0,3,50
0.3.0-org.apache.hadoop.record.compiler.JBuffer,0,2,0,0,7,7,1,2,22
0.3.0-org.apache.hadoop.record.compiler.JByte,0,3,1,0,6,9,0,2,41
0.3.0-org.apache.hadoop.record.compiler.JCompType,0,9,1,0,4,31,14,6,144
0.3.0-org.apache.hadoop.record.compiler.JDouble,0,7,0,0,4,36,0,7,201
0.3.0-org.apache.hadoop.record.compiler.JField,0,13,0,0,5,51,46,3,505
0.3.0-org.apache.hadoop.record.compiler.JFile,0,8,1,0,4,8,28,8,9
0.3.0-org.apache.hadoop.record.compiler.JFloat,0,2,4,0,3,4,1,2,10
0.3.0-org.apache.hadoop.record.compiler.JInt,0,15,1,0,3,15,105,15,15
0.3.0-org.apache.hadoop.record.compiler.JLong,0,26,1,3,15,78,217,11,530
0.3.0-org.apache.hadoop.record.compiler.JMap,0,2,2,0,1,5,0,1,17
0.3.0-org.apache.hadoop.record.compiler.JRecord,0,1,3,0,2,2,0,0,5
0.3.0-org.apache.hadoop.record.compiler.JString,0,1,3,0,1,2,0,0,5
0.3.0-org.apache.hadoop.record.compiler.JType,0,2,3,0,3,4,1,0,10
0.3.0-org.apache.hadoop.record.compiler.JVector,0,20,1,0,5,32,140,15,185
0.3.0-org.apache.hadoop.record.CsvInputArchive,0,14,2,0,11,22,10,10,79
0.3.0-org.apache.hadoop.record.CsvOutputArchive,0,2,1,0,1,12,1,1,80
0.3.0-org.apache.hadoop.record.Index,0,1,1,0,2,1,0,1,1
0.3.0-org.apache.hadoop.record.InputArchive,0,17,1,0,5,31,26,16,119
0.3.0-org.apache.hadoop.record.OutputArchive,0,3,1,0,2,4,0,2,24
0.3.0-org.apache.hadoop.record.Record,0,17,1,0,4,31,26,16,110
0.3.0-org.apache.hadoop.record.RecordReader,0,2,1,0,2,16,0,2,156
0.3.0-org.apache.hadoop.record.RecordWriter,0,5,3,0,2,18,0,4,375
0.3.0-org.apache.hadoop.record.Utils,0,4,0,0,2,8,6,4,44
0.3.0-org.apache.hadoop.record.XmlInputArchive,0,34,1,5,16,67,42,34,503
0.3.0-org.apache.hadoop.record.XmlOutputArchive,0,3,1,0,3,16,0,2,80
0.3.0-org.apache.hadoop.util.CopyFiles,0,5,0,0,4,10,4,5,36
0.3.0-org.apache.hadoop.util.Daemon,0,3,0,0,2,7,3,3,28
0.3.0-org.apache.hadoop.util.DiskChecker,1,26,0,0,10,77,77,21,1985
0.3.0-org.apache.hadoop.util.LogFormatter,0,23,1,7,14,32,111,22,518
0.3.0-org.apache.hadoop.util.PrintJarMainClass,0,12,0,0,3,23,42,7,358
0.3.0-org.apache.hadoop.util.ProgramDriver,0,20,2,0,8,37,118,16,404
0.3.0-org.apache.hadoop.util.Progress,0,4,1,0,3,8,4,2,38
0.3.0-org.apache.hadoop.util.StringUtils,0,15,1,0,6,15,105,15,15
0.3.1-org.apache.hadoop.dfs.DataNode,1,39,3,0,44,219,188,15,2091
0.3.1-org.apache.hadoop.dfs.DFSClient,1,88,6,0,48,310,461,60,3039
0.3.1-org.apache.hadoop.dfs.FSDirectory,1,26,2,0,17,82,62,20,750
0.3.1-org.apache.hadoop.dfs.FSNamesystem,1,117,6,0,47,384,953,60,6127
0.3.1-org.apache.hadoop.fs.FileSystem,1,7,0,0,24,40,1,6,248
0.3.1-org.apache.hadoop.fs.LocalFileSystem,1,22,11,0,28,65,17,15,556
0.3.1-org.apache.hadoop.mapred.InputFormat,1,14,1,0,11,43,43,5,302
0.3.1-org.apache.hadoop.mapred.InputFormatBase,1,2,3,0,2,6,0,1,26
0.3.1-org.apache.hadoop.mapred.JobClient,1,10,3,1,17,61,7,7,410
0.3.1-org.apache.hadoop.mapred.JobTracker,1,37,4,0,37,116,103,30,787
0.3.1-org.apache.hadoop.mapred.TaskInProgress,1,0,1,0,3,0,0,0,4
0.3.2-org.apache.hadoop.conf.Configuration,1,37,1,1,65,132,564,31,1089
0.3.2-org.apache.hadoop.dfs.DataNode,1,39,3,0,46,223,182,15,2151
0.3.2-org.apache.hadoop.dfs.DatanodeInfo,1,8,2,2,11,26,0,8,126
0.3.2-org.apache.hadoop.dfs.DatanodeProtocol,1,17,0,0,23,42,88,15,212
0.3.2-org.apache.hadoop.dfs.DFSClient,1,88,6,0,48,310,461,60,3039
0.3.2-org.apache.hadoop.dfs.DistributedFileSystem,1,7,0,0,5,14,0,7,43
0.3.2-org.apache.hadoop.dfs.FSDataset,1,37,1,0,23,90,4,33,530
0.3.2-org.apache.hadoop.dfs.FSNamesystem,1,117,6,0,47,386,953,60,6180
0.3.2-org.apache.hadoop.dfs.NameNode,1,4,1,0,7,24,0,3,112
0.3.2-org.apache.hadoop.dfs.UnregisteredDatanodeException,1,3,1,0,3,10,0,2,40
0.3.2-org.apache.hadoop.fs.FileSystem,1,7,0,0,24,40,1,6,248
0.3.2-org.apache.hadoop.fs.FSDataOutputStream,1,83,0,2,100,283,1969,70,2214
0.3.2-org.apache.hadoop.fs.LocalFileSystem,1,22,11,0,28,65,17,15,556
0.3.2-org.apache.hadoop.io.ObjectWritable,1,10,7,0,8,16,2,9,72
0.3.2-org.apache.hadoop.io.SequenceFile,1,69,8,5,57,188,58,57,1421
0.3.2-org.apache.hadoop.io.WritableName,1,10,1,0,12,40,11,3,517
0.3.2-org.apache.hadoop.mapred.JobInProgress,1,12,2,0,15,40,5,12,213
0.3.2-org.apache.hadoop.mapred.JobTracker,1,37,4,0,37,116,103,30,787
0.3.2-org.apache.hadoop.mapred.MapFileOutputFormat,1,69,1,0,45,122,2194,65,1012
0.3.2-org.apache.hadoop.mapred.MapOutputLocation,1,33,2,0,34,160,90,26,1879
0.3.2-org.apache.hadoop.mapred.OutputFormat,1,3,1,0,3,11,0,3,77
0.3.2-org.apache.hadoop.mapred.OutputFormatBase,1,3,1,0,3,16,0,3,120
0.3.2-org.apache.hadoop.mapred.ReduceTask,1,34,3,0,50,126,104,24,686
0.3.2-org.apache.hadoop.mapred.ReduceTaskRunner,1,33,4,0,51,122,41,27,679
0.3.2-org.apache.hadoop.mapred.Reporter,1,1,1,0,3,1,0,1,1
0.3.2-org.apache.hadoop.mapred.SequenceFileOutputFormat,1,4,2,0,14,12,1,4,68
0.3.2-org.apache.hadoop.mapred.Task,1,6,2,0,12,19,0,4,108
0.3.2-org.apache.hadoop.mapred.TaskTracker,1,35,7,0,72,137,90,26,774
0.3.2-org.apache.hadoop.mapred.TextOutputFormat,1,19,2,2,28,36,70,17,197
0.3.2-org.apache.hadoop.util.DiskChecker,1,26,0,0,10,77,77,21,1986
0.3.2-org.apache.hadoop.util.RunJar,1,21,2,0,11,35,1,18,225
