release.version.revision-className,faulty,WMC,DIT,NOC,CBO,RFC,LCOM,NPM,LOC
0.7.0-org.apache.hadoop.fs.FSOutputStream,0,2,0,0,7,33,0,2,270
0.7.0-org.apache.hadoop.fs.Path,0,2,1,0,3,4,1,1,12
0.7.0-org.apache.hadoop.fs.PathFilter,0,2,1,0,3,6,0,1,22
0.7.0-org.apache.hadoop.fs.PositionedReadable,0,7,1,0,3,24,0,1,237
0.7.0-org.apache.hadoop.fs.Seekable,0,13,1,0,12,56,78,9,596
0.7.0-org.apache.hadoop.HadoopVersionAnnotation,0,5,3,0,7,20,0,4,146
0.7.0-org.apache.hadoop.io.ArrayFile,0,9,7,4,26,14,16,8,96
0.7.0-org.apache.hadoop.io.ArrayWritable,0,6,0,3,14,20,13,4,110
0.7.0-org.apache.hadoop.io.BooleanWritable,0,41,0,0,17,114,445,41,700
0.7.0-org.apache.hadoop.io.BytesWritable,0,23,1,1,77,61,32,20,582
0.7.0-org.apache.hadoop.io.Closeable,0,1,1,0,5,1,0,1,1
0.7.0-org.apache.hadoop.io.compress.CompressionCodec,0,3,1,0,4,3,3,3,3
0.7.0-org.apache.hadoop.io.compress.CompressionCodecFactory,0,1,1,0,4,1,0,1,1
0.7.0-org.apache.hadoop.io.compress.CompressionInputStream,0,11,0,0,9,44,43,5,565
0.7.0-org.apache.hadoop.io.compress.CompressionOutputStream,0,5,1,0,1,16,2,0,155
0.7.0-org.apache.hadoop.io.compress.DefaultCodec,0,25,1,2,44,130,59,10,1121
0.7.0-org.apache.hadoop.io.compress.GzipCodec,0,45,0,0,66,192,8,25,2202
0.7.0-org.apache.hadoop.io.CompressedWritable,0,2,0,0,5,7,0,2,30
0.7.0-org.apache.hadoop.io.DataInputBuffer,0,22,2,0,7,37,3,21,261
0.7.0-org.apache.hadoop.io.DataOutputBuffer,0,17,1,0,8,32,2,16,217
0.7.0-org.apache.hadoop.io.FloatWritable,0,4,2,0,19,4,3,4,4
0.7.0-org.apache.hadoop.io.IntWritable,0,13,3,1,20,76,28,10,473
0.7.0-org.apache.hadoop.io.LongWritable,0,18,3,3,22,32,15,16,90
0.7.0-org.apache.hadoop.io.MapFile,0,12,8,1,6,24,2,11,69
0.7.0-org.apache.hadoop.io.MD5Hash,0,6,0,0,9,12,7,5,32
0.7.0-org.apache.hadoop.io.NullWritable,0,2,5,0,1,4,1,2,10
0.7.0-org.apache.hadoop.io.ObjectWritable,0,5,5,0,4,11,4,4,29
0.7.0-org.apache.hadoop.io.SequenceFile,0,76,21,3,68,134,33,61,637
0.7.0-org.apache.hadoop.io.SetFile,0,10,1,3,18,55,14,9,385
0.7.0-org.apache.hadoop.io.Text,0,20,2,0,14,85,67,16,536
0.7.0-org.apache.hadoop.io.TwoDArrayWritable,0,5,0,0,5,15,0,4,54
0.7.0-org.apache.hadoop.io.UTF8,0,11,1,0,9,26,5,10,236
0.7.0-org.apache.hadoop.io.VersionedWritable,0,5,1,0,5,9,0,5,47
0.7.0-org.apache.hadoop.io.VersionMismatchException,0,11,1,0,25,27,53,6,300
0.7.0-org.apache.hadoop.io.WritableComparable,0,13,0,0,17,45,38,5,453
0.7.0-org.apache.hadoop.io.WritableComparator,0,7,1,0,7,15,1,3,119
0.7.0-org.apache.hadoop.io.WritableFactories,0,4,2,0,7,7,4,2,56
0.7.0-org.apache.hadoop.io.WritableFactory,0,33,1,0,35,96,230,19,1429
0.7.0-org.apache.hadoop.io.WritableName,0,8,0,0,14,34,26,4,221
0.7.0-org.apache.hadoop.io.WritableUtils,0,26,3,0,36,102,126,15,624
0.7.0-org.apache.hadoop.ipc.RemoteException,0,8,0,0,12,40,0,4,403
0.7.0-org.apache.hadoop.ipc.RPC,0,38,0,0,49,205,86,24,2692
0.7.0-org.apache.hadoop.ipc.Server,1,26,0,2,26,100,34,23,546
0.7.0-org.apache.hadoop.ipc.VersionedProtocol,0,21,1,0,39,55,38,17,642
0.7.0-org.apache.hadoop.mapred.analysejobhistory_jsp,0,6,1,0,4,13,7,6,53
0.7.0-org.apache.hadoop.mapred.ClusterStatus,0,4,5,0,97,9,1,4,30
0.7.0-org.apache.hadoop.mapred.DefaultJobHistoryParser,0,24,3,8,78,43,131,18,391
0.7.0-org.apache.hadoop.mapred.FileSplit,0,6,1,0,2,14,0,4,86
0.7.0-org.apache.hadoop.mapred.InputFormat,0,22,1,0,20,59,229,21,603
0.7.0-org.apache.hadoop.mapred.InputFormatBase,0,2,2,0,2,4,1,0,10
0.7.0-org.apache.hadoop.mapred.JobClient,0,16,5,0,14,82,25,9,723
0.7.0-org.apache.hadoop.mapred.JobConfigurable,0,3,2,0,4,20,1,1,85
0.7.0-org.apache.hadoop.mapred.jobcontrol.Job,0,3,0,0,4,5,0,2,28
0.7.0-org.apache.hadoop.mapred.jobcontrol.JobControl,0,5,1,0,3,8,0,2,53
0.7.0-org.apache.hadoop.mapred.jobdetails_jsp,0,15,1,0,18,40,91,8,239
0.7.0-org.apache.hadoop.mapred.jobdetailshistory_jsp,0,10,1,0,8,25,1,10,165
0.7.0-org.apache.hadoop.mapred.jobfailures_jsp,0,2,1,0,7,15,0,2,50
0.7.0-org.apache.hadoop.mapred.JobHistory,0,102,14,1,84,420,416,55,2808
0.7.0-org.apache.hadoop.mapred.jobhistory_jsp,0,4,4,0,1,9,0,4,46
0.7.0-org.apache.hadoop.mapred.JobInProgress,1,9,2,0,15,9,28,9,10
0.7.0-org.apache.hadoop.mapred.JobProfile,0,7,1,0,12,56,7,5,646
0.7.0-org.apache.hadoop.mapred.JobStatus,0,11,2,0,14,18,7,7,92
0.7.0-org.apache.hadoop.mapred.JobSubmissionProtocol,0,4,1,0,11,25,0,4,136
0.7.0-org.apache.hadoop.mapred.jobtasks_jsp,0,3,1,0,7,8,3,3,23
0.7.0-org.apache.hadoop.mapred.jobtaskshistory_jsp,0,5,1,0,8,21,4,1,175
0.7.0-org.apache.hadoop.mapred.JobTracker,1,38,7,2,69,139,66,25,847
0.7.0-org.apache.hadoop.mapred.jobtracker_jsp,0,3,0,0,8,5,3,3,15
0.7.0-org.apache.hadoop.mapred.lib.HashPartitioner,0,9,1,0,6,19,36,7,92
0.7.0-org.apache.hadoop.mapred.lib.IdentityMapper,0,16,0,0,27,94,62,14,752
0.7.0-org.apache.hadoop.mapred.lib.IdentityReducer,0,12,1,0,5,31,0,11,170
0.7.0-org.apache.hadoop.mapred.lib.InverseMapper,0,74,0,0,49,125,2701,71,771
0.7.0-org.apache.hadoop.mapred.lib.LongSumReducer,0,1,1,0,8,1,0,1,1
0.7.0-org.apache.hadoop.mapred.lib.RegexMapper,0,21,1,0,8,46,64,20,447
0.7.0-org.apache.hadoop.mapred.lib.TokenCountMapper,0,22,1,0,1,43,143,14,377
0.7.0-org.apache.hadoop.mapred.loadhistory_jsp,0,10,0,0,8,66,39,4,768
0.7.0-org.apache.hadoop.mapred.machines_jsp,0,4,0,0,8,47,4,3,589
0.7.0-org.apache.hadoop.mapred.MapFileOutputFormat,0,20,1,0,20,101,59,7,732
0.7.0-org.apache.hadoop.mapred.MapOutputFile,0,6,0,0,7,51,13,3,468
0.7.0-org.apache.hadoop.mapred.MapOutputLocation,0,6,2,0,8,42,2,3,258
0.7.0-org.apache.hadoop.mapred.Mapper,0,6,0,0,17,32,13,6,618
0.7.0-org.apache.hadoop.mapred.MapReduceBase,0,4,2,0,17,7,4,2,320
0.7.0-org.apache.hadoop.mapred.MapRunnable,0,8,1,2,3,15,0,7,76
0.7.0-org.apache.hadoop.mapred.MapRunner,0,1,1,0,5,1,0,1,1
0.7.0-org.apache.hadoop.mapred.MapTaskRunner,0,4,2,0,10,7,4,2,78
0.7.0-org.apache.hadoop.mapred.MRConstants,0,16,1,0,17,29,42,11,155
0.7.0-org.apache.hadoop.mapred.OutputCollector,0,2,1,0,3,4,1,1,9
0.7.0-org.apache.hadoop.mapred.OutputFormat,0,9,1,0,9,9,36,9,10
0.7.0-org.apache.hadoop.mapred.OutputFormatBase,0,4,0,0,8,44,4,3,476
0.7.0-org.apache.hadoop.mapred.Partitioner,0,5,0,0,7,42,8,3,355
0.7.0-org.apache.hadoop.mapred.Phase,0,47,1,0,38,190,649,34,1944
0.7.0-org.apache.hadoop.mapred.RecordReader,0,6,1,0,8,35,0,4,210
0.7.0-org.apache.hadoop.mapred.RecordWriter,0,3,1,0,2,17,0,3,126
0.7.0-org.apache.hadoop.mapred.Reducer,0,3,1,0,3,11,0,3,77
0.7.0-org.apache.hadoop.mapred.ReduceTaskRunner,0,41,3,0,58,173,165,30,1046
0.7.0-org.apache.hadoop.mapred.Reporter,0,4,0,0,5,39,2,4,288
0.7.0-org.apache.hadoop.mapred.RunningJob,0,5,0,0,15,21,10,5,90
0.7.0-org.apache.hadoop.mapred.SequenceFileInputFilter,0,27,7,9,66,67,17,23,349
0.7.0-org.apache.hadoop.mapred.SequenceFileInputFormat,0,3,1,0,10,11,1,3,49
0.7.0-org.apache.hadoop.mapred.SequenceFileOutputFormat,0,16,1,0,40,74,24,12,377
0.7.0-org.apache.hadoop.mapred.SequenceFileRecordReader,0,2,1,0,8,9,0,1,57
0.7.0-org.apache.hadoop.mapred.StatusHttpServer,0,6,1,0,7,19,0,5,87
0.7.0-org.apache.hadoop.mapred.Task,1,6,1,0,13,20,0,3,130
0.7.0-org.apache.hadoop.mapred.taskdetails_jsp,0,10,1,0,8,42,15,6,306
0.7.0-org.apache.hadoop.mapred.taskdetailshistory_jsp,0,3,1,0,4,17,1,2,60
0.7.0-org.apache.hadoop.mapred.TaskReport,0,3,1,0,10,39,1,2,252
0.7.0-org.apache.hadoop.mapred.TaskTracker,1,43,8,0,132,169,79,34,933
0.7.0-org.apache.hadoop.mapred.tasktracker_jsp,0,7,1,3,9,22,21,7,91
0.7.0-org.apache.hadoop.mapred.TextInputFormat,0,16,1,3,22,54,27,12,304
0.7.0-org.apache.hadoop.mapred.TextOutputFormat,0,7,0,1,13,27,7,6,106
0.7.0-org.apache.hadoop.metrics.ContextFactory,0,4,0,0,14,21,6,4,93
0.7.0-org.apache.hadoop.metrics.file.FileContext,0,3,1,0,6,6,0,2,24
0.7.0-org.apache.hadoop.metrics.ganglia.GangliaContext,0,11,1,1,11,28,0,8,174
0.7.0-org.apache.hadoop.metrics.Metrics,0,11,1,0,13,52,25,8,287
0.7.0-org.apache.hadoop.metrics.MetricsContext,0,22,1,2,28,41,129,20,239
0.7.0-org.apache.hadoop.metrics.MetricsException,0,3,1,0,4,6,0,2,31
0.7.0-org.apache.hadoop.metrics.MetricsRecord,0,4,0,0,8,48,4,3,384
0.7.0-org.apache.hadoop.metrics.spi.AbstractMetricsContext,0,64,6,2,56,261,270,41,2313
0.7.0-org.apache.hadoop.metrics.spi.MetricsRecordImpl,0,26,1,0,14,37,169,21,277
0.7.0-org.apache.hadoop.metrics.spi.MetricValue,0,4,2,0,10,7,4,2,78
0.7.0-org.apache.hadoop.metrics.spi.NullContext,0,35,1,0,45,170,163,16,1878
0.7.0-org.apache.hadoop.metrics.spi.OutputRecord,0,3,0,0,7,37,3,3,214
0.7.0-org.apache.hadoop.metrics.spi.Util,0,2,1,0,5,8,0,1,24
0.7.0-org.apache.hadoop.metrics.Updater,0,2,2,0,2,4,0,1,22
0.7.0-org.apache.hadoop.net.DNS,0,3,1,0,2,11,0,3,68
0.7.0-org.apache.hadoop.package-info,0,3,1,0,12,34,3,2,116
0.7.0-org.apache.hadoop.record.BinaryInputArchive,0,4,1,0,12,38,1,3,218
0.7.0-org.apache.hadoop.record.BinaryOutputArchive,0,1,1,0,2,2,0,0,7
0.7.0-org.apache.hadoop.record.compiler.CppGenerator,0,16,1,0,13,69,0,14,639
0.7.0-org.apache.hadoop.record.compiler.generated.ParseException,0,2,1,0,3,7,0,0,55
0.7.0-org.apache.hadoop.record.compiler.generated.Rcc,0,14,1,0,17,34,35,13,219
0.7.0-org.apache.hadoop.record.compiler.generated.RccConstants,0,2,1,0,3,4,1,1,9
0.7.0-org.apache.hadoop.record.compiler.generated.RccTokenManager,0,6,1,0,19,6,15,6,7
0.7.0-org.apache.hadoop.record.compiler.generated.SimpleCharStream,0,3,0,0,9,34,3,3,168
0.7.0-org.apache.hadoop.record.compiler.generated.Token,0,8,0,0,16,64,18,5,706
0.7.0-org.apache.hadoop.record.compiler.generated.TokenMgrError,0,4,1,0,7,8,6,3,28
0.7.0-org.apache.hadoop.record.compiler.JavaGenerator,0,4,1,0,7,10,6,3,37
0.7.0-org.apache.hadoop.record.compiler.JBoolean,0,4,1,0,13,25,4,3,92
0.7.0-org.apache.hadoop.record.compiler.JBuffer,0,3,0,0,10,18,0,2,87
0.7.0-org.apache.hadoop.record.compiler.JByte,0,4,1,0,8,10,6,3,26
0.7.0-org.apache.hadoop.record.compiler.JCompType,0,4,1,0,7,10,6,3,34
0.7.0-org.apache.hadoop.record.compiler.JDouble,0,4,1,0,8,11,6,3,37
0.7.0-org.apache.hadoop.record.compiler.JField,0,4,1,0,8,14,6,3,36
0.7.0-org.apache.hadoop.record.compiler.JFile,0,2,0,0,2,5,1,2,29
0.7.0-org.apache.hadoop.record.compiler.JFloat,0,3,0,0,7,14,3,3,87
0.7.0-org.apache.hadoop.record.compiler.JInt,0,2,0,0,5,14,1,2,75
0.7.0-org.apache.hadoop.record.compiler.JLong,0,4,0,0,11,66,6,3,490
0.7.0-org.apache.hadoop.record.compiler.JMap,0,8,0,0,20,48,0,5,395
0.7.0-org.apache.hadoop.record.compiler.JRecord,0,3,1,0,2,4,3,2,8
0.7.0-org.apache.hadoop.record.compiler.JString,0,4,0,0,17,41,4,3,225
0.7.0-org.apache.hadoop.record.compiler.JType,0,3,1,0,2,4,3,2,12
0.7.0-org.apache.hadoop.record.compiler.JVector,0,10,0,0,22,84,33,6,648
0.7.0-org.apache.hadoop.record.CsvInputArchive,0,12,2,0,20,31,9,8,160
0.7.0-org.apache.hadoop.record.Index,0,6,1,0,8,17,5,6,99
0.7.0-org.apache.hadoop.record.InputArchive,0,4,2,0,3,7,6,2,23
0.7.0-org.apache.hadoop.record.OutputArchive,0,2,0,0,12,16,1,2,65
0.7.0-org.apache.hadoop.record.Record,0,3,1,0,5,9,0,3,37
0.7.0-org.apache.hadoop.record.RecordReader,0,9,1,0,5,31,14,6,144
0.7.0-org.apache.hadoop.record.RecordWriter,0,7,0,0,4,36,0,7,201
0.7.0-org.apache.hadoop.record.Utils,0,1,3,0,2,2,0,0,5
0.7.0-org.apache.hadoop.record.XmlInputArchive,0,32,8,0,14,49,151,21,242
0.7.0-org.apache.hadoop.record.XmlOutputArchive,0,5,1,0,6,11,0,4,37
0.7.0-org.apache.hadoop.tools.Logalyzer,0,11,3,0,5,45,29,10,291
0.7.0-org.apache.hadoop.util.CopyFiles,0,44,8,0,17,106,128,38,776
0.7.0-org.apache.hadoop.util.Daemon,0,29,1,0,19,86,154,24,1361
0.7.0-org.apache.hadoop.util.DiskChecker,0,69,3,0,9,98,514,38,3463
0.7.0-org.apache.hadoop.util.LogFormatter,0,9,4,0,4,26,18,7,207
0.7.0-org.apache.hadoop.util.PrintJarMainClass,0,2,1,0,2,7,0,0,32
0.7.0-org.apache.hadoop.util.ProgramDriver,0,12,0,0,5,22,34,12,225
0.7.0-org.apache.hadoop.util.Progress,0,2,0,0,2,3,1,2,12
0.7.0-org.apache.hadoop.util.Progressable,0,5,0,5,6,11,10,0,143
0.7.0-org.apache.hadoop.util.RunJar,0,19,2,0,6,48,0,18,208
0.7.0-org.apache.hadoop.util.StringUtils,0,3,0,0,2,7,3,3,24
0.7.0-org.apache.hadoop.util.Tool,0,2,0,0,2,3,1,2,12
0.7.0-org.apache.hadoop.util.ToolBase,0,3,0,0,2,7,3,3,28
0.7.0-org.apache.hadoop.util.VersionInfo,0,12,0,0,3,25,42,7,438
0.7.1-org.apache.hadoop.ipc.Server,1,26,0,2,26,100,34,23,546
0.7.1-org.apache.hadoop.ipc.SocketChannelOutputStream,1,3,0,0,2,4,1,2,12
0.7.1-org.apache.hadoop.mapred.IsolationRunner,1,20,3,1,22,60,80,8,404
0.7.1-org.apache.hadoop.mapred.JobInProgress,1,9,2,0,15,9,28,9,10
0.7.1-org.apache.hadoop.mapred.JobTracker,1,38,7,2,69,139,66,25,847
0.7.1-org.apache.hadoop.mapred.LocalJobRunner,1,8,0,0,16,57,9,6,463
0.7.1-org.apache.hadoop.mapred.MapTask,1,18,2,3,42,53,24,16,779
0.7.1-org.apache.hadoop.mapred.ReduceTask,1,19,3,0,32,45,6,12,287
0.7.1-org.apache.hadoop.mapred.Task,1,6,1,0,13,20,0,3,130
0.7.1-org.apache.hadoop.mapred.TaskStatus,1,1,2,0,24,1,0,1,5
0.7.1-org.apache.hadoop.mapred.TaskTracker,1,43,8,0,132,169,79,34,933
0.7.1-org.apache.hadoop.mapred.TaskTrackerStatus,1,4,3,0,6,15,1,2,50
0.7.1-org.apache.hadoop.mapred.TaskUmbilicalProtocol,1,2,1,0,7,7,0,1,32
0.7.1-org.apache.hadoop.util.ReflectionUtils,1,3,0,0,2,7,3,3,39
0.7.2-org.apache.hadoop.dfs.BlockCommand,1,14,2,0,12,29,1,12,291
0.7.2-org.apache.hadoop.dfs.DataNode,1,85,4,0,86,333,494,45,3449
0.7.2-org.apache.hadoop.dfs.DatanodeProtocol,1,13,1,2,9,23,8,13,128
0.7.2-org.apache.hadoop.dfs.DFSck,1,4,1,0,4,8,2,3,17
0.7.2-org.apache.hadoop.dfs.DFSClient,1,110,6,0,63,362,496,76,3748
0.7.2-org.apache.hadoop.dfs.FSDirectory,1,18,2,0,14,68,5,6,619
0.7.2-org.apache.hadoop.dfs.FSEditLog,1,9,1,0,4,30,0,1,267
0.7.2-org.apache.hadoop.dfs.FSImage,1,29,1,0,15,103,178,16,1112
0.7.2-org.apache.hadoop.dfs.FSNamesystem,1,148,8,0,73,483,1982,62,6294
0.7.2-org.apache.hadoop.dfs.NameNode,1,9,3,0,22,43,1,6,217
0.7.2-org.apache.hadoop.filecache.DistributedCache,1,17,4,0,19,80,50,8,597
0.7.2-org.apache.hadoop.fs.FileUtil,1,3,0,0,8,12,0,2,43
0.7.2-org.apache.hadoop.fs.FSDataInputStream,1,30,3,0,24,99,315,20,771
0.7.2-org.apache.hadoop.fs.FSInputStream,1,2,0,0,7,33,1,2,280
0.7.2-org.apache.hadoop.fs.LocalFileSystem,1,90,0,2,99,233,2752,75,1820
0.7.2-org.apache.hadoop.ipc.Client,1,69,5,2,96,213,192,38,1864
0.7.2-org.apache.hadoop.ipc.Server,1,26,0,2,26,100,34,23,546
0.7.2-org.apache.hadoop.mapred.InterTrackerProtocol,1,3,1,0,4,9,1,0,31
0.7.2-org.apache.hadoop.mapred.JobConf,1,2,3,0,2,6,0,1,25
0.7.2-org.apache.hadoop.mapred.JobInProgress,1,9,2,0,15,9,28,9,10
0.7.2-org.apache.hadoop.mapred.JobTracker,1,38,7,2,69,139,66,25,847
0.7.2-org.apache.hadoop.mapred.TaskInProgress,1,5,1,0,3,28,0,4,217
0.7.2-org.apache.hadoop.mapred.TaskRunner,1,6,0,0,22,40,3,5,196
0.7.2-org.apache.hadoop.mapred.TaskTracker,1,43,8,0,132,169,79,34,933
