release.version.revision-className,faulty,WMC,DIT,NOC,CBO,RFC,LCOM,NPM,LOC
0.8.0-org.apache.hadoop.dfs.DistributedFileSystem,1,5,0,0,7,50,2,5,9
0.8.0-org.apache.hadoop.dfs.FSConstants,0,39,0,0,18,109,0,21,10
0.8.0-org.apache.hadoop.dfs.FSDataset,0,57,4,0,43,146,37,48,10
0.8.0-org.apache.hadoop.dfs.FSDirectory,0,18,2,0,14,72,5,6,12
0.8.0-org.apache.hadoop.dfs.FSEditLog,1,9,1,0,4,21,0,1,12
0.8.0-org.apache.hadoop.dfs.FSImage,1,29,1,0,15,103,178,16,12
0.8.0-org.apache.hadoop.dfs.FSNamesystem,1,156,8,0,81,533,2004,67,12
0.8.0-org.apache.hadoop.dfs.IncorrectVersionException,0,2,1,0,4,18,0,1,13
0.8.0-org.apache.hadoop.dfs.JspHelper,0,17,1,0,10,39,18,1,13
0.8.0-org.apache.hadoop.dfs.LeaseExpiredException,0,2,1,0,3,7,0,1,15
0.8.0-org.apache.hadoop.dfs.LocatedBlock,0,10,5,0,13,70,22,9,17
0.8.0-org.apache.hadoop.dfs.NameNode,0,10,3,0,23,53,1,7,17
0.8.0-org.apache.hadoop.dfs.NamenodeFsck,0,45,2,0,35,142,0,40,18
0.8.0-org.apache.hadoop.dfs.nn_005fbrowsedfscontent_jsp,0,1,1,0,2,3,0,0,21
0.8.0-org.apache.hadoop.dfs.NotReplicatedYetException,0,5,1,0,3,8,0,0,22
0.8.0-org.apache.hadoop.dfs.SafeModeException,0,9,1,0,14,113,8,3,22
0.8.0-org.apache.hadoop.dfs.StreamFile,0,32,1,0,1,45,290,24,23
0.8.0-org.apache.hadoop.dfs.tail_jsp,0,4,0,0,3,34,4,4,23
0.8.0-org.apache.hadoop.dfs.UnregisteredDatanodeException,0,1,4,0,2,6,0,1,23
0.8.0-org.apache.hadoop.filecache.DistributedCache,0,20,0,0,22,99,59,8,23
0.8.0-org.apache.hadoop.fs.ChecksumException,0,2,4,0,4,9,1,2,24
0.8.0-org.apache.hadoop.fs.DF,0,2,1,0,1,7,1,2,24
0.8.0-org.apache.hadoop.fs.FileSystem,1,14,1,0,47,128,6,12,25
0.8.0-org.apache.hadoop.fs.FileUtil,1,3,1,0,3,29,3,2,25
0.8.0-org.apache.hadoop.fs.FSDataInputStream,0,34,2,0,29,115,395,25,26
0.8.0-org.apache.hadoop.fs.FSDataOutputStream,0,42,6,0,38,159,207,20,26
0.8.0-org.apache.hadoop.fs.FSError,0,3,1,0,2,4,3,2,26
0.8.0-org.apache.hadoop.fs.FSInputStream,0,2,0,2,10,17,1,0,27
0.8.0-org.apache.hadoop.fs.FSOutputStream,0,2,0,0,7,33,1,2,28
0.8.0-org.apache.hadoop.fs.LocalFileSystem,1,17,0,0,35,147,5,7,28
0.8.0-org.apache.hadoop.fs.Path,0,75,0,2,71,119,2747,70,28
0.8.0-org.apache.hadoop.fs.PathFilter,0,2,1,0,3,4,1,1,29
0.8.0-org.apache.hadoop.fs.PositionedReadable,0,2,1,0,3,6,0,1,29
0.8.0-org.apache.hadoop.fs.Seekable,0,7,1,0,3,24,0,1,29
0.8.0-org.apache.hadoop.HadoopVersionAnnotation,0,3,3,0,2,5,1,3,29
0.8.0-org.apache.hadoop.io.ArrayFile,0,12,8,2,24,31,15,10,30
0.8.0-org.apache.hadoop.io.ArrayWritable,0,2,2,2,9,3,1,2,31
0.8.0-org.apache.hadoop.io.BooleanWritable,0,37,0,3,27,110,458,35,31
0.8.0-org.apache.hadoop.io.BytesWritable,0,16,0,0,8,40,0,16,32
0.8.0-org.apache.hadoop.io.Closeable,0,17,1,1,73,45,32,14,34
0.8.0-org.apache.hadoop.io.compress.CompressionCodec,0,1,1,0,5,1,0,1,36
0.8.0-org.apache.hadoop.io.compress.CompressionCodecFactory,0,3,1,0,4,3,3,3,37
0.8.0-org.apache.hadoop.io.compress.CompressionInputStream,0,1,1,0,4,1,0,1,37
0.8.0-org.apache.hadoop.io.compress.CompressionOutputStream,0,11,0,0,9,46,43,5,37
0.8.0-org.apache.hadoop.io.compress.DefaultCodec,0,28,2,2,39,132,61,8,37
0.8.0-org.apache.hadoop.io.compress.GzipCodec,0,29,0,0,67,170,8,25,38
0.8.0-org.apache.hadoop.io.CompressedWritable,0,5,0,0,6,12,0,5,42
0.8.0-org.apache.hadoop.io.DataInputBuffer,0,15,1,0,12,31,0,15,44
0.8.0-org.apache.hadoop.io.DataOutputBuffer,0,25,2,0,9,42,4,23,45
0.8.0-org.apache.hadoop.io.FloatWritable,0,3,1,0,5,6,1,3,47
0.8.0-org.apache.hadoop.io.IntWritable,0,12,2,0,28,73,27,10,47
0.8.0-org.apache.hadoop.io.LongWritable,0,14,5,3,26,22,19,12,50
0.8.0-org.apache.hadoop.io.MapFile,0,18,4,2,9,36,1,16,51
0.8.0-org.apache.hadoop.io.MD5Hash,0,6,4,0,7,11,7,6,55
0.8.0-org.apache.hadoop.io.NullWritable,0,2,0,0,3,5,1,1,55
0.8.0-org.apache.hadoop.io.ObjectWritable,0,5,5,0,4,11,4,4,56
0.8.0-org.apache.hadoop.io.SequenceFile,0,69,20,3,60,135,39,53,56
0.8.0-org.apache.hadoop.io.SetFile,0,16,1,1,18,27,4,15,57
0.8.0-org.apache.hadoop.io.Text,0,7,1,0,5,10,9,5,62
0.8.0-org.apache.hadoop.io.TwoDArrayWritable,0,15,1,0,11,79,59,13,65
0.8.0-org.apache.hadoop.io.UTF8,0,14,1,0,12,36,4,12,66
0.8.0-org.apache.hadoop.io.VersionedWritable,0,2,0,0,2,5,1,2,66
0.8.0-org.apache.hadoop.io.VersionMismatchException,0,5,1,0,5,9,0,5,68
0.8.0-org.apache.hadoop.io.Writable,0,11,1,0,26,27,53,6,68
0.8.0-org.apache.hadoop.io.WritableComparable,0,0,1,0,11,0,0,0,71
0.8.0-org.apache.hadoop.io.WritableComparator,0,13,0,0,17,45,38,5,74
0.8.0-org.apache.hadoop.io.WritableFactories,0,7,1,0,7,15,1,3,76
0.8.0-org.apache.hadoop.io.WritableFactory,0,4,2,0,9,7,4,2,78
0.8.0-org.apache.hadoop.io.WritableName,0,33,1,0,35,96,230,19,78
0.8.0-org.apache.hadoop.io.WritableUtils,0,31,2,0,37,100,152,16,78
0.8.0-org.apache.hadoop.ipc.Client,0,67,6,2,101,238,182,36,80
0.8.0-org.apache.hadoop.ipc.RemoteException,0,5,0,0,8,11,10,5,82
0.8.0-org.apache.hadoop.ipc.RPC,0,33,0,0,50,184,10,17,85
0.8.0-org.apache.hadoop.ipc.Server,0,32,0,0,33,147,105,28,85
0.8.0-org.apache.hadoop.ipc.SocketChannelOutputStream,0,7,0,2,4,14,5,6,86
0.8.0-org.apache.hadoop.ipc.VersionedProtocol,0,7,1,0,1,19,0,7,86
0.8.0-org.apache.hadoop.mapred.analysejobhistory_jsp,0,23,1,0,41,60,39,19,87
0.8.0-org.apache.hadoop.mapred.ClusterStatus,0,6,5,0,4,15,6,6,87
0.8.0-org.apache.hadoop.mapred.CombiningCollector,0,2,1,0,95,2,1,2,91
0.8.0-org.apache.hadoop.mapred.DefaultJobHistoryParser,0,23,3,8,99,42,131,17,92
0.8.0-org.apache.hadoop.mapred.FileSplit,0,1,1,0,28,1,0,1,92
0.8.0-org.apache.hadoop.mapred.InputFormat,0,6,1,0,2,14,0,4,96
0.8.0-org.apache.hadoop.mapred.InputFormatBase,0,22,1,0,21,59,229,21,99
0.8.0-org.apache.hadoop.mapred.InterTrackerProtocol,0,2,2,0,2,4,1,0,107
0.8.0-org.apache.hadoop.mapred.IsolationRunner,0,19,3,0,19,61,73,5,107
0.8.0-org.apache.hadoop.mapred.JobClient,0,18,3,1,19,83,31,11,112
0.8.0-org.apache.hadoop.mapred.JobConf,0,2,3,0,2,6,0,1,116
0.8.0-org.apache.hadoop.mapred.JobConfigurable,0,2,3,0,2,6,0,1,117
0.8.0-org.apache.hadoop.mapred.jobcontrol.Job,0,3,2,0,4,20,1,1,119
0.8.0-org.apache.hadoop.mapred.jobcontrol.JobControl,0,3,0,0,4,5,0,2,126
0.8.0-org.apache.hadoop.mapred.jobdetails_jsp,0,2,4,0,6,3,0,2,128
0.8.0-org.apache.hadoop.mapred.jobdetailshistory_jsp,0,15,1,0,18,40,91,8,129
0.8.0-org.apache.hadoop.mapred.jobfailures_jsp,0,10,1,0,8,25,1,10,136
0.8.0-org.apache.hadoop.mapred.JobHistory,0,92,18,1,79,407,368,46,136
0.8.0-org.apache.hadoop.mapred.jobhistory_jsp,0,5,0,0,10,27,4,5,141
0.8.0-org.apache.hadoop.mapred.JobInProgress,0,18,2,0,9,21,73,18,152
0.8.0-org.apache.hadoop.mapred.JobProfile,0,5,1,0,20,50,4,4,154
0.8.0-org.apache.hadoop.mapred.JobStatus,0,12,2,0,14,21,9,8,155
0.8.0-org.apache.hadoop.mapred.JobSubmissionProtocol,0,2,1,0,3,4,1,1,155
0.8.0-org.apache.hadoop.mapred.jobtasks_jsp,0,4,1,0,11,25,0,4,158
0.8.0-org.apache.hadoop.mapred.jobtaskshistory_jsp,0,3,1,0,7,8,3,3,159
0.8.0-org.apache.hadoop.mapred.JobTracker,0,43,6,2,78,154,73,28,164
0.8.0-org.apache.hadoop.mapred.jobtracker_jsp,0,3,1,0,5,11,0,1,165
0.8.0-org.apache.hadoop.mapred.lib.HashPartitioner,0,0,1,0,2,0,0,0,167
0.8.0-org.apache.hadoop.mapred.lib.IdentityMapper,0,9,1,0,6,19,36,7,170
0.8.0-org.apache.hadoop.mapred.lib.IdentityReducer,0,16,0,0,27,97,62,14,172
0.8.0-org.apache.hadoop.mapred.lib.InverseMapper,0,12,1,0,5,31,0,11,174
0.8.0-org.apache.hadoop.mapred.lib.LongSumReducer,0,76,0,0,51,130,2850,73,176
0.8.0-org.apache.hadoop.mapred.lib.RegexMapper,0,1,1,0,8,1,0,1,178
0.8.0-org.apache.hadoop.mapred.lib.TokenCountMapper,0,21,1,0,8,46,64,20,179
0.8.0-org.apache.hadoop.mapred.loadhistory_jsp,0,22,1,0,1,43,143,14,181
0.8.0-org.apache.hadoop.mapred.LocalJobRunner,0,13,0,0,16,75,42,7,182
0.8.0-org.apache.hadoop.mapred.machines_jsp,0,5,0,0,8,48,6,3,203
0.8.0-org.apache.hadoop.mapred.MapFileOutputFormat,0,9,0,0,17,91,6,6,205
0.8.0-org.apache.hadoop.mapred.MapOutputFile,0,15,1,0,11,59,57,4,213
0.8.0-org.apache.hadoop.mapred.MapOutputLocation,1,10,1,0,14,88,15,5,214
0.8.0-org.apache.hadoop.mapred.Mapper,0,2,1,0,1,5,0,1,215
0.8.0-org.apache.hadoop.mapred.MapReduceBase,0,6,0,0,17,32,13,6,216
0.8.0-org.apache.hadoop.mapred.MapRunnable,0,4,2,0,17,7,4,2,220
0.8.0-org.apache.hadoop.mapred.MapRunner,0,8,1,2,3,15,0,7,222
0.8.0-org.apache.hadoop.mapred.MapTask,0,18,3,1,43,52,24,16,223
0.8.0-org.apache.hadoop.mapred.MapTaskRunner,0,1,0,2,4,2,0,1,223
0.8.0-org.apache.hadoop.mapred.MRConstants,0,2,1,0,3,4,1,1,225
0.8.0-org.apache.hadoop.mapred.OutputCollector,0,16,1,0,17,29,42,11,226
0.8.0-org.apache.hadoop.mapred.OutputFormat,0,2,1,0,3,4,1,1,229
0.8.0-org.apache.hadoop.mapred.OutputFormatBase,0,9,1,0,9,9,36,9,237
0.8.0-org.apache.hadoop.mapred.Partitioner,0,4,0,0,8,44,4,3,237
0.8.0-org.apache.hadoop.mapred.RecordReader,0,6,0,0,9,61,9,5,239
0.8.0-org.apache.hadoop.mapred.RecordWriter,0,2,1,0,3,6,1,1,246
0.8.0-org.apache.hadoop.mapred.Reducer,0,6,1,0,9,37,0,4,252
0.8.0-org.apache.hadoop.mapred.ReduceTask,1,19,5,0,30,75,4,12,264
0.8.0-org.apache.hadoop.mapred.ReduceTaskRunner,1,14,0,0,41,74,8,14,265
0.8.0-org.apache.hadoop.mapred.Reporter,0,19,1,0,12,31,119,11,276
0.8.0-org.apache.hadoop.mapred.RunningJob,0,12,2,0,17,79,40,9,280
0.8.0-org.apache.hadoop.mapred.SequenceFileInputFilter,0,32,5,0,68,122,26,28,300
0.8.0-org.apache.hadoop.mapred.SequenceFileInputFormat,0,3,1,9,12,4,3,3,300
0.8.0-org.apache.hadoop.mapred.SequenceFileOutputFormat,0,4,2,0,16,12,1,4,316
0.8.0-org.apache.hadoop.mapred.SequenceFileRecordReader,0,14,0,0,37,70,23,11,320
0.8.0-org.apache.hadoop.mapred.StatusHttpServer,0,4,2,0,11,13,1,2,357
0.8.0-org.apache.hadoop.mapred.Task,0,9,2,0,12,25,0,5,368
0.8.0-org.apache.hadoop.mapred.taskdetails_jsp,0,3,0,0,8,14,0,3,368
0.8.0-org.apache.hadoop.mapred.taskdetailshistory_jsp,0,13,1,0,9,45,42,8,371
0.8.0-org.apache.hadoop.mapred.TaskInProgress,0,4,1,0,4,21,4,3,377
0.8.0-org.apache.hadoop.mapred.TaskReport,0,5,1,0,3,31,0,4,380
0.8.0-org.apache.hadoop.mapred.TaskRunner,1,7,1,0,25,77,3,5,384
0.8.0-org.apache.hadoop.mapred.TaskStatus,0,3,2,0,31,9,1,3,390
0.8.0-org.apache.hadoop.mapred.TaskTracker,1,43,9,0,125,179,76,34,391
0.8.0-org.apache.hadoop.mapred.tasktracker_jsp,0,7,1,3,9,22,21,7,395
0.8.0-org.apache.hadoop.mapred.TaskTrackerStatus,0,5,2,0,11,13,0,1,396
0.8.0-org.apache.hadoop.mapred.TaskUmbilicalProtocol,0,8,1,0,7,20,12,7,405
0.8.0-org.apache.hadoop.mapred.TextInputFormat,0,19,0,1,23,70,33,14,429
0.8.0-org.apache.hadoop.mapred.TextOutputFormat,0,7,1,0,20,27,6,6,430
0.8.0-org.apache.hadoop.metrics.ContextFactory,0,11,1,1,11,28,0,8,433
0.8.0-org.apache.hadoop.metrics.file.FileContext,0,12,1,0,16,54,34,8,436
0.8.0-org.apache.hadoop.metrics.ganglia.GangliaContext,0,2,0,0,3,9,1,2,445
0.8.0-org.apache.hadoop.metrics.Metrics,0,22,1,2,28,44,127,20,447
0.8.0-org.apache.hadoop.metrics.MetricsContext,0,3,1,0,4,6,0,2,448
0.8.0-org.apache.hadoop.metrics.MetricsException,0,4,0,0,8,48,4,3,453
0.8.0-org.apache.hadoop.metrics.MetricsRecord,0,5,0,0,10,47,8,3,461
0.8.0-org.apache.hadoop.metrics.spi.AbstractMetricsContext,0,85,7,2,60,254,431,59,461
0.8.0-org.apache.hadoop.metrics.spi.MetricsRecordImpl,0,4,2,0,13,7,4,2,476
0.8.0-org.apache.hadoop.metrics.spi.MetricValue,0,4,2,0,10,7,4,2,483
0.8.0-org.apache.hadoop.metrics.spi.NullContext,0,41,1,0,47,174,208,16,498
0.8.0-org.apache.hadoop.metrics.spi.OutputRecord,0,3,0,0,7,37,3,3,511
0.8.0-org.apache.hadoop.metrics.spi.Util,0,2,1,0,5,8,0,1,518
0.8.0-org.apache.hadoop.metrics.Updater,0,2,2,0,2,4,0,1,521
0.8.0-org.apache.hadoop.net.DNS,0,3,1,0,2,11,0,3,530
0.8.0-org.apache.hadoop.package-info,0,3,1,0,12,34,3,2,545
0.8.0-org.apache.hadoop.record.BinaryInputArchive,0,4,1,0,13,38,1,3,558
0.8.0-org.apache.hadoop.record.BinaryOutputArchive,0,1,1,0,2,3,0,0,601
0.8.0-org.apache.hadoop.record.compiler.CppGenerator,0,4,2,0,2,7,4,2,603
0.8.0-org.apache.hadoop.record.compiler.generated.ParseException,0,18,1,0,13,75,0,16,607
0.8.0-org.apache.hadoop.record.compiler.generated.Rcc,0,2,1,0,3,7,0,0,618
0.8.0-org.apache.hadoop.record.compiler.generated.RccConstants,0,14,1,0,17,34,23,13,627
0.8.0-org.apache.hadoop.record.compiler.generated.RccTokenManager,0,2,1,0,3,4,1,1,649
0.8.0-org.apache.hadoop.record.compiler.generated.SimpleCharStream,0,6,1,0,19,6,15,6,668
0.8.0-org.apache.hadoop.record.compiler.generated.Token,0,3,0,0,9,39,3,3,672
0.8.0-org.apache.hadoop.record.compiler.generated.TokenMgrError,0,8,0,0,16,66,18,5,677
0.8.0-org.apache.hadoop.record.compiler.JavaGenerator,0,4,1,0,7,8,6,3,697
0.8.0-org.apache.hadoop.record.compiler.JBoolean,0,4,1,0,7,10,6,3,704
0.8.0-org.apache.hadoop.record.compiler.JBuffer,1,4,1,0,13,25,4,3,719
0.8.0-org.apache.hadoop.record.compiler.JByte,0,3,0,0,10,18,0,2,724
0.8.0-org.apache.hadoop.record.compiler.JCompType,0,4,1,0,8,10,6,3,745
0.8.0-org.apache.hadoop.record.compiler.JDouble,0,4,1,0,7,10,6,3,752
0.8.0-org.apache.hadoop.record.compiler.JField,0,4,1,0,8,11,6,3,758
0.8.0-org.apache.hadoop.record.compiler.JFile,0,4,1,0,8,14,6,3,764
0.8.0-org.apache.hadoop.record.compiler.JFloat,0,2,0,0,2,5,1,2,776
0.8.0-org.apache.hadoop.record.compiler.JInt,0,3,0,0,10,49,3,2,791
0.8.0-org.apache.hadoop.record.compiler.JLong,0,3,0,0,7,19,3,3,801
0.8.0-org.apache.hadoop.record.compiler.JMap,0,2,0,0,5,16,1,2,878
0.8.0-org.apache.hadoop.record.compiler.JRecord,0,4,0,0,11,70,6,3,885
0.8.0-org.apache.hadoop.record.compiler.JString,0,8,0,0,20,48,0,5,918
0.8.0-org.apache.hadoop.record.compiler.JType,0,3,1,0,2,4,3,2,932
0.8.0-org.apache.hadoop.record.compiler.JVector,0,4,0,0,17,41,4,3,953
0.8.0-org.apache.hadoop.record.CsvInputArchive,0,16,2,0,27,92,39,10,955
0.8.0-org.apache.hadoop.record.CsvOutputArchive,0,4,1,0,3,5,6,2,972
0.8.0-org.apache.hadoop.record.Index,0,5,0,0,14,22,0,4,1004
0.8.0-org.apache.hadoop.record.InputArchive,0,0,1,0,2,0,0,0,1014
0.8.0-org.apache.hadoop.record.OutputArchive,0,6,1,0,8,17,5,6,1018
0.8.0-org.apache.hadoop.record.Record,0,4,2,0,3,7,6,2,1145
0.8.0-org.apache.hadoop.record.RecordReader,0,2,0,0,12,16,1,2,1167
0.8.0-org.apache.hadoop.record.RecordWriter,0,3,1,0,5,9,0,3,1168
0.8.0-org.apache.hadoop.record.Utils,1,26,1,3,15,78,217,11,1169
0.8.0-org.apache.hadoop.record.XmlInputArchive,0,26,12,0,12,45,141,16,1187
0.8.0-org.apache.hadoop.record.XmlOutputArchive,0,4,1,0,2,5,0,4,1205
0.8.0-org.apache.hadoop.tools.Logalyzer,0,12,2,0,10,29,11,7,1276
0.8.0-org.apache.hadoop.util.CopyFiles,0,46,6,0,17,100,156,43,1329
0.8.0-org.apache.hadoop.util.Daemon,0,2,1,0,2,18,0,0,1429
0.8.0-org.apache.hadoop.util.DiskChecker,0,35,5,0,23,108,154,28,1460
0.8.0-org.apache.hadoop.util.LogFormatter,0,68,2,0,7,97,514,38,1900
0.8.0-org.apache.hadoop.util.PrintJarMainClass,0,3,1,0,3,4,3,3,1913
0.8.0-org.apache.hadoop.util.ProgramDriver,0,8,4,0,3,29,15,4,2040
0.8.0-org.apache.hadoop.util.Progress,0,4,0,0,2,8,6,4,2218
0.8.0-org.apache.hadoop.util.Progressable,0,8,0,0,3,14,28,8,2231
0.8.0-org.apache.hadoop.util.ReflectionUtils,0,2,0,0,2,3,1,2,2368
0.8.0-org.apache.hadoop.util.RunJar,0,8,0,5,8,18,13,3,2641
0.8.0-org.apache.hadoop.util.StringUtils,0,16,1,0,3,32,0,16,2709
0.8.0-org.apache.hadoop.util.Tool,0,3,1,0,3,16,0,2,3299
0.8.0-org.apache.hadoop.util.ToolBase,0,3,0,0,2,7,3,3,3544
0.8.0-org.apache.hadoop.util.VersionInfo,0,2,0,0,2,3,1,2,6931
