release.version.revision-className,faulty,WMC,DIT,NOC,CBO,RFC,LCOM,NPM,LOC
0.2.0-org.apache.hadoop.io.WritableComparator,0,11,1,0,16,32,53,4,172
0.2.0-org.apache.hadoop.io.WritableFactories,0,10,1,0,8,25,5,10,163
0.2.0-org.apache.hadoop.ipc.RemoteException,0,9,1,0,5,12,36,9,59
0.2.0-org.apache.hadoop.ipc.RPC,0,8,1,0,3,8,28,8,8
0.2.0-org.apache.hadoop.ipc.TestRPC$TestProtocol,0,21,1,0,22,112,18,19,1297
0.2.0-org.apache.hadoop.mapred.CombiningCollector,0,2,1,0,3,4,1,1,9
0.2.0-org.apache.hadoop.mapred.FileSplit,0,12,1,0,16,24,20,10,117
0.2.0-org.apache.hadoop.mapred.InputFormat,0,2,1,0,3,4,1,1,9
0.2.0-org.apache.hadoop.mapred.InputFormatBase,0,8,1,0,8,8,28,8,8
0.2.0-org.apache.hadoop.mapred.InterTrackerProtocol,1,39,1,0,32,159,443,28,1621
0.2.0-org.apache.hadoop.mapred.JobConf,0,6,1,0,4,30,0,4,190
0.2.0-org.apache.hadoop.mapred.JobConfigurable,0,3,1,0,2,17,0,3,126
0.2.0-org.apache.hadoop.mapred.jobdetails_jsp,0,3,1,0,2,11,0,3,78
0.2.0-org.apache.hadoop.mapred.JobProfile,0,2,1,0,2,5,0,1,18
0.2.0-org.apache.hadoop.mapred.jobtracker_jsp,0,2,0,0,7,8,1,2,26
0.2.0-org.apache.hadoop.mapred.JobTracker$JobInitThread,0,11,2,0,14,66,33,8,527
0.2.0-org.apache.hadoop.mapred.lib.HashPartitioner,0,1,1,0,3,1,0,1,1
0.2.0-org.apache.hadoop.mapred.lib.IdentityMapper,0,10,1,0,9,24,9,8,107
0.2.0-org.apache.hadoop.mapred.lib.IdentityReducer,0,2,1,0,3,4,1,1,9
0.2.0-org.apache.hadoop.mapred.lib.InverseMapper,0,1,1,0,4,1,0,1,1
0.2.0-org.apache.hadoop.mapred.lib.LongSumReducer,0,1,1,0,11,1,0,1,1
0.2.0-org.apache.hadoop.mapred.lib.RegexMapper,0,3,1,6,9,4,3,3,8
0.2.0-org.apache.hadoop.mapred.lib.TokenCountMapper,0,1,1,0,6,1,0,1,1
0.2.0-org.apache.hadoop.mapred.MapFileOutputFormat,0,2,1,0,3,4,1,1,9
0.2.0-org.apache.hadoop.mapred.MapOutputFile$ProgressReporter,0,0,1,0,3,0,0,0,4
0.2.0-org.apache.hadoop.mapred.MapOutputProtocol,1,3,1,3,8,12,3,3,40
0.2.0-org.apache.hadoop.mapred.Mapper,0,1,1,0,7,1,0,1,1
0.2.0-org.apache.hadoop.mapred.MapReduceBase,0,3,1,0,11,3,3,3,3
0.2.0-org.apache.hadoop.mapred.MapTaskRunner,0,8,1,0,7,20,12,7,154
0.2.0-org.apache.hadoop.mapred.MRConstants,0,5,0,0,18,57,2,3,372
0.2.0-org.apache.hadoop.mapred.OutputCollector,0,2,1,0,6,9,0,1,33
0.2.0-org.apache.hadoop.mapred.OutputFormat,0,1,1,0,23,1,0,1,1
0.2.0-org.apache.hadoop.mapred.OutputFormatBase,0,9,1,0,2,9,36,9,9
0.2.0-org.apache.hadoop.mapred.Partitioner,0,3,0,0,9,11,3,2,50
0.2.0-org.apache.hadoop.mapred.ReduceTask$ValuesIterator,0,8,1,0,8,18,0,7,90
0.2.0-org.apache.hadoop.mapred.Reporter,0,16,1,0,9,25,40,16,148
0.2.0-org.apache.hadoop.mapred.RunningJob,0,22,1,0,30,102,17,14,1033
0.2.0-org.apache.hadoop.mapred.SequenceFileInputFormat,0,2,2,0,3,4,0,1,22
0.2.0-org.apache.hadoop.mapred.SequenceFileRecordReader,0,3,0,0,6,5,1,1,25
0.2.0-org.apache.hadoop.mapred.taskdetails_jsp,0,2,1,0,3,4,1,1,9
0.2.0-org.apache.hadoop.mapred.TaskInProgress,1,6,1,0,15,6,15,6,6
0.2.0-org.apache.hadoop.mapred.TaskTracker$TaskInProgress,0,4,0,0,16,41,4,3,211
0.2.0-org.apache.hadoop.mapred.TaskUmbilicalProtocol,0,4,1,0,6,10,0,3,50
0.2.0-org.apache.hadoop.mapred.TestTextInputFormat$1,0,15,1,0,3,15,105,15,15
0.2.0-org.apache.hadoop.mapred.TextInputFormat$1,0,2,2,0,1,4,0,1,13
0.2.0-org.apache.hadoop.metrics.ContextFactory,0,2,3,0,3,4,1,0,9
0.2.0-org.apache.hadoop.metrics.file.FileContext,0,20,1,0,5,32,140,15,185
0.2.0-org.apache.hadoop.metrics.ganglia.GangliaContext,0,4,1,0,2,5,0,4,30
0.2.0-org.apache.hadoop.metrics.spi.MetricsRecordImpl,0,5,3,0,2,18,0,4,375
0.2.0-org.apache.hadoop.metrics.spi.MetricValue,0,29,1,0,19,86,154,24,1361
0.2.0-org.apache.hadoop.metrics.spi.NullContext,0,1,1,0,2,1,0,0,164
0.2.0-org.apache.hadoop.metrics.spi.OutputRecord,0,32,1,0,5,48,176,7,2229
0.2.0-org.apache.hadoop.metrics.spi.Util,0,36,1,0,2,49,338,31,1108
0.2.0-org.apache.hadoop.metrics.Updater,0,3,1,0,3,4,3,3,23
0.2.0-org.apache.hadoop.record.compiler.generated.ParseException,0,2,0,0,2,3,1,2,12
0.2.0-org.apache.hadoop.record.compiler.generated.Rcc,0,5,0,5,6,11,10,5,143
0.2.0-org.apache.hadoop.record.compiler.generated.RccConstants,0,3,0,0,2,7,3,3,39
0.2.0-org.apache.hadoop.record.compiler.generated.RccTokenManager,0,16,1,0,3,32,0,16,128
0.2.0-org.apache.hadoop.record.compiler.generated.SimpleCharStream,0,3,1,0,3,16,0,2,80
0.2.0-org.apache.hadoop.record.compiler.generated.Token,0,3,0,0,2,7,3,3,24
0.2.0-org.apache.hadoop.record.compiler.generated.TokenMgrError,0,2,0,0,2,3,1,2,12
0.2.0-org.apache.hadoop.record.Index,0,32,1,0,12,114,22,31,1155
0.2.0-org.apache.hadoop.record.Record,0,4,1,0,8,10,6,4,29
0.2.0-org.apache.hadoop.util.Daemon,0,3,2,0,4,8,0,3,33
0.2.0-org.apache.hadoop.util.PrintJarMainClass,0,2,1,0,0,10,1,2,41
0.2.0-org.apache.hadoop.util.Progress,0,12,1,0,7,20,24,10,165
0.2.0-org.apache.hadoop.util.StringUtils,0,2,1,0,8,8,1,2,22
0.2.1-org.apache.hadoop.dfs.Block,0,17,2,0,24,41,40,14,204
0.2.1-org.apache.hadoop.dfs.DataNodeReport,0,2,1,0,3,4,1,1,9
0.2.1-org.apache.hadoop.dfs.DFSFileInfo,0,16,1,0,15,92,0,7,940
0.2.1-org.apache.hadoop.dfs.FSDirectory,1,24,2,0,11,76,62,19,716
0.2.1-org.apache.hadoop.dfs.FSNamesystem,1,105,6,0,43,353,727,51,5765
0.2.1-org.apache.hadoop.dfs.LocatedBlock,0,13,2,0,6,47,0,12,292
0.2.1-org.apache.hadoop.fs.FileSystem,0,12,1,0,32,121,12,8,876
0.2.1-org.apache.hadoop.fs.FSDataOutputStream,0,93,2,2,84,260,1899,76,1961
0.2.1-org.apache.hadoop.fs.LocalFileSystem,0,15,10,0,12,53,0,13,472
0.2.1-org.apache.hadoop.io.ArrayFile,0,30,1,1,56,71,33,28,534
0.2.1-org.apache.hadoop.io.BooleanWritable,0,18,1,0,20,86,74,5,908
0.2.1-org.apache.hadoop.io.BytesWritable,0,4,1,2,11,20,2,1,118
0.2.1-org.apache.hadoop.io.DataOutputBuffer,0,14,0,0,35,94,10,12,644
0.2.1-org.apache.hadoop.io.FloatWritable,0,9,0,0,4,23,22,6,366
0.2.1-org.apache.hadoop.io.LongWritable,0,26,2,0,9,50,14,23,341
0.2.1-org.apache.hadoop.io.MapFile,0,17,2,0,8,34,1,15,209
0.2.1-org.apache.hadoop.io.MD5Hash,0,12,5,0,8,32,9,8,137
0.2.1-org.apache.hadoop.io.ObjectWritable,0,6,5,0,15,12,0,5,43
0.2.1-org.apache.hadoop.io.SequenceFile,0,81,6,7,72,243,131,69,2001
0.2.1-org.apache.hadoop.io.SetFile,0,23,2,0,16,95,87,18,591
0.2.1-org.apache.hadoop.io.UTF8,0,24,2,0,31,72,150,14,761
0.2.1-org.apache.hadoop.io.WritableFactory,0,13,1,0,18,52,34,9,428
0.2.1-org.apache.hadoop.io.WritableName,0,2,0,0,2,6,1,0,16
0.2.1-org.apache.hadoop.io.WritableUtils,0,17,0,0,25,63,19,12,500
0.2.1-org.apache.hadoop.ipc.Client,0,42,0,0,49,217,36,27,2330
0.2.1-org.apache.hadoop.ipc.Server,1,32,7,0,135,81,67,27,751
0.2.1-org.apache.hadoop.mapred.ClusterStatus,0,17,3,0,11,50,104,14,402
0.2.1-org.apache.hadoop.mapred.InterTrackerProtocol,1,4,1,1,7,8,6,3,55
0.2.1-org.apache.hadoop.mapred.JobClient,0,9,2,0,13,58,1,6,386
0.2.1-org.apache.hadoop.mapred.JobStatus,0,8,3,0,8,48,0,3,260
0.2.1-org.apache.hadoop.mapred.JobSubmissionProtocol,0,3,2,0,5,47,1,2,261
0.2.1-org.apache.hadoop.mapred.JobTracker,1,24,7,0,30,115,40,20,708
0.2.1-org.apache.hadoop.mapred.JobTrackerInfoServer,0,20,3,0,15,30,44,15,119
0.2.1-org.apache.hadoop.mapred.MapRunnable,0,2,1,0,3,6,1,1,37
0.2.1-org.apache.hadoop.mapred.MapRunner,0,6,1,0,4,30,0,4,190
0.2.1-org.apache.hadoop.mapred.MapTask,0,14,4,0,13,74,2,12,442
0.2.1-org.apache.hadoop.mapred.RecordReader,0,2,0,0,7,8,1,2,26
0.2.1-org.apache.hadoop.mapred.RecordWriter,0,3,0,0,9,14,1,3,48
0.2.1-org.apache.hadoop.mapred.Reducer,0,2,0,0,8,10,1,2,30
0.2.1-org.apache.hadoop.mapred.SequenceFileOutputFormat,0,4,2,6,20,5,3,4,9
0.2.1-org.apache.hadoop.mapred.Task,1,16,1,0,35,65,33,13,337
0.2.1-org.apache.hadoop.mapred.TaskReport,0,4,1,0,5,13,0,3,64
0.2.1-org.apache.hadoop.mapred.TaskRunner,0,3,1,0,10,14,0,3,49
0.2.1-org.apache.hadoop.mapred.TaskStatus,0,1,1,0,17,1,0,1,1
0.2.1-org.apache.hadoop.mapred.TaskTracker,1,12,6,3,54,21,8,12,49
0.2.1-org.apache.hadoop.mapred.TaskTrackerStatus,0,18,1,0,34,94,71,12,598
0.2.1-org.apache.hadoop.mapred.TextInputFormat,0,9,2,0,14,25,0,8,132
0.2.1-org.apache.hadoop.mapred.TextOutputFormat,0,18,2,2,26,32,56,17,185
0.2.1-org.apache.hadoop.metrics.MetricsContext,0,15,2,2,12,76,69,7,669
0.2.1-org.apache.hadoop.metrics.MetricsException,0,2,2,0,1,6,0,1,17
0.2.1-org.apache.hadoop.metrics.MetricsRecord,0,16,1,0,9,25,40,16,148
0.2.1-org.apache.hadoop.metrics.spi.AbstractMetricsContext,0,32,5,0,54,158,21,19,1282
0.2.1-org.apache.hadoop.record.BinaryInputArchive,1,8,2,0,16,21,12,6,67
0.2.1-org.apache.hadoop.record.BinaryOutputArchive,1,4,1,0,7,10,6,3,34
0.2.1-org.apache.hadoop.record.compiler.CppGenerator,1,4,1,0,7,11,4,3,44
0.2.1-org.apache.hadoop.record.compiler.JavaGenerator,1,2,0,0,7,7,1,2,22
0.2.1-org.apache.hadoop.record.compiler.JBoolean,1,3,1,0,6,9,0,2,41
0.2.1-org.apache.hadoop.record.compiler.JBuffer,1,9,1,0,4,31,14,6,144
0.2.1-org.apache.hadoop.record.compiler.JByte,1,7,0,0,4,36,0,7,201
0.2.1-org.apache.hadoop.record.compiler.JCompType,1,13,0,0,5,51,46,3,505
0.2.1-org.apache.hadoop.record.compiler.JDouble,1,8,1,0,4,8,28,8,9
0.2.1-org.apache.hadoop.record.compiler.JField,1,2,4,0,3,4,1,2,9
0.2.1-org.apache.hadoop.record.compiler.JFile,1,15,1,0,3,15,105,15,15
0.2.1-org.apache.hadoop.record.compiler.JFloat,1,25,1,3,15,78,192,11,529
0.2.1-org.apache.hadoop.record.compiler.JInt,1,2,2,0,1,4,0,1,13
0.2.1-org.apache.hadoop.record.compiler.JLong,1,1,3,0,2,2,0,0,4
0.2.1-org.apache.hadoop.record.compiler.JMap,1,1,3,0,1,2,0,0,4
0.2.1-org.apache.hadoop.record.compiler.JRecord,1,2,3,0,3,4,1,0,9
0.2.1-org.apache.hadoop.record.compiler.JString,1,20,1,0,5,32,140,15,185
0.2.1-org.apache.hadoop.record.compiler.JType,1,4,1,0,2,5,0,4,30
0.2.1-org.apache.hadoop.record.compiler.JVector,1,5,0,0,3,6,10,2,12
0.2.1-org.apache.hadoop.record.CsvInputArchive,1,8,3,0,9,24,1,6,106
0.2.1-org.apache.hadoop.record.CsvOutputArchive,1,17,1,0,5,31,26,16,119
0.2.1-org.apache.hadoop.record.InputArchive,1,17,1,0,4,31,26,16,110
0.2.1-org.apache.hadoop.record.OutputArchive,1,2,1,0,2,16,0,2,156
0.2.1-org.apache.hadoop.record.RecordReader,1,29,1,0,19,86,154,24,1360
0.2.1-org.apache.hadoop.record.RecordWriter,1,1,1,0,2,1,0,0,164
0.2.1-org.apache.hadoop.record.Utils,1,2,0,0,2,3,1,2,12
0.2.1-org.apache.hadoop.record.XmlInputArchive,1,30,2,5,16,73,16,29,414
0.2.1-org.apache.hadoop.record.XmlOutputArchive,1,2,0,0,2,3,1,2,12
0.2.1-org.apache.hadoop.util.ProgramDriver,0,31,1,7,15,47,147,25,816
0.2.1-org.apache.hadoop.util.RunJar,0,4,2,0,5,8,4,2,38
