classname ; cbo ; dit ; fanIn ; fanOut ; lcom ; noc ; numberOfAttributes ; numberOfAttributesInherited ; numberOfLinesOfCode ; numberOfMethods ; numberOfMethodsInherited ; numberOfPrivateAttributes ; numberOfPrivateMethods ; numberOfPublicAttributes ; numberOfPublicMethods ; rfc ; wmc ; bugs ; nonTrivialBugs ; majorBugs ; criticalBugs ; highPriorityBugs ; 
org::apache::lucene::benchmark::byTask::utils::Config ; 23 ; 1 ; 14 ; 9 ; 66 ; 0 ; 6 ; 0 ; 182.0 ; 12.0 ; 9 ; 6 ; 4 ; 0.0 ; 8 ; 120.0 ; 37.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::quality::utils::DocNameExtractor ; 5 ; 1 ; 2 ; 3 ; 1 ; 0 ; 2 ; 0 ; 13.0 ; 2.0 ; 9 ; 2 ; 0 ; 0.0 ; 2 ; 5.0 ; 3.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::cjk::CJKAnalyzer ; 2 ; 2 ; 0 ; 2 ; 1 ; 0 ; 2 ; 0 ; 6.0 ; 2.0 ; 15 ; 1 ; 0 ; 0.0 ; 2 ; 5.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::HitIterator ; 4 ; 1 ; 2 ; 3 ; 10 ; 0 ; 2 ; 0 ; 20.0 ; 5.0 ; 9 ; 2 ; 0 ; 0.0 ; 4 ; 11.0 ; 6.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::misc::HighFreqTerms ; 8 ; 1 ; 0 ; 8 ; 1 ; 0 ; 1 ; 0 ; 40.0 ; 2.0 ; 9 ; 0 ; 1 ; 0.0 ; 1 ; 26.0 ; 9.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::FormatPostingsDocsConsumer ; 2 ; 1 ; 2 ; 0 ; 1 ; 1 ; 0 ; 0 ; 0.0 ; 2.0 ; 9 ; 0 ; 0 ; 0.0 ; 0 ; 2.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::IndexSearcher ; 65 ; 3 ; 57 ; 8 ; 36 ; 2 ; 2 ; 0 ; 61.0 ; 9.0 ; 37 ; 1 ; 1 ; 1.0 ; 8 ; 30.0 ; 18.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::db::DbIndexOutput ; 4 ; 2 ; 1 ; 3 ; 28 ; 0 ; 8 ; 0 ; 86.0 ; 8.0 ; 24 ; 0 ; 0 ; 0.0 ; 7 ; 34.0 ; 16.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::highlight::TokenGroup ; 6 ; 1 ; 5 ; 1 ; 45 ; 0 ; 9 ; 0 ; 54.0 ; 10.0 ; 9 ; 1 ; 0 ; 8.0 ; 7 ; 24.0 ; 13.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::MergeDocIDRemapper ; 4 ; 1 ; 2 ; 2 ; 1 ; 0 ; 6 ; 0 ; 76.0 ; 2.0 ; 9 ; 0 ; 0 ; 6.0 ; 2 ; 8.0 ; 15.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::byTask::tasks::RepSelectByPrefTask ; 8 ; 4 ; 0 ; 8 ; 3 ; 0 ; 0 ; 13 ; 39.0 ; 3.0 ; 51 ; 0 ; 0 ; 0.0 ; 2 ; 33.0 ; 10.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::PorterStemFilter ; 3 ; 3 ; 0 ; 3 ; 1 ; 0 ; 1 ; 1 ; 14.0 ; 2.0 ; 16 ; 1 ; 0 ; 0.0 ; 2 ; 10.0 ; 4.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::PhraseScorer ; 8 ; 3 ; 1 ; 7 ; 78 ; 2 ; 9 ; 0 ; 107.0 ; 13.0 ; 17 ; 4 ; 3 ; 0.0 ; 6 ; 44.0 ; 33.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::WordlistLoader ; 6 ; 1 ; 2 ; 4 ; 1 ; 0 ; 0 ; 0 ; 44.0 ; 2.0 ; 9 ; 0 ; 0 ; 0.0 ; 2 ; 18.0 ; 10.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::CharTokenizer ; 3 ; 3 ; 1 ; 2 ; 10 ; 3 ; 6 ; 1 ; 55.0 ; 5.0 ; 16 ; 6 ; 0 ; 0.0 ; 3 ; 15.0 ; 13.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::byTask::tasks::ResetSystemEraseTask ; 2 ; 4 ; 0 ; 2 ; 1 ; 0 ; 0 ; 2 ; 7.0 ; 2.0 ; 44 ; 0 ; 0 ; 0.0 ; 2 ; 4.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::queryParser::surround::query::ComposedQuery ; 9 ; 2 ; 5 ; 4 ; 105 ; 4 ; 3 ; 1 ; 73.0 ; 15.0 ; 30 ; 3 ; 0 ; 0.0 ; 9 ; 64.0 ; 24.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::xmlparser::builders::SpanBuilderBase ; 1 ; 2 ; 0 ; 1 ; 0 ; 6 ; 0 ; 0 ; 3.0 ; 1.0 ; 11 ; 0 ; 0 ; 0.0 ; 1 ; 2.0 ; 1.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::Directory ; 74 ; 1 ; 69 ; 5 ; 153 ; 7 ; 2 ; 0 ; 64.0 ; 18.0 ; 9 ; 0 ; 0 ; 1.0 ; 17 ; 35.0 ; 18.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::xmlparser::builders::DuplicateFilterBuilder ; 4 ; 1 ; 1 ; 3 ; 1 ; 0 ; 0 ; 0 ; 34.0 ; 2.0 ; 10 ; 0 ; 0 ; 0.0 ; 2 ; 15.0 ; 5.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::xmlparser::builders::BooleanQueryBuilder ; 11 ; 1 ; 2 ; 9 ; 3 ; 0 ; 1 ; 0 ; 56.0 ; 3.0 ; 10 ; 1 ; 0 ; 0.0 ; 2 ; 25.0 ; 10.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::DocInverterPerField ; 14 ; 2 ; 1 ; 13 ; 3 ; 0 ; 6 ; 0 ; 130.0 ; 3.0 ; 11 ; 2 ; 0 ; 4.0 ; 2 ; 35.0 ; 18.0 ; 3 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::el::GreekLowerCaseFilter ; 4 ; 3 ; 1 ; 3 ; 1 ; 0 ; 1 ; 1 ; 19.0 ; 2.0 ; 16 ; 0 ; 0 ; 1.0 ; 2 ; 6.0 ; 4.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::ReadOnlySegmentReader ; 3 ; 4 ; 1 ; 2 ; 3 ; 0 ; 0 ; 15 ; 9.0 ; 3.0 ; 80 ; 0 ; 0 ; 0.0 ; 1 ; 6.0 ; 4.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::spans::SpanNotQuery ; 11 ; 3 ; 4 ; 7 ; 66 ; 0 ; 2 ; 0 ; 144.0 ; 12.0 ; 44 ; 2 ; 0 ; 0.0 ; 12 ; 34.0 ; 21.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::byTask::tasks::RepSumByNameTask ; 7 ; 3 ; 1 ; 6 ; 3 ; 0 ; 0 ; 12 ; 39.0 ; 3.0 ; 46 ; 0 ; 0 ; 0.0 ; 2 ; 27.0 ; 6.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::InvertedDocEndConsumer ; 2 ; 1 ; 2 ; 0 ; 10 ; 1 ; 0 ; 0 ; 0.0 ; 5.0 ; 9 ; 0 ; 0 ; 0.0 ; 0 ; 5.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::highlight::SpanGradientFormatter ; 4 ; 2 ; 0 ; 4 ; 1 ; 0 ; 2 ; 14 ; 35.0 ; 2.0 ; 15 ; 2 ; 0 ; 0.0 ; 2 ; 12.0 ; 6.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::xmlparser::CoreParser ; 23 ; 1 ; 3 ; 20 ; 15 ; 1 ; 5 ; 0 ; 87.0 ; 6.0 ; 10 ; 0 ; 1 ; 1.0 ; 4 ; 41.0 ; 7.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::compound::hyphenation::HyphenationException ; 1 ; 1 ; 1 ; 0 ; 0 ; 0 ; 0 ; 0 ; 3.0 ; 1.0 ; 27 ; 0 ; 0 ; 0.0 ; 1 ; 1.0 ; 1.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::xmlparser::builders::FilteredQueryBuilder ; 6 ; 1 ; 1 ; 5 ; 1 ; 0 ; 2 ; 0 ; 18.0 ; 2.0 ; 10 ; 2 ; 0 ; 0.0 ; 2 ; 9.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::stats::MemUsage ; 2 ; 1 ; 1 ; 1 ; 3 ; 0 ; 6 ; 0 ; 13.0 ; 3.0 ; 9 ; 0 ; 0 ; 6.0 ; 3 ; 8.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::ParallelReader ; 10 ; 2 ; 3 ; 7 ; 325 ; 0 ; 9 ; 2 ; 267.0 ; 26.0 ; 58 ; 8 ; 0 ; 1.0 ; 20 ; 156.0 ; 67.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::ChecksumIndexInput ; 3 ; 2 ; 0 ; 3 ; 28 ; 0 ; 2 ; 0 ; 28.0 ; 8.0 ; 33 ; 0 ; 0 ; 2.0 ; 8 ; 18.0 ; 8.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::compound::DictionaryCompoundWordTokenFilter ; 2 ; 4 ; 0 ; 2 ; 1 ; 0 ; 0 ; 10 ; 36.0 ; 2.0 ; 24 ; 0 ; 0 ; 0.0 ; 1 ; 14.0 ; 12.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::SingleInstanceLockFactory ; 3 ; 2 ; 2 ; 1 ; 3 ; 0 ; 1 ; 1 ; 13.0 ; 3.0 ; 13 ; 1 ; 0 ; 0.0 ; 3 ; 6.0 ; 3.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::ar::ArabicNormalizationFilter ; 5 ; 3 ; 2 ; 3 ; 1 ; 0 ; 1 ; 1 ; 15.0 ; 2.0 ; 16 ; 0 ; 0 ; 0.0 ; 1 ; 8.0 ; 4.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::StopAnalyzer ; 6 ; 2 ; 1 ; 5 ; 3 ; 0 ; 2 ; 0 ; 17.0 ; 3.0 ; 15 ; 1 ; 0 ; 0.0 ; 3 ; 12.0 ; 4.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::PerFieldAnalyzerWrapper ; 3 ; 2 ; 2 ; 1 ; 15 ; 0 ; 2 ; 0 ; 30.0 ; 6.0 ; 15 ; 2 ; 0 ; 0.0 ; 6 ; 13.0 ; 9.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::IndexReader ; 153 ; 1 ; 138 ; 16 ; 1225 ; 6 ; 5 ; 0 ; 214.0 ; 50.0 ; 9 ; 3 ; 1 ; 0.0 ; 39 ; 124.0 ; 48.0 ; 3 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::wordnet::SynLookup ; 9 ; 1 ; 0 ; 9 ; 1 ; 0 ; 0 ; 0 ; 78.0 ; 2.0 ; 9 ; 0 ; 0 ; 0.0 ; 2 ; 43.0 ; 13.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::queryParser::surround::parser::QueryParserTokenManager ; 4 ; 1 ; 1 ; 3 ; 190 ; 0 ; 19 ; 26 ; 604.0 ; 20.0 ; 9 ; 2 ; 14 ; 7.0 ; 5 ; 103.0 ; 217.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::ngram::EdgeNGramTokenFilter ; 3 ; 3 ; 1 ; 2 ; 3 ; 0 ; 7 ; 1 ; 45.0 ; 3.0 ; 16 ; 4 ; 1 ; 0.0 ; 2 ; 17.0 ; 10.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::ExtendedFieldCacheImpl ; 3 ; 2 ; 1 ; 2 ; 6 ; 0 ; 5 ; 13 ; 9.0 ; 4.0 ; 35 ; 2 ; 0 ; 3.0 ; 3 ; 9.0 ; 3.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::byTask::tasks::NewRoundTask ; 3 ; 2 ; 0 ; 3 ; 3 ; 0 ; 0 ; 2 ; 10.0 ; 3.0 ; 39 ; 0 ; 0 ; 0.0 ; 2 ; 6.0 ; 3.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::byTask::stats::Points ; 11 ; 1 ; 10 ; 1 ; 15 ; 0 ; 3 ; 0 ; 23.0 ; 6.0 ; 9 ; 3 ; 1 ; 0.0 ; 5 ; 12.0 ; 6.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::miscellaneous::PrefixAwareTokenFilter ; 5 ; 2 ; 2 ; 3 ; 36 ; 2 ; 4 ; 0 ; 63.0 ; 9.0 ; 13 ; 4 ; 0 ; 0.0 ; 9 ; 24.0 ; 15.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::queryParser::Token ; 0 ; 1 ; 0 ; 0 ; 6 ; 0 ; 8 ; 0 ; 13.0 ; 4.0 ; 9 ; 0 ; 0 ; 8.0 ; 4 ; 5.0 ; 4.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::Lock ; 13 ; 1 ; 10 ; 3 ; 3 ; 9 ; 3 ; 0 ; 29.0 ; 3.0 ; 9 ; 0 ; 0 ; 1.0 ; 3 ; 12.0 ; 8.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::FreqProxTermsWriter ; 14 ; 2 ; 0 ; 14 ; 45 ; 0 ; 3 ; 1 ; 229.0 ; 10.0 ; 16 ; 2 ; 1 ; 1.0 ; 2 ; 53.0 ; 43.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::compound::hyphenation::Hyphen ; 2 ; 1 ; 0 ; 2 ; 1 ; 0 ; 3 ; 0 ; 19.0 ; 2.0 ; 18 ; 0 ; 0 ; 3.0 ; 1 ; 7.0 ; 6.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::InvertedDocConsumerPerThread ; 2 ; 1 ; 2 ; 0 ; 6 ; 1 ; 0 ; 0 ; 0.0 ; 4.0 ; 9 ; 0 ; 0 ; 0.0 ; 0 ; 4.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::Analyzer ; 50 ; 1 ; 50 ; 0 ; 15 ; 33 ; 1 ; 0 ; 12.0 ; 6.0 ; 9 ; 1 ; 0 ; 0.0 ; 4 ; 9.0 ; 4.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::xmlparser::builders::LikeThisQueryBuilder ; 12 ; 1 ; 1 ; 11 ; 1 ; 0 ; 5 ; 0 ; 58.0 ; 2.0 ; 10 ; 1 ; 0 ; 4.0 ; 2 ; 29.0 ; 10.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::xmlparser::builders::RangeFilterBuilder ; 3 ; 1 ; 1 ; 2 ; 1 ; 0 ; 0 ; 0 ; 10.0 ; 2.0 ; 10 ; 0 ; 0 ; 0.0 ; 2 ; 6.0 ; 1.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::tartarus::snowball::ext::LovinsStemmer ; 1 ; 2 ; 0 ; 1 ; 561 ; 0 ; 4 ; 6 ; 1501.0 ; 34.0 ; 35 ; 4 ; 33 ; 0.0 ; 1 ; 137.0 ; 262.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::util::UnicodeUtil ; 8 ; 1 ; 6 ; 2 ; 1 ; 0 ; 9 ; 0 ; 115.0 ; 2.0 ; 9 ; 4 ; 0 ; 0.0 ; 2 ; 7.0 ; 20.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::document::NumberTools ; 6 ; 1 ; 1 ; 5 ; 1 ; 0 ; 6 ; 0 ; 51.0 ; 2.0 ; 9 ; 3 ; 0 ; 0.0 ; 2 ; 19.0 ; 10.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::ExactPhraseScorer ; 5 ; 4 ; 2 ; 3 ; 1 ; 0 ; 0 ; 5 ; 28.0 ; 2.0 ; 27 ; 0 ; 0 ; 0.0 ; 0 ; 9.0 ; 7.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::FSDirectory ; 1 ; 2 ; 1 ; 0 ; 1 ; 3 ; 4 ; 2 ; 6.0 ; 2.0 ; 27 ; 3 ; 0 ; 0.0 ; 2 ; 2.0 ; 2.0 ; 5 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::ant::TextDocument ; 6 ; 1 ; 2 ; 4 ; 3 ; 0 ; 1 ; 0 ; 31.0 ; 3.0 ; 9 ; 1 ; 0 ; 0.0 ; 3 ; 19.0 ; 4.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::xmlparser::builders::SpanNotBuilder ; 5 ; 3 ; 1 ; 4 ; 1 ; 0 ; 1 ; 0 ; 19.0 ; 2.0 ; 12 ; 0 ; 0 ; 1.0 ; 2 ; 8.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::instantiated::InstantiatedIndexReader ; 16 ; 2 ; 5 ; 14 ; 276 ; 0 ; 4 ; 2 ; 174.0 ; 24.0 ; 58 ; 4 ; 0 ; 0.0 ; 19 ; 123.0 ; 64.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::tartarus::snowball::ext::PortugueseStemmer ; 1 ; 2 ; 0 ; 1 ; 66 ; 0 ; 13 ; 6 ; 866.0 ; 12.0 ; 35 ; 13 ; 11 ; 0.0 ; 1 ; 92.0 ; 155.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::util::CloseableThreadLocal ; 5 ; 1 ; 4 ; 1 ; 6 ; 1 ; 2 ; 0 ; 43.0 ; 4.0 ; 9 ; 2 ; 0 ; 0.0 ; 3 ; 18.0 ; 8.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::FormatPostingsTermsWriter ; 4 ; 2 ; 1 ; 3 ; 10 ; 0 ; 8 ; 1 ; 30.0 ; 5.0 ; 11 ; 0 ; 0 ; 8.0 ; 0 ; 11.0 ; 6.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::MergeScheduler ; 1 ; 1 ; 1 ; 0 ; 1 ; 3 ; 0 ; 0 ; 0.0 ; 2.0 ; 9 ; 0 ; 0 ; 0.0 ; 0 ; 2.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::TermInfo ; 2 ; 1 ; 2 ; 0 ; 1 ; 0 ; 4 ; 0 ; 12.0 ; 2.0 ; 9 ; 0 ; 0 ; 4.0 ; 0 ; 2.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::ComplexExplanation ; 12 ; 2 ; 10 ; 2 ; 10 ; 0 ; 1 ; 0 ; 20.0 ; 5.0 ; 29 ; 1 ; 0 ; 0.0 ; 4 ; 14.0 ; 8.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::DocIdSetIterator ; 26 ; 1 ; 26 ; 0 ; 6 ; 4 ; 0 ; 0 ; 0.0 ; 4.0 ; 9 ; 0 ; 0 ; 0.0 ; 4 ; 4.0 ; 0.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::db::DbDirectory ; 9 ; 2 ; 1 ; 8 ; 91 ; 0 ; 5 ; 2 ; 102.0 ; 14.0 ; 27 ; 0 ; 0 ; 0.0 ; 14 ; 63.0 ; 21.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::CheckHits ; 20 ; 1 ; 12 ; 10 ; 45 ; 0 ; 1 ; 0 ; 214.0 ; 10.0 ; 9 ; 0 ; 0 ; 1.0 ; 10 ; 105.0 ; 46.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::Term ; 74 ; 1 ; 72 ; 2 ; 45 ; 0 ; 2 ; 0 ; 37.0 ; 10.0 ; 18 ; 0 ; 1 ; 2.0 ; 7 ; 18.0 ; 16.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::demo::SearchFiles ; 12 ; 1 ; 0 ; 12 ; 6 ; 0 ; 0 ; 0 ; 206.0 ; 4.0 ; 9 ; 0 ; 1 ; 0.0 ; 3 ; 78.0 ; 47.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::demo::html::ParseException ; 4 ; 1 ; 1 ; 3 ; 3 ; 0 ; 5 ; 0 ; 87.0 ; 3.0 ; 27 ; 0 ; 0 ; 3.0 ; 2 ; 28.0 ; 24.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::queryParser::surround::query::NotQuery ; 3 ; 3 ; 1 ; 2 ; 1 ; 0 ; 0 ; 1 ; 12.0 ; 2.0 ; 45 ; 0 ; 0 ; 0.0 ; 2 ; 9.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::tartarus::snowball::Among ; 2 ; 1 ; 0 ; 2 ; 0 ; 0 ; 6 ; 0 ; 18.0 ; 1.0 ; 9 ; 0 ; 0 ; 6.0 ; 1 ; 5.0 ; 2.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::NonMatchingScorer ; 2 ; 3 ; 1 ; 1 ; 15 ; 0 ; 0 ; 0 ; 10.0 ; 6.0 ; 17 ; 0 ; 0 ; 0.0 ; 6 ; 10.0 ; 6.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::TermVectorsTermsWriterPerThread ; 3 ; 2 ; 2 ; 2 ; 21 ; 0 ; 7 ; 0 ; 42.0 ; 7.0 ; 13 ; 0 ; 0 ; 7.0 ; 5 ; 12.0 ; 10.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::Explanation ; 29 ; 1 ; 28 ; 1 ; 55 ; 1 ; 3 ; 0 ; 63.0 ; 11.0 ; 18 ; 3 ; 0 ; 0.0 ; 9 ; 32.0 ; 18.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::TermVectorsWriter ; 13 ; 1 ; 1 ; 12 ; 6 ; 0 ; 5 ; 0 ; 163.0 ; 4.0 ; 9 ; 4 ; 0 ; 1.0 ; 2 ; 43.0 ; 27.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::spans::NearSpansOrdered ; 6 ; 2 ; 1 ; 6 ; 91 ; 0 ; 12 ; 0 ; 166.0 ; 14.0 ; 16 ; 12 ; 5 ; 0.0 ; 9 ; 63.0 ; 50.0 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::util::BitVector ; 8 ; 1 ; 5 ; 3 ; 78 ; 0 ; 4 ; 0 ; 128.0 ; 13.0 ; 9 ; 4 ; 5 ; 0.0 ; 8 ; 52.0 ; 31.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
